,model,plddt
0,T1170TS398_4o,0.86183965
1,T1170TS423_4o,0.84994256
2,T1170TS461_2o,0.8575371
3,T1170TS037_5o,0.43820554
4,T1170TS304_2o,0.90504706
5,T1170TS119_2o,0.8575371
6,T1170TS399_3o,0.84796685
7,T1170TS188_2o,0.95281446
8,T1170TS037_1o,0.86787885
9,T1170TS150_1o,0.8485346
10,T1170TS073_1o,0.84273416
11,T1170TS367_2o,0.8640303
12,T1170TS399_4o,0.8629651
13,T1170TS147_5o,0.85271
14,T1170TS248_5o,0.90504706
15,T1170TS390_5o,0.852261
16,T1170TS423_3o,0.8712381
17,T1170TS185_4o,0.80219
18,T1170TS205_4o,0.0
19,T1170TS288_2o,0.84359145
20,T1170TS125_1o,0.8578361
21,T1170TS239_2o,0.862697
22,T1170TS298_1o,0.85849583
23,T1170TS423_2o,0.86825746
24,T1170TS003_5o,0.8658556
25,T1170TS229_5o,0.84727645
26,T1170TS360_2o,0.8341685
27,T1170TS462_5o,0.8913234
28,T1170TS037_4o,0.739994
29,T1170TS125_5o,0.86132145
30,T1170TS325_1o,0.51335895
31,T1170TS188_4o,0.8549109
32,T1170TS291_2o,0.0
33,T1170TS248_4o,0.90504706
34,T1170TS187_4o,0.84994256
35,T1170TS169_3o,0.9418172
36,T1170TS185_2o,0.772561
37,T1170TS098_2o,0.9418172
38,T1170TS187_2o,0.86825746
39,T1170TS003_1o,0.8718528
40,T1170TS462_2o,0.9168613
41,T1170TS493_4o,0.8539847
42,T1170TS446_1o,0.87462664
43,T1170TS180_2o,0.9168613
44,T1170TS312_2o,0.0
45,T1170TS180_4o,0.898278
46,T1170TS350_5o,0.0
47,T1170TS131_4o,0.8355532
48,T1170TS439_2o,0.8754647
49,T1170TS320_1o,0.85554975
50,T1170TS350_3o,0.0
51,T1170TS347_1o,0.51335895
52,T1170TS086_4o,0.86354303
53,T1170TS003_2o,0.86720645
54,T1170TS390_4o,0.8549109
55,T1170TS071_5o,0.8428388
56,T1170TS291_5o,0.0
57,T1170TS278_2o,0.8442508
58,T1170TS298_2o,0.85423124
59,T1170TS185_1o,0.772561
60,T1170TS423_5o,0.89725405
61,T1170TS054_5o,0.86132145
62,T1170TS278_1o,0.73069835
63,T1170TS390_2o,0.8570184
64,T1170TS239_4o,0.84698176
65,T1170TS367_4o,0.8611229
66,T1170TS456_1o,0.51335895
67,T1170TS239_3o,0.85964054
68,T1170TS312_5o,0.0
69,T1170TS304_5o,0.90504706
70,T1170TS461_4o,0.82745373
71,T1170TS291_1o,0.0
72,T1170TS288_5o,0.82473034
73,T1170TS131_5o,0.8369106
74,T1170TS205_2o,0.0
75,T1170TS125_2o,0.862219
76,T1170TS493_3o,0.8561146
77,T1170TS367_1o,0.86300117
78,T1170TS091_5o,0.6341532
79,T1170TS098_4o,0.8549109
80,T1170TS446_2o,0.8575371
81,T1170TS288_4o,0.7557885
82,T1170TS037_3o,0.49694434
83,T1170TS288_3o,0.84370667
84,T1170TS165_2o,0.85382986
85,T1170TS229_2o,0.8754647
86,T1170TS165_4o,0.8468842
87,T1170TS119_1o,0.87462664
88,T1170TS229_1o,0.8882143
89,T1170TS035_3o,0.90504706
90,T1170TS348_4o,0.85300463
91,T1170TS367_5o,0.85262316
92,T1170TS185_3o,0.772561
93,T1170TS158_4o,0.86353916
94,T1170TS239_5o,0.8163783
95,T1170TS494_2o,0.61303484
96,T1170TS091_3o,0.87712675
97,T1170TS147_2o,0.86237186
98,T1170TS350_2o,0.0
99,T1170TS169_2o,0.8549109
100,T1170TS350_4o,0.0
101,T1170TS158_1o,0.8658556
102,T1170TS462_4o,0.898278
103,T1170TS278_3o,0.76262206
104,T1170TS320_4o,0.8352295
105,T1170TS494_3o,0.63317907
106,T1170TS278_5o,0.68952936
107,T1170TS054_3o,0.84796685
108,T1170TS035_2o,0.90504706
109,T1170TS462_1o,0.93277204
110,T1170TS150_5o,0.8485346
111,T1170TS390_3o,0.8556725
112,T1170TS444_1o,0.86183965
113,T1170TS205_1o,0.0
114,T1170TS461_1o,0.87462664
115,T1170TS304_3o,0.90504706
116,T1170TS360_4o,0.8353624
117,T1170TS439_1o,0.8882143
118,T1170TS446_5o,0.7969963
119,T1170TS046_4o,0.90504706
120,T1170TS239_1o,0.87801504
121,T1170TS131_1o,0.85703635
122,T1170TS091_2o,0.6001369
123,T1170TS071_1o,0.8467711
124,T1170TS399_5o,0.86132145
125,T1170TS091_4o,0.6832438
126,T1170TS086_2o,0.86694044
127,T1170TS462_3o,0.9086507
128,T1170TS125_3o,0.84796685
129,T1170TS447_1o,0.19671488
130,T1170TS071_2o,0.8438031
131,T1170TS150_2o,0.8485346
132,T1170TS399_1o,0.8578361
133,T1170TS298_3o,0.8534322
134,T1170TS348_2o,0.85691434
135,T1170TS461_3o,0.84614277
136,T1170TS390_1o,0.86191666
137,T1170TS446_4o,0.82745373
138,T1170TS158_5o,0.86354303
139,T1170TS291_3o,0.0
140,T1170TS098_1o,0.9418172
141,T1170TS119_4o,0.8538346
142,T1170TS071_3o,0.84533
143,T1170TS188_1o,0.93456036
144,T1170TS086_1o,0.8658556
145,T1170TS180_5o,0.8913234
146,T1170TS035_4o,0.90504706
147,T1170TS248_2o,0.90504706
148,T1170TS122_2o,0.0
149,T1170TS493_1o,0.86237186
150,T1170TS385_1o,0.9425315
151,T1170TS312_3o,0.0
152,T1170TS169_4o,0.9418172
153,T1170TS348_5o,0.85157835
154,T1170TS119_5o,0.84614277
155,T1170TS423_1o,0.8698353
156,T1170TS165_3o,0.84381
157,T1170TS360_5o,0.83725125
158,T1170TS367_3o,0.8605975
159,T1170TS472_1o,0.86653596
160,T1170TS003_3o,0.8640303
161,T1170TS398_2o,0.8751667
162,T1170TS398_3o,0.8738853
163,T1170TS073_2o,0.84359145
164,T1170TS444_3o,0.9478041
165,T1170TS046_1o,0.90504706
166,T1170TS147_1o,0.8574863
167,T1170TS278_4o,0.7276656
168,T1170TS446_3o,0.84614277
169,T1170TS493_2o,0.8574863
170,T1170TS398_1o,0.8717185
171,T1170TS298_5o,0.84597224
172,T1170TS304_4o,0.90504706
173,T1170TS131_3o,0.84437406
174,T1170TS493_5o,0.79413134
175,T1170TS098_3o,0.8549109
176,T1170TS320_3o,0.8482698
177,T1170TS185_5o,0.80219
178,T1170TS169_5o,0.9418172
179,T1170TS312_1o,0.0
180,T1170TS054_2o,0.862219
181,T1170TS447_5o,0.19671488
182,T1170TS071_4o,0.8433527
183,T1170TS165_5o,0.84381
184,T1170TS125_4o,0.8629651
185,T1170TS086_5o,0.86353916
186,T1170TS447_4o,0.19671488
187,T1170TS248_3o,0.90504706
188,T1170TS348_1o,0.8585155
189,T1170TS398_5o,0.86183965
190,T1170TS348_3o,0.84788144
191,T1170TS098_5o,0.9418172
192,T1170TS298_4o,0.85659343
193,T1170TS086_3o,0.86296445
