,model,plddt
0,H1172TS374_1,0.86973464
1,H1172TS288_5,0.8235107
2,H1172TS462_4,0.8456203
3,H1172TS165_2,0.7995526
4,H1172TS125_3,0.79712766
5,H1172TS494_2,0.6430401
6,H1172TS097_4,0.93714
7,H1172TS333_3,0.7543716
8,H1172TS493_2,0.85658735
9,H1172TS133_2,0.93216723
10,H1172TS131_5,0.768603
11,H1172TS461_4,0.79788667
12,H1172TS035_1,0.8928754
13,H1172TS494_4,0.64312077
14,H1172TS390_3,0.85357034
15,H1172TS185_4,0.8333123
16,H1172TS169_5,0.82750916
17,H1172TS447_4,0.19715339
18,H1172TS098_2,0.94234574
19,H1172TS367_3,0.86417097
20,H1172TS368_4,0.751653
21,H1172TS291_4,0.0
22,H1172TS067_1,0.5695958
23,H1172TS494_1,0.64840215
24,H1172TS180_4,0.86807185
25,H1172TS360_5,0.80758715
26,H1172TS447_3,0.19861746
27,H1172TS125_1,0.8591506
28,H1172TS071_3,0.8231393
29,H1172TS456_4,0.86379343
30,H1172TS291_3,0.0
31,H1172TS390_5,0.8654556
32,H1172TS314_2,0.86412174
33,H1172TS446_1,0.8427306
34,H1172TS003_4,0.85981077
35,H1172TS360_4,0.8071848
36,H1172TS165_4,0.78861624
37,H1172TS350_2,0.0
38,H1172TS461_3,0.79793185
39,H1172TS098_3,0.94234574
40,H1172TS374_2,0.8594754
41,H1172TS180_2,0.8550125
42,H1172TS367_1,0.86298877
43,H1172TS291_5,0.0
44,H1172TS304_5,0.8928754
45,H1172TS348_1,0.8651572
46,H1172TS312_2,0.0
47,H1172TS288_4,0.8235107
48,H1172TS199_1,0.86379343
49,H1172TS360_1,0.85401404
50,H1172TS205_5,0.0
51,H1172TS444_4,0.8657196
52,H1172TS350_1,0.0
53,H1172TS011_4,0.93074226
54,H1172TS399_3,0.79712766
55,H1172TS347_3,0.86379343
56,H1172TS180_1,0.86379343
57,H1172TS035_3,0.8928754
58,H1172TS298_3,0.8672215
59,H1172TS257_5,0.86379343
60,H1172TS165_1,0.78856605
61,H1172TS461_1,0.8427306
62,H1172TS071_5,0.8267897
63,H1172TS133_4,0.93074226
64,H1172TS119_4,0.84881145
65,H1172TS003_2,0.86417097
66,H1172TS119_3,0.85185987
67,H1172TS298_5,0.86389536
68,H1172TS122_5,0.0
69,H1172TS320_3,0.868518
70,H1172TS257_2,0.86379343
71,H1172TS304_1,0.8928754
72,H1172TS054_5,0.8059664
73,H1172TS046_1,0.8928754
74,H1172TS368_1,0.7656639
75,H1172TS314_4,0.864245
76,H1172TS367_2,0.86409086
77,H1172TS291_1,0.0
78,H1172TS312_5,0.0
79,H1172TS147_2,0.85401404
80,H1172TS165_5,0.7995526
81,H1172TS434_1,0.93291146
82,H1172TS131_3,0.8158549
83,H1172TS325_2,0.86379343
84,H1172TS444_2,0.8654261
85,H1172TS462_5,0.8327975
86,H1172TS462_1,0.88671196
87,H1172TS288_2,0.8235107
88,H1172TS314_5,0.85479367
89,H1172TS169_2,0.8331832
90,H1172TS165_3,0.80270123
91,H1172TS360_2,0.81101507
92,H1172TS227_1,0.93291146
93,H1172TS097_1,0.9281721
94,H1172TS086_1,0.86417097
95,H1172TS122_2,0.0
96,H1172TS188_2,0.84172845
97,H1172TS229_2,0.86715096
98,H1172TS097_2,0.9216688
