,model,plddt
0,T1123TS390_4o,0.53371614
1,T1123TS314_1o,0.0
2,T1123TS187_4o,0.6682805
3,T1123TS374_1o,0.6879594
4,T1123TS320_5o,0.305128
5,T1123TS073_3o,0.68930936
6,T1123TS288_3o,0.68930936
7,T1123TS037_4o,0.6254105
8,T1123TS278_4o,0.68283576
9,T1123TS125_1o,0.6213374
10,T1123TS073_5o,0.6672863
11,T1123TS035_3o,0.71544886
12,T1123TS444_4o,0.755012
13,T1123TS390_5o,0.58073497
14,T1123TS461_5o,0.2994876
15,T1123TS360_1o,0.45462823
16,T1123TS462_1o,0.6919408
17,T1123TS169_2o,0.0050729327
18,T1123TS188_5o,0.4322201
19,T1123TS131_4o,0.44519717
20,T1123TS312_4o,0.0
21,T1123TS147_2o,0.47153363
22,T1123TS348_3o,0.31251204
23,T1123TS147_3o,0.5811692
24,T1123TS314_4o,0.0
25,T1123TS423_3o,0.5414135
26,T1123TS423_1o,0.6414444
27,T1123TS439_4o,0.75008833
28,T1123TS037_3o,0.69939774
29,T1123TS187_3o,0.5414135
30,T1123TS446_4o,0.2956782
31,T1123TS248_4o,0.69897443
32,T1123TS288_1o,0.7345528
33,T1123TS098_2o,0.6221321
34,T1123TS180_1o,0.7219348
35,T1123TS180_5o,0.64620936
36,T1123TS239_4o,0.5131929
37,T1123TS398_1o,0.53629696
38,T1123TS205_4o,0.4486861
39,T1123TS239_5o,0.49388477
40,T1123TS493_4o,0.562578
41,T1123TS314_5o,0.0
42,T1123TS278_3o,0.7017926
43,T1123TS398_5o,0.56460524
44,T1123TS054_2o,0.48140505
45,T1123TS447_3o,0.0
46,T1123TS091_2o,0.87648666
47,T1123TS158_1o,0.67606634
48,T1123TS461_1o,0.44989982
49,T1123TS367_5o,0.5746701
50,T1123TS158_4o,0.6602248
51,T1123TS348_1o,0.5343333
52,T1123TS385_1o,0.59302896
53,T1123TS188_4o,0.46433756
54,T1123TS035_4o,0.7131109
55,T1123TS298_2o,0.46253252
56,T1123TS493_2o,0.5208216
57,T1123TS185_3o,0.76154745
58,T1123TS119_1o,0.57231385
59,T1123TS037_1o,0.67457354
60,T1123TS086_5o,0.6602248
61,T1123TS348_4o,0.34381953
62,T1123TS374_5o,0.6036129
63,T1123TS073_4o,0.7030511
64,T1123TS003_4o,0.73161453
65,T1123TS131_5o,0.4388628
66,T1123TS037_5o,0.5697705
67,T1123TS248_1o,0.71544886
68,T1123TS312_5o,0.0
69,T1123TS239_3o,0.5927406
70,T1123TS150_3o,0.577056
71,T1123TS188_2o,0.66818494
72,T1123TS150_1o,0.51871246
73,T1123TS071_3o,0.64610946
74,T1123TS054_1o,0.6213374
75,T1123TS165_3o,0.34282443
76,T1123TS187_1o,0.6414444
77,T1123TS125_5o,0.65154076
78,T1123TS298_3o,0.46279776
79,T1123TS125_3o,0.36148405
80,T1123TS054_5o,0.65154076
81,T1123TS350_4o,0.0
82,T1123TS461_2o,0.45675507
83,T1123TS147_5o,0.5642032
84,T1123TS119_4o,0.57231385
85,T1123TS119_2o,0.57231385
86,T1123TS439_1o,0.7847967
87,T1123TS462_5o,0.5282744
88,T1123TS350_3o,0.0
89,T1123TS165_2o,0.4028816
90,T1123TS185_2o,0.77830356
91,T1123TS073_1o,0.7345528
92,T1123TS037_2o,0.64987856
93,T1123TS248_5o,0.6819181
94,T1123TS423_5o,0.6640684
95,T1123TS350_5o,0.0
96,T1123TS367_2o,0.6751434
97,T1123TS180_4o,0.6588026
98,T1123TS165_1o,0.5431718
99,T1123TS248_3o,0.70322484
100,T1123TS086_2o,0.71057725
101,T1123TS158_5o,0.66258776
102,T1123TS298_1o,0.4808079
103,T1123TS205_3o,0.4540951
104,T1123TS147_4o,0.47153363
105,T1123TS288_4o,0.7030511
106,T1123TS169_1o,0.0050808266
107,T1123TS091_1o,0.85861015
108,T1123TS446_1o,0.44989982
109,T1123TS035_1o,0.7710271
110,T1123TS494_1o,0.683178
111,T1123TS398_4o,0.5182331
112,T1123TS439_3o,0.7873349
113,T1123TS180_3o,0.65888196
114,T1123TS131_3o,0.46846262
115,T1123TS446_5o,0.2994876
116,T1123TS444_2o,0.755012
117,T1123TS035_2o,0.7594214
118,T1123TS320_4o,0.3126015
119,T1123TS360_4o,0.55061656
120,T1123TS248_2o,0.7187483
121,T1123TS367_4o,0.63402027
122,T1123TS073_2o,0.76387876
123,T1123TS399_3o,0.36148405
124,T1123TS035_5o,0.69897443
125,T1123TS348_5o,0.48751143
126,T1123TS439_5o,0.79057467
127,T1123TS205_1o,0.4673622
128,T1123TS462_4o,0.54716337
129,T1123TS169_3o,0.4996421
130,T1123TS288_2o,0.76387876
131,T1123TS071_5o,0.5964139
132,T1123TS091_5o,0.891137
133,T1123TS291_3o,0.0
134,T1123TS098_4o,0.4383203
135,T1123TS348_2o,0.4836163
136,T1123TS131_1o,0.56503457
137,T1123TS119_5o,0.57231385
138,T1123TS494_3o,0.6831516
139,T1123TS185_4o,0.833331
140,T1123TS494_2o,0.6706975
141,T1123TS278_5o,0.664962
142,T1123TS125_4o,0.614576
143,T1123TS188_1o,0.49503276
144,T1123TS180_2o,0.7166707
145,T1123TS447_2o,0.0
146,T1123TS288_5o,0.6672863
147,T1123TS205_5o,0.46576276
148,T1123TS423_2o,0.77101296
149,T1123TS360_2o,0.47126237
150,T1123TS461_4o,0.2956782
151,T1123TS091_3o,0.83868665
152,T1123TS312_2o,0.0
153,T1123TS360_3o,0.46601072
154,T1123TS314_3o,0.0
155,T1123TS399_4o,0.614576
156,T1123TS098_1o,0.66818494
157,T1123TS390_2o,0.5203402
158,T1123TS125_2o,0.48140505
159,T1123TS298_5o,0.47126237
160,T1123TS291_2o,0.0
161,T1123TS291_4o,0.0
162,T1123TS054_3o,0.36148405
