,model,plddt
0,T1187TS374_4o,0.8589976
1,T1187TS461_3o,0.8050478
2,T1187TS131_2o,0.7958829
3,T1187TS312_2o,0.0
4,T1187TS037_1o,0.9431117
5,T1187TS367_1o,0.8262545
6,T1187TS147_5o,0.8469262
7,T1187TS245_2o,0.8469262
8,T1187TS239_5o,0.8398078
9,T1187TS446_1o,0.7813877
10,T1187TS278_2o,0.8667515
11,T1187TS291_5o,0.0
12,T1187TS003_3o,0.8309168
13,T1187TS150_5o,0.85383856
14,T1187TS046_1o,0.8748723
15,T1187TS347_2o,0.84800667
16,T1187TS461_4o,0.76930445
17,T1187TS446_4o,0.76930445
18,T1187TS304_1o,0.8748723
19,T1187TS360_1o,0.79670966
20,T1187TS325_5o,0.84800667
21,T1187TS185_3o,0.9322054
22,T1187TS367_5o,0.9439175
23,T1187TS456_3o,0.84800667
24,T1187TS462_2o,0.89198405
25,T1187TS035_4o,0.8748723
26,T1187TS158_3o,0.8262545
27,T1187TS234_2o,0.52732354
28,T1187TS291_4o,0.0
29,T1187TS494_3o,0.6831913
30,T1187TS035_5o,0.8748723
31,T1187TS086_2o,0.8576102
32,T1187TS158_2o,0.8221614
33,T1187TS456_5o,0.84800667
34,T1187TS248_4o,0.8748723
35,T1187TS234_4o,0.52732354
36,T1187TS433_2o,0.88075
37,T1187TS119_2o,0.8469262
38,T1187TS091_3o,0.80741423
39,T1187TS098_1o,0.8344647
40,T1187TS348_2o,0.8311374
41,T1187TS462_3o,0.8694307
42,T1187TS441_3o,0.88128734
43,T1187TS360_4o,0.7868178
44,T1187TS169_4o,0.0
45,T1187TS423_3o,0.8735927
46,T1187TS122_3o,0.0
47,T1187TS187_4o,0.85358703
48,T1187TS350_5o,0.0
49,T1187TS347_3o,0.84800667
50,T1187TS494_5o,0.69183254
51,T1187TS091_4o,0.49324393
52,T1187TS122_5o,0.0
53,T1187TS098_2o,0.8277507
54,T1187TS239_4o,0.84791714
55,T1187TS188_5o,0.8013518
56,T1187TS003_2o,0.8221614
57,T1187TS291_3o,0.0
58,T1187TS347_4o,0.84800667
59,T1187TS185_5o,0.9229796
60,T1187TS348_5o,0.830535
61,T1187TS390_4o,0.84983134
62,T1187TS433_5o,0.8752615
63,T1187TS035_2o,0.8748723
64,T1187TS071_4o,0.84152734
65,T1187TS229_4o,0.84791714
66,T1187TS314_4o,0.0
67,T1187TS119_3o,0.84662116
68,T1187TS325_4o,0.84800667
69,T1187TS180_5o,0.8697698
70,T1187TS086_4o,0.9439175
71,T1187TS091_1o,0.50224304
72,T1187TS367_4o,0.95947826
73,T1187TS074_5o,0.8357919
74,T1187TS298_5o,0.82830095
75,T1187TS229_1o,0.8463359
76,T1187TS037_2o,0.9260377
77,T1187TS185_2o,0.93305415
78,T1187TS185_1o,0.933677
79,T1187TS091_5o,0.5292075
80,T1187TS003_5o,0.9439175
81,T1187TS165_3o,0.36508918
82,T1187TS433_3o,0.88128734
83,T1187TS347_1o,0.84800667
84,T1187TS003_1o,0.8576102
85,T1187TS444_5o,0.85484093
86,T1187TS360_3o,0.7954561
87,T1187TS367_2o,0.8221614
88,T1187TS298_3o,0.8442142
89,T1187TS073_3o,0.83075
