,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_10,default_mul_newest_11,default_mul_newest_12,default_mul_newest_13,default_mul_newest_14,default_mul_newest_15,default_mul_newest_16,default_mul_newest_17,default_mul_newest_18,default_mul_newest_19,default_mul_newest_2,default_mul_newest_20,default_mul_newest_21,default_mul_newest_22,default_mul_newest_23,default_mul_newest_24,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_mul_newest_7,default_mul_newest_8,default_mul_newest_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_2_0,iter_2_1,iter_2_2,iter_2_3,iter_2_4,iter_2_5,iter_2_6,iter_2_7,iter_2_8,iter_2_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,unidist_uniprot_sto_0,unidist_uniprot_sto_1,unidist_uniprot_sto_2,unidist_uniprot_sto_3,unidist_uniprot_sto_4,unidist_uniprot_sto_5,unidist_uniprot_sto_6,unidist_uniprot_sto_7,unidist_uniprot_sto_8,unidist_uniprot_sto_9
0,1.0,0.98983,0.9928,0.99667,0.99975,0.97418,0.98914,0.96803,0.93242,0.97715,0.98677,0.93405,0.93957,0.81364,0.92903,0.91076,0.90468,0.89532,0.92314,0.8731,0.96849,0.96723,0.98732,0.97792,0.96692,0.96637,0.98878,0.98756,0.98402,0.97503,0.9966,0.99193,0.81822,0.81777,0.80878,0.8145,0.8155,0.80722,0.80724,0.81392,0.96742,0.80994,0.99199,0.80754,0.96482,0.95684,0.95182,0.95101,0.99402,0.99454,0.99417,0.99851,0.99973,0.99899,0.99908,0.99103,0.99583,0.99354,0.98939,0.99886,0.99765,0.97296,0.81037,0.81002,0.94886,0.9925,0.99215,0.99059,0.99264,0.99578,0.99453,0.99566,0.81549,0.9087,0.92852,0.97652,0.97043,0.96818,0.97622,0.98608,0.98654,0.97998,0.96908,0.88215,0.92035,0.9706,0.97152,0.98164,0.94953,0.95119,0.98268,0.93768,0.93663,0.96486,0.95831,0.99078,0.98974,0.99594,0.9983,0.99843,0.81516,0.81289,0.96544,0.80964,0.95573,0.99211,0.99065,0.99912,0.99904,0.97583,0.95043,0.81483,0.80972,0.84764,0.81185,0.81197,0.8119,0.98837,0.9606,0.95673,0.95165,0.9518,0.95036,0.98927,0.99438,0.99364,0.99612,0.99671,0.99841,0.998,0.96222,0.96833,0.9298,0.92304,0.97459,0.97604,0.90812,0.9236,0.79815,0.79772,0.97792,0.81105,0.80988,0.79284,0.78809,0.77544,0.77482,0.79486,0.80836,0.79416,0.98504,0.98659,0.98661,0.98559,0.99544,0.99271,0.9931,0.99634,0.99739,0.99767,0.99846,0.81192,0.8118,0.94031,0.93394,0.99405,0.99462,0.9976,0.99767,0.99742,0.99845,0.81181,0.85068,0.94259,0.93585
1,0.98983,1.0,0.99923,0.99167,0.99097,0.99177,0.99622,0.98797,0.96266,0.99295,0.99343,0.92666,0.93449,0.81446,0.91977,0.91052,0.904,0.89778,0.91412,0.87606,0.98893,0.98802,0.99257,0.99093,0.98431,0.98366,0.99433,0.99381,0.99233,0.98963,0.99635,0.99909,0.81881,0.8182,0.80128,0.81505,0.81604,0.79928,0.79914,0.81484,0.97528,0.803,0.99889,0.7999,0.96693,0.95719,0.95012,0.94965,0.9817,0.99461,0.99413,0.99171,0.98887,0.99038,0.99338,0.99966,0.99701,0.99528,0.9998,0.99392,0.99473,0.98233,0.8037,0.80382,0.9505,0.99454,0.99483,0.99153,0.99353,0.9929,0.9923,0.99282,0.81594,0.9058,0.92564,0.99008,0.98739,0.98798,0.99275,0.99558,0.99541,0.99176,0.98449,0.88809,0.92383,0.98902,0.98917,0.99359,0.97471,0.97731,0.99411,0.96633,0.9656,0.98504,0.98085,0.99906,0.99945,0.99716,0.99402,0.99422,0.81609,0.80754,0.97904,0.80317,0.95963,0.99877,0.99888,0.99321,0.99358,0.9797,0.94304,0.81813,0.80282,0.83755,0.80586,0.80597,0.80609,0.99976,0.96801,0.96343,0.95578,0.95602,0.95489,0.99971,0.99464,0.99481,0.99676,0.99497,0.99356,0.99396,0.98224,0.98795,0.95969,0.95372,0.99035,0.99125,0.90417,0.92073,0.80395,0.80347,0.99178,0.81586,0.81575,0.8032,0.79941,0.78956,0.78921,0.80084,0.81275,0.80072,0.9975,0.99822,0.9981,0.99893,0.99764,0.99927,0.99896,0.99685,0.99533,0.99464,0.99327,0.80546,0.80653,0.92726,0.92323,0.99877,0.9985,0.99504,0.99502,0.99492,0.99295,0.80556,0.83899,0.92882,0.92191
2,0.9928,0.99923,1.0,0.9934,0.99349,0.98755,0.99494,0.98251,0.95347,0.98915,0.99238,0.92694,0.93524,0.81491,0.91953,0.90735,0.9011,0.8936,0.91382,0.87206,0.9838,0.98265,0.99151,0.98744,0.97905,0.97821,0.9934,0.99238,0.98975,0.9854,0.99762,0.9996,0.81932,0.81879,0.8049,0.81556,0.81653,0.80305,0.80295,0.81518,0.97218,0.80642,0.99957,0.80353,0.96627,0.95629,0.94892,0.94838,0.98516,0.99577,0.99601,0.99507,0.99214,0.99408,0.99611,0.99958,0.99838,0.99616,0.9993,0.99596,0.99667,0.97993,0.80702,0.80688,0.94767,0.99541,0.99537,0.99177,0.99397,0.99422,0.99345,0.99407,0.8166,0.90282,0.92272,0.98582,0.98216,0.98251,0.98863,0.99325,0.99321,0.98804,0.97893,0.88208,0.91833,0.98398,0.9842,0.99052,0.96679,0.96978,0.99119,0.95738,0.95659,0.97884,0.97378,0.99922,0.99919,0.99843,0.99596,0.99662,0.81643,0.81032,0.97645,0.80609,0.95764,0.99793,0.99753,0.99589,0.99611,0.97872,0.94482,0.81755,0.8062,0.84007,0.80891,0.809,0.80908,0.99857,0.96539,0.96062,0.95362,0.95398,0.95243,0.99931,0.99602,0.99624,0.99831,0.99681,0.99585,0.9963,0.97582,0.98253,0.95024,0.94379,0.98576,0.98693,0.90168,0.91802,0.80206,0.80162,0.98809,0.81463,0.81407,0.79955,0.79534,0.78446,0.78403,0.79876,0.81169,0.79851,0.99466,0.99587,0.99565,0.99701,0.99854,0.99931,0.99926,0.99828,0.99752,0.99684,0.99626,0.80874,0.8093,0.92859,0.92379,0.99905,0.99922,0.99743,0.99715,0.99709,0.9959,0.80875,0.84192,0.93081,0.92363
3,0.99667,0.99167,0.9934,1.0,0.99734,0.97893,0.99248,0.97342,0.94178,0.98229,0.99151,0.94567,0.9517,0.81611,0.93965,0.92153,0.91481,0.90628,0.93349,0.88142,0.97358,0.97314,0.9908,0.9825,0.97262,0.97185,0.99165,0.99074,0.98693,0.97861,0.99771,0.99342,0.82025,0.81975,0.8094,0.81632,0.81738,0.80783,0.80783,0.81578,0.97902,0.81065,0.99341,0.80822,0.9763,0.9695,0.96389,0.96339,0.99354,0.9944,0.99338,0.99468,0.996,0.99559,0.99651,0.99246,0.99581,0.99401,0.99112,0.99622,0.99461,0.98245,0.81105,0.81076,0.96176,0.99597,0.99563,0.99354,0.99475,0.99505,0.99516,0.99474,0.81707,0.9176,0.93926,0.98092,0.97565,0.97256,0.9798,0.98844,0.98949,0.98221,0.97236,0.89012,0.92958,0.97795,0.9787,0.98785,0.95732,0.9579,0.98843,0.94584,0.94482,0.9697,0.96448,0.9925,0.99106,0.9957,0.99514,0.99562,0.81704,0.81374,0.97676,0.8105,0.96847,0.99474,0.99327,0.99629,0.99635,0.98647,0.96256,0.81717,0.8104,0.84967,0.81266,0.81281,0.81271,0.99035,0.97367,0.97063,0.96478,0.96512,0.96382,0.9909,0.99453,0.99325,0.99623,0.99351,0.99532,0.99465,0.97008,0.97525,0.93856,0.9322,0.98085,0.98198,0.91593,0.93383,0.79943,0.79876,0.98484,0.81334,0.81229,0.79574,0.79111,0.77864,0.7781,0.79594,0.8108,0.79562,0.9887,0.98974,0.98992,0.9879,0.99576,0.99422,0.99463,0.9963,0.99627,0.99504,0.99571,0.81262,0.8126,0.94538,0.9404,0.99569,0.99603,0.99647,0.99695,0.99459,0.9955,0.81258,0.85253,0.9498,0.94235
4,0.99975,0.99097,0.99349,0.99734,1.0,0.97661,0.99041,0.97082,0.93628,0.97957,0.98818,0.93682,0.9425,0.81431,0.93158,0.91384,0.90751,0.8987,0.92567,0.87583,0.97118,0.96997,0.98887,0.98011,0.97015,0.96958,0.99045,0.98936,0.9862,0.97764,0.99718,0.99275,0.81891,0.81843,0.80763,0.81525,0.81626,0.80594,0.80593,0.81476,0.97118,0.8089,0.99277,0.80633,0.96838,0.96056,0.95558,0.95467,0.99461,0.99516,0.99457,0.99821,0.99929,0.99863,0.99898,0.99193,0.99647,0.99429,0.99045,0.99888,0.99774,0.97629,0.80937,0.80915,0.95291,0.99324,0.99292,0.99126,0.99352,0.99619,0.99504,0.99605,0.81601,0.91183,0.93204,0.97874,0.97297,0.97078,0.9786,0.98784,0.98839,0.982,0.97162,0.88593,0.9247,0.97325,0.97412,0.98386,0.95309,0.95458,0.98484,0.94125,0.94026,0.96768,0.96145,0.9918,0.99077,0.99662,0.99831,0.99849,0.81601,0.81225,0.96919,0.80874,0.95969,0.99336,0.992,0.99902,0.99903,0.97822,0.9531,0.81614,0.80869,0.8469,0.81107,0.81118,0.81112,0.98966,0.96453,0.96073,0.95581,0.95602,0.95446,0.99037,0.99512,0.99427,0.9968,0.99686,0.99838,0.99802,0.96516,0.97101,0.93352,0.92684,0.97719,0.97856,0.91162,0.92768,0.8004,0.79991,0.98039,0.81262,0.81169,0.79571,0.79117,0.77901,0.77844,0.7973,0.80986,0.79665,0.98681,0.98814,0.98823,0.98707,0.99621,0.99357,0.99396,0.99689,0.99766,0.99776,0.99835,0.81098,0.81112,0.94228,0.93612,0.99499,0.99546,0.99778,0.99801,0.9975,0.9984,0.81092,0.84985,0.94493,0.9379
5,0.97418,0.99177,0.98755,0.97893,0.97661,1.0,0.99389,0.99888,0.98424,0.99937,0.98851,0.92383,0.93146,0.80813,0.91703,0.91381,0.90669,0.90789,0.91147,0.8841,0.9941,0.99412,0.98792,0.993,0.99351,0.99328,0.98981,0.99054,0.99263,0.99482,0.983,0.98787,0.81176,0.811,0.78401,0.8088,0.8098,0.78158,0.78126,0.80924,0.98076,0.78641,0.98733,0.78261,0.96785,0.95889,0.95246,0.95149,0.96573,0.98422,0.98209,0.97565,0.97243,0.9734,0.97851,0.98995,0.9862,0.98543,0.99108,0.98088,0.98218,0.9844,0.78745,0.78825,0.95724,0.9826,0.98342,0.98238,0.98491,0.98227,0.98152,0.98252,0.80926,0.9109,0.93128,0.99351,0.99373,0.99521,0.99624,0.99303,0.99293,0.99433,0.99272,0.90286,0.93768,0.99413,0.99411,0.99406,0.99037,0.99237,0.99404,0.98499,0.98442,0.99562,0.99383,0.98972,0.99116,0.98642,0.98141,0.98066,0.81027,0.79309,0.98415,0.78787,0.9637,0.99068,0.99212,0.9786,0.97938,0.97715,0.93682,0.81492,0.78638,0.82329,0.79059,0.79066,0.79094,0.99281,0.9738,0.96978,0.96045,0.96154,0.96042,0.99111,0.98373,0.98389,0.98533,0.98286,0.98016,0.98045,0.9942,0.99736,0.98224,0.97757,0.99862,0.99885,0.91159,0.92883,0.80903,0.8085,0.99674,0.81676,0.81835,0.8137,0.81153,0.80558,0.80546,0.80695,0.81344,0.80709,0.99555,0.99516,0.99515,0.99512,0.9878,0.98944,0.98851,0.98575,0.98244,0.98171,0.97807,0.78967,0.79222,0.92074,0.91905,0.9888,0.98739,0.98154,0.98247,0.98154,0.97818,0.78993,0.82354,0.92193,0.91544
6,0.98914,0.99622,0.99494,0.99248,0.99041,0.99389,1.0,0.99011,0.9665,0.99569,0.9947,0.93271,0.93961,0.81315,0.92703,0.91808,0.91121,0.90309,0.92131,0.87963,0.98756,0.98747,0.9949,0.99284,0.9855,0.98494,0.99471,0.99461,0.99343,0.98963,0.99509,0.99539,0.81766,0.81697,0.80046,0.81366,0.81467,0.79842,0.79834,0.81353,0.98036,0.8021,0.99529,0.79906,0.97131,0.96304,0.95629,0.95568,0.98254,0.99346,0.99186,0.98895,0.98793,0.98827,0.99155,0.99607,0.99515,0.99412,0.99598,0.99252,0.99208,0.9848,0.80279,0.80295,0.9579,0.9951,0.9954,0.99434,0.99451,0.99336,0.99267,0.99304,0.81537,0.9125,0.93354,0.99289,0.99009,0.98799,0.99237,0.99485,0.99536,0.99249,0.98584,0.89396,0.93093,0.9919,0.99229,0.99655,0.9768,0.97772,0.99683,0.96861,0.96777,0.98584,0.98235,0.99571,0.99577,0.99492,0.99212,0.99202,0.81464,0.80672,0.98093,0.80248,0.96475,0.99743,0.99729,0.9913,0.99173,0.98411,0.94869,0.81672,0.80202,0.83964,0.80502,0.80513,0.80517,0.99597,0.9733,0.96991,0.9609,0.96158,0.96032,0.99569,0.99316,0.99262,0.99455,0.99178,0.99142,0.99117,0.98786,0.99212,0.96356,0.95788,0.99447,0.99505,0.91007,0.928,0.80305,0.80239,0.99636,0.81595,0.8159,0.80268,0.79874,0.78913,0.78873,0.79942,0.81285,0.79938,0.99681,0.99735,0.99725,0.99606,0.99595,0.99686,0.99669,0.99523,0.99337,0.99222,0.99075,0.80459,0.80562,0.93107,0.9277,0.99694,0.99623,0.993,0.99346,0.99188,0.99043,0.80462,0.84113,0.93377,0.92659
7,0.96803,0.98797,0.98251,0.97342,0.97082,0.99888,0.99011,1.0,0.98956,0.99794,0.985,0.92,0.92684,0.80536,0.914,0.91428,0.90693,0.90852,0.90858,0.88473,0.9952,0.99544,0.98499,0.99237,0.99487,0.99494,0.98669,0.98795,0.99135,0.99512,0.97761,0.98276,0.80887,0.80812,0.77887,0.80616,0.80717,0.77632,0.776,0.80675,0.97967,0.78143,0.98208,0.77742,0.96439,0.95589,0.95001,0.94902,0.95914,0.97901,0.97614,0.96876,0.96592,0.96627,0.97213,0.98548,0.98071,0.9804,0.9869,0.97513,0.97644,0.98242,0.78253,0.78358,0.95637,0.97731,0.97849,0.97774,0.9801,0.97674,0.97624,0.97707,0.80624,0.91073,0.93087,0.99338,0.99458,0.99624,0.99575,0.99078,0.99058,0.99366,0.99426,0.9064,0.94012,0.99435,0.99429,0.99221,0.99415,0.99551,0.99206,0.99008,0.98961,0.99728,0.9965,0.98503,0.98684,0.98104,0.97574,0.97451,0.8078,0.78861,0.98203,0.78336,0.96164,0.9871,0.9891,0.9723,0.9732,0.97391,0.93147,0.81313,0.78144,0.8191,0.7859,0.78597,0.78628,0.98929,0.97215,0.96841,0.95863,0.95958,0.95884,0.98677,0.97833,0.97836,0.97972,0.97716,0.97423,0.97441,0.99607,0.99786,0.98808,0.98418,0.99828,0.9982,0.9104,0.92795,0.80841,0.80783,0.99563,0.81551,0.81752,0.8151,0.81343,0.80886,0.80884,0.80688,0.81195,0.80705,0.9938,0.99285,0.99296,0.99221,0.98272,0.98489,0.9837,0.98018,0.97632,0.97567,0.97141,0.78477,0.78772,0.91633,0.9152,0.98419,0.9824,0.97526,0.97646,0.97554,0.97157,0.78509,0.81889,0.91698,0.91066
8,0.93242,0.96266,0.95347,0.94178,0.93628,0.98424,0.9665,0.98956,1.0,0.98229,0.96147,0.89431,0.89955,0.79367,0.89131,0.90489,0.89743,0.89568,0.88698,0.87389,0.98563,0.9867,0.96262,0.97758,0.98503,0.98563,0.96212,0.96482,0.9714,0.98056,0.94711,0.95453,0.79667,0.79586,0.76074,0.79432,0.79525,0.7579,0.7575,0.79529,0.96247,0.76364,0.95372,0.75909,0.94008,0.93273,0.92734,0.92634,0.92467,0.94797,0.94358,0.93208,0.92927,0.92912,0.93716,0.95879,0.94975,0.95051,0.96141,0.94119,0.94254,0.96322,0.76497,0.76663,0.93803,0.94903,0.95104,0.95159,0.951,0.9444,0.94464,0.94457,0.79422,0.89628,0.91428,0.98052,0.98561,0.98659,0.98102,0.96904,0.96891,0.97627,0.98367,0.90534,0.93105,0.98519,0.9847,0.97534,0.99565,0.99455,0.97447,0.99756,0.99761,0.98936,0.99305,0.95831,0.96095,0.95005,0.94173,0.94002,0.79624,0.77211,0.96414,0.7665,0.94089,0.96223,0.96556,0.93716,0.93846,0.95136,0.90275,0.80376,0.76384,0.80044,0.76885,0.76894,0.76937,0.96513,0.95365,0.95093,0.93878,0.9395,0.9396,0.96091,0.9472,0.94695,0.94831,0.94342,0.93948,0.93962,0.99185,0.98933,0.99912,0.99831,0.98519,0.98386,0.89277,0.9109,0.80235,0.8018,0.98062,0.80766,0.81096,0.81521,0.81511,0.81549,0.81569,0.80156,0.80374,0.80208,0.97499,0.97249,0.97278,0.97051,0.95288,0.95759,0.9559,0.94879,0.94282,0.94132,0.93583,0.76728,0.7713,0.8868,0.88754,0.95627,0.95334,0.94139,0.94309,0.9413,0.93584,0.76779,0.79843,0.88701,0.88103
9,0.97715,0.99295,0.98915,0.98229,0.97957,0.99937,0.99569,0.99794,0.98229,1.0,0.99071,0.92782,0.9354,0.81012,0.92113,0.9167,0.90943,0.90898,0.91546,0.88486,0.99349,0.99356,0.99006,0.99374,0.99305,0.99269,0.99148,0.99207,0.99355,0.99456,0.98575,0.98966,0.81369,0.81294,0.78758,0.81041,0.81142,0.78518,0.78489,0.81075,0.98278,0.78983,0.98923,0.78612,0.97072,0.96199,0.95544,0.95439,0.96995,0.98639,0.9843,0.97805,0.97539,0.97623,0.981,0.99136,0.98822,0.98756,0.99231,0.98303,0.98389,0.98635,0.79078,0.79149,0.9596,0.98563,0.98631,0.98534,0.98751,0.98483,0.98425,0.98495,0.81123,0.91302,0.93376,0.99401,0.99376,0.99434,0.99608,0.99379,0.99395,0.99436,0.9919,0.90255,0.93826,0.99476,0.99479,0.99561,0.98879,0.99037,0.9956,0.98285,0.98226,0.99451,0.99254,0.99128,0.99231,0.98832,0.98328,0.98283,0.81181,0.79617,0.98551,0.79105,0.9661,0.99248,0.99354,0.98101,0.98175,0.98029,0.94123,0.81618,0.7898,0.8268,0.79381,0.79387,0.7941,0.99375,0.97596,0.97211,0.9628,0.96394,0.96263,0.99231,0.9861,0.986,0.98746,0.98435,0.98215,0.98235,0.99406,0.99734,0.97974,0.97488,0.9989,0.99917,0.91315,0.93084,0.8088,0.80818,0.99792,0.81756,0.81887,0.81291,0.81046,0.8039,0.80374,0.80651,0.81424,0.80663,0.99628,0.99599,0.996,0.99561,0.98963,0.99112,0.99039,0.98771,0.98459,0.98354,0.98045,0.79294,0.79524,0.92389,0.92192,0.99073,0.98946,0.98381,0.98472,0.9833,0.98049,0.79316,0.82732,0.92577,0.91894
