,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_mul_newest_0,default_mul_newest_1,default_mul_newest_10,default_mul_newest_11,default_mul_newest_12,default_mul_newest_13,default_mul_newest_14,default_mul_newest_15,default_mul_newest_16,default_mul_newest_17,default_mul_newest_18,default_mul_newest_19,default_mul_newest_2,default_mul_newest_20,default_mul_newest_21,default_mul_newest_22,default_mul_newest_23,default_mul_newest_24,default_mul_newest_3,default_mul_newest_4,default_mul_newest_5,default_mul_newest_6,default_mul_newest_7,default_mul_newest_8,default_mul_newest_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_10,default_uniref30_22_11,default_uniref30_22_12,default_uniref30_22_13,default_uniref30_22_14,default_uniref30_22_15,default_uniref30_22_16,default_uniref30_22_17,default_uniref30_22_18,default_uniref30_22_19,default_uniref30_22_2,default_uniref30_22_20,default_uniref30_22_21,default_uniref30_22_22,default_uniref30_22_23,default_uniref30_22_24,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_2_0,iter_2_1,iter_2_2,iter_2_3,iter_2_4,iter_2_5,iter_2_6,iter_2_7,iter_2_8,iter_2_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,unidist_uniprot_sto_0,unidist_uniprot_sto_1,unidist_uniprot_sto_2,unidist_uniprot_sto_3,unidist_uniprot_sto_4,unidist_uniprot_sto_5,unidist_uniprot_sto_6,unidist_uniprot_sto_7,unidist_uniprot_sto_8,unidist_uniprot_sto_9
0,1.0,0.99713,0.98651,0.62475,0.61967,0.96422,0.63552,0.79187,0.79126,0.79128,0.60497,0.59307,0.59318,0.60033,0.60794,0.60984,0.60812,0.78128,0.60777,0.77512,0.92214,0.78298,0.64585,0.65053,0.77583,0.77256,0.6888,0.7021,0.66417,0.66278,0.95884,0.62351,0.76663,0.80698,0.77063,0.77957,0.77011,0.76688,0.76906,0.76184,0.64124,0.75971,0.97031,0.77348,0.68156,0.67248,0.68924,0.69971,0.62489,0.63543,0.63605,0.62536,0.77788,0.80407,0.80698,0.62423,0.62336,0.76947,0.77244,0.80534,0.79691,0.78043,0.67767,0.66818,0.71881,0.61558,0.61457,0.61686,0.78282,0.61463,0.67262,0.78409,0.67955,0.62857,0.63347,0.94781,0.78483,0.78478,0.78402,0.76437,0.77861,0.76371,0.77487,0.76405,0.76383,0.77974,0.91104,0.77157,0.73863,0.73441,0.78689,0.77197,0.77548,0.74687,0.75149,0.62799,0.6235,0.74925,0.77005,0.79379,0.76846,0.79764,0.75881,0.64786,0.68351,0.99633,0.99623,0.7703,0.77202,0.7646,0.80364,0.7711,0.80669,0.76712,0.76922,0.80697,0.69582,0.62855,0.68126,0.66652,0.66555,0.69977,0.6743,0.62359,0.77724,0.63496,0.63044,0.63213,0.77646,0.78082,0.66028,0.79429,0.65221,0.65156,0.65286,0.79815,0.70217,0.73967,0.70659,0.73711,0.63756,0.63419,0.64588,0.80067,0.63482,0.64087,0.79202,0.64409,0.65827,0.65388,0.99535,0.63083,0.62892,0.62583,0.62923,0.62715,0.62568,0.90297,0.75008,0.76179,0.78174,0.69742,0.66862,0.6766,0.72744,0.9312,0.62376,0.62605,0.75567,0.75255,0.80502,0.68414,0.68874,0.70027,0.70996
1,0.99713,1.0,0.99202,0.63903,0.63412,0.97201,0.65008,0.79186,0.7925,0.78917,0.61915,0.60699,0.60715,0.61442,0.62212,0.62404,0.62224,0.779,0.62193,0.77356,0.93728,0.78465,0.66049,0.66544,0.78161,0.77928,0.70287,0.71599,0.67829,0.67705,0.96893,0.63788,0.77252,0.80883,0.77634,0.78292,0.77587,0.77361,0.77534,0.7688,0.65593,0.76792,0.97842,0.77814,0.69576,0.68694,0.70278,0.71275,0.63924,0.6499,0.65061,0.63969,0.78001,0.80573,0.80899,0.63866,0.63775,0.77534,0.77758,0.80715,0.79829,0.78393,0.692,0.68256,0.73063,0.62988,0.62862,0.63121,0.78654,0.62882,0.68765,0.78785,0.69446,0.64293,0.64806,0.95769,0.78512,0.78483,0.78465,0.77174,0.78238,0.77153,0.77956,0.77162,0.77247,0.78268,0.92295,0.77624,0.74833,0.74441,0.78837,0.77524,0.77983,0.75499,0.76013,0.64244,0.63797,0.75827,0.7755,0.79411,0.77472,0.7991,0.76727,0.66236,0.69729,0.99825,0.99766,0.77581,0.77706,0.77073,0.8051,0.7767,0.80865,0.7738,0.76381,0.80896,0.70934,0.64293,0.69548,0.68075,0.6798,0.71277,0.68831,0.63803,0.77963,0.64935,0.645,0.64653,0.77945,0.78398,0.6743,0.79356,0.66636,0.66573,0.66693,0.79771,0.71576,0.74952,0.71962,0.7472,0.65184,0.64859,0.66016,0.80506,0.64952,0.65546,0.79803,0.65873,0.67283,0.66923,0.99877,0.64529,0.64339,0.64015,0.64375,0.64164,0.64018,0.91745,0.75846,0.77028,0.78236,0.71095,0.68297,0.69051,0.73891,0.94487,0.63813,0.64058,0.76334,0.76154,0.80771,0.69825,0.70295,0.7136,0.72273
2,0.98651,0.99202,1.0,0.63346,0.62856,0.98912,0.64461,0.79529,0.79455,0.79284,0.61404,0.60167,0.60184,0.60903,0.61669,0.61857,0.61696,0.78244,0.61656,0.77612,0.95017,0.78621,0.65572,0.66053,0.78102,0.77793,0.69785,0.71118,0.67325,0.67218,0.98905,0.63253,0.77112,0.81278,0.77501,0.78207,0.7746,0.77202,0.77392,0.76658,0.65036,0.76511,0.99479,0.77738,0.69107,0.6821,0.69757,0.70778,0.6337,0.64443,0.64515,0.63408,0.78003,0.80913,0.81294,0.63319,0.6326,0.77391,0.7763,0.81039,0.80103,0.78311,0.68663,0.67737,0.72624,0.6246,0.6231,0.62577,0.78706,0.62356,0.68247,0.78902,0.68941,0.63746,0.64323,0.96102,0.7872,0.78621,0.78603,0.77004,0.7822,0.77057,0.77881,0.77096,0.77126,0.78244,0.9438,0.77519,0.74541,0.74121,0.7904,0.77501,0.77888,0.75274,0.75803,0.63693,0.63255,0.7546,0.77421,0.79692,0.77342,0.80162,0.76428,0.65669,0.69195,0.99364,0.99486,0.77466,0.77605,0.7691,0.80838,0.77536,0.81219,0.7721,0.76704,0.81293,0.70396,0.63732,0.69013,0.67518,0.67423,0.70776,0.68278,0.63262,0.77896,0.64366,0.63956,0.64095,0.779,0.7834,0.66876,0.79676,0.6609,0.66012,0.66143,0.80028,0.71142,0.74621,0.71562,0.74376,0.64687,0.64335,0.65519,0.80867,0.64466,0.65024,0.80142,0.65366,0.66822,0.66478,0.99498,0.64001,0.6379,0.63455,0.63828,0.63622,0.63475,0.94637,0.75573,0.76805,0.78363,0.70567,0.67744,0.68525,0.73494,0.96755,0.6326,0.63517,0.76127,0.75898,0.81085,0.69296,0.69786,0.70905,0.71829
3,0.62475,0.63903,0.63346,1.0,0.94764,0.627,0.92383,0.63136,0.64758,0.61644,0.81478,0.82589,0.85125,0.84615,0.82975,0.83015,0.81527,0.61794,0.84522,0.67846,0.63369,0.64837,0.83262,0.81083,0.72756,0.75012,0.83767,0.83565,0.85534,0.79789,0.6344,0.8479,0.81682,0.64231,0.81306,0.71556,0.82588,0.83832,0.83341,0.81049,0.91631,0.76785,0.63449,0.69656,0.79676,0.80267,0.89727,0.87056,0.97115,0.88936,0.93398,0.94964,0.72801,0.64541,0.64293,0.98949,0.82642,0.84609,0.83577,0.64362,0.63438,0.71423,0.85074,0.80502,0.86127,0.91994,0.84397,0.87635,0.65734,0.87037,0.88679,0.65796,0.88568,0.93849,0.81809,0.62648,0.6331,0.71432,0.69123,0.75918,0.72138,0.72944,0.73125,0.72139,0.73231,0.70608,0.6361,0.70768,0.83291,0.91058,0.64873,0.75518,0.73712,0.79993,0.84916,0.9855,0.97014,0.83002,0.83223,0.64786,0.82413,0.63741,0.76515,0.88668,0.8989,0.63287,0.63197,0.816,0.82402,0.79042,0.64501,0.83814,0.64367,0.84174,0.67705,0.64623,0.91396,0.99029,0.84872,0.88082,0.86863,0.83353,0.89935,0.95518,0.78466,0.85946,0.93525,0.95913,0.78913,0.71358,0.83896,0.63708,0.88989,0.8617,0.88535,0.6311,0.77878,0.81095,0.7754,0.79665,0.91598,0.84227,0.8987,0.65521,0.80555,0.8466,0.67448,0.80766,0.79336,0.80104,0.63856,0.83533,0.98516,0.97281,0.93803,0.94595,0.97604,0.63959,0.74085,0.79327,0.6759,0.83309,0.86369,0.90484,0.81043,0.64022,0.97235,0.94369,0.82287,0.86914,0.64929,0.84812,0.84414,0.82514,0.83161
4,0.61967,0.63412,0.62856,0.94764,1.0,0.62273,0.87343,0.63059,0.64488,0.61284,0.81356,0.82867,0.84613,0.84955,0.83176,0.83244,0.81739,0.61166,0.85017,0.66281,0.62996,0.64674,0.82593,0.80749,0.71474,0.73635,0.8269,0.81993,0.85637,0.79889,0.6299,0.82817,0.77638,0.63256,0.76925,0.69825,0.77572,0.78924,0.79129,0.76519,0.86802,0.74736,0.62972,0.68781,0.78943,0.79474,0.85739,0.83706,0.90863,0.85322,0.88236,0.89247,0.70315,0.63637,0.63336,0.92725,0.81577,0.81023,0.81444,0.63656,0.63259,0.69714,0.82784,0.79839,0.82759,0.87257,0.8492,0.8706,0.65443,0.84428,0.86035,0.65634,0.86062,0.89359,0.81041,0.62218,0.63072,0.69544,0.67725,0.7413,0.70759,0.72126,0.71721,0.71433,0.72372,0.71264,0.63243,0.71325,0.78968,0.85816,0.64948,0.76005,0.71622,0.7647,0.83354,0.93489,0.91313,0.85382,0.78714,0.64573,0.77955,0.63482,0.74592,0.86762,0.86124,0.62804,0.62704,0.76841,0.78397,0.75555,0.63473,0.78813,0.63461,0.79205,0.65508,0.63568,0.92796,0.94542,0.82477,0.86215,0.85032,0.81539,0.87084,0.89621,0.7899,0.86613,0.88332,0.8998,0.74013,0.69562,0.8425,0.63176,0.87265,0.86604,0.87398,0.62658,0.77497,0.79106,0.77062,0.78274,0.88022,0.84968,0.86755,0.64788,0.80355,0.83042,0.66256,0.80496,0.79212,0.79721,0.63378,0.82024,0.92893,0.90768,0.89054,0.88715,0.9111,0.63501,0.74698,0.76467,0.66391,0.80888,0.83618,0.85979,0.78586,0.63628,0.91134,0.88625,0.77707,0.81214,0.64194,0.82328,0.82106,0.80364,0.80652
5,0.96422,0.97201,0.98912,0.627,0.62273,1.0,0.64009,0.79801,0.79691,0.79737,0.60887,0.59639,0.59661,0.60376,0.61067,0.61241,0.61172,0.78253,0.61111,0.77486,0.9513,0.78387,0.65216,0.65675,0.77669,0.77265,0.691,0.70432,0.66996,0.66881,0.99071,0.62653,0.76523,0.80992,0.76867,0.77365,0.76862,0.76615,0.76782,0.75793,0.64277,0.75579,0.99191,0.76902,0.68333,0.67415,0.68933,0.69961,0.62741,0.63804,0.63893,0.62753,0.77274,0.80614,0.81063,0.62706,0.62672,0.76808,0.77031,0.8075,0.79836,0.77502,0.67811,0.66952,0.71843,0.61933,0.61733,0.6197,0.78327,0.61752,0.67664,0.786,0.68371,0.6319,0.63824,0.95276,0.78477,0.78314,0.78298,0.76948,0.77734,0.77055,0.77361,0.77201,0.77137,0.7788,0.95411,0.77305,0.74408,0.74032,0.79103,0.77126,0.77632,0.75298,0.75913,0.63066,0.6266,0.74493,0.768,0.79309,0.76817,0.79837,0.75495,0.64893,0.68355,0.97359,0.97547,0.76885,0.77038,0.7626,0.8056,0.76897,0.80968,0.76593,0.76251,0.81077,0.69469,0.63084,0.68142,0.66728,0.6662,0.69931,0.67434,0.62663,0.77095,0.63711,0.63347,0.63438,0.77157,0.77563,0.6646,0.80039,0.65673,0.65587,0.65719,0.80322,0.70824,0.74288,0.71222,0.74037,0.6443,0.64039,0.65272,0.81478,0.64198,0.64631,0.80812,0.64989,0.66588,0.66237,0.97785,0.63382,0.63177,0.62801,0.63211,0.63015,0.6287,0.96199,0.74997,0.76281,0.77879,0.69698,0.66937,0.67833,0.72716,0.97367,0.62643,0.62919,0.75618,0.75385,0.80813,0.68486,0.69008,0.70266,0.71156
6,0.63552,0.65008,0.64461,0.92383,0.87343,0.64009,1.0,0.6438,0.65549,0.62648,0.81183,0.81152,0.83316,0.82716,0.8144,0.81543,0.80724,0.62819,0.82606,0.67063,0.64618,0.66189,0.84942,0.8195,0.74914,0.76188,0.83121,0.82985,0.84092,0.80942,0.64607,0.88142,0.79814,0.65012,0.78563,0.71326,0.80904,0.82801,0.80799,0.79998,0.94466,0.76509,0.64576,0.71396,0.80954,0.81503,0.86629,0.84638,0.9485,0.93477,0.95171,0.94333,0.73248,0.65227,0.65056,0.94908,0.84097,0.79988,0.78493,0.65007,0.64556,0.70908,0.85093,0.81522,0.83226,0.9841,0.82307,0.85528,0.67033,0.87853,0.89554,0.67052,0.89729,0.90745,0.82884,0.63818,0.64626,0.73218,0.70966,0.75017,0.72075,0.74771,0.72973,0.74128,0.75177,0.69967,0.65056,0.70818,0.8715,0.85786,0.65888,0.73577,0.73408,0.79057,0.80972,0.93024,0.95372,0.78237,0.79372,0.65078,0.81937,0.64718,0.76077,0.86107,0.86575,0.64378,0.6428,0.80271,0.78041,0.79411,0.65316,0.80452,0.65092,0.81186,0.64943,0.65369,0.84881,0.91821,0.84658,0.85539,0.84997,0.82383,0.86397,0.97008,0.72608,0.83745,0.96961,0.94476,0.77114,0.70778,0.83199,0.64229,0.8664,0.84473,0.86377,0.64144,0.79526,0.81213,0.79356,0.79567,0.91126,0.8386,0.90712,0.66548,0.81734,0.87215,0.68482,0.81637,0.80398,0.81233,0.64957,0.85833,0.94186,0.939,0.94814,0.97319,0.96603,0.65118,0.74308,0.81618,0.69297,0.83175,0.86614,0.89525,0.82503,0.65282,0.96453,0.98443,0.87161,0.87026,0.65611,0.85085,0.85352,0.84443,0.84738
7,0.79187,0.79186,0.79529,0.63136,0.63059,0.79801,0.6438,1.0,0.9369,0.96443,0.62169,0.60447,0.60208,0.61352,0.62151,0.6236,0.63034,0.85423,0.6245,0.80537,0.79934,0.82897,0.65421,0.6626,0.78899,0.78308,0.69427,0.7071,0.6761,0.68251,0.7984,0.63157,0.78527,0.80115,0.78534,0.79727,0.78486,0.78041,0.78351,0.77478,0.6497,0.77194,0.79635,0.79076,0.69688,0.68499,0.70182,0.71234,0.63344,0.64442,0.64545,0.63454,0.79598,0.80038,0.8019,0.63139,0.63215,0.78424,0.78609,0.80014,0.90865,0.79749,0.68417,0.68212,0.73358,0.62375,0.62399,0.62811,0.81472,0.62022,0.67665,0.84191,0.68447,0.63931,0.64566,0.79565,0.82346,0.80091,0.80395,0.77051,0.79296,0.77957,0.78911,0.77822,0.77542,0.79299,0.80099,0.78485,0.75433,0.74779,0.94447,0.79888,0.78672,0.76477,0.77049,0.63565,0.63294,0.76409,0.78574,0.84439,0.78392,0.89278,0.76859,0.65838,0.69558,0.79275,0.79251,0.78695,0.78943,0.78217,0.80058,0.78471,0.8012,0.7812,0.79333,0.80291,0.70729,0.63529,0.68739,0.67926,0.6766,0.71188,0.68661,0.63241,0.79645,0.6452,0.63951,0.64098,0.79364,0.7954,0.67321,0.84168,0.66566,0.66451,0.66736,0.83382,0.72175,0.75588,0.72798,0.75785,0.65217,0.64797,0.66177,0.80603,0.65306,0.65417,0.80109,0.67604,0.71286,0.67045,0.7925,0.63866,0.637,0.63449,0.63867,0.63188,0.63257,0.80155,0.77425,0.76762,0.80222,0.7038,0.67391,0.68771,0.73794,0.79972,0.63122,0.63292,0.76868,0.76519,0.80026,0.69045,0.69667,0.71135,0.71919
8,0.79126,0.7925,0.79455,0.64758,0.64488,0.79691,0.65549,0.9369,1.0,0.89678,0.64255,0.61548,0.61428,0.6246,0.63347,0.6354,0.64158,0.89085,0.63682,0.80789,0.80018,0.83177,0.67633,0.68747,0.79782,0.79409,0.71666,0.72803,0.69403,0.70517,0.7976,0.64242,0.7914,0.79901,0.79294,0.80884,0.79149,0.78755,0.79087,0.785,0.66339,0.7869,0.79639,0.80219,0.71707,0.70561,0.71464,0.72428,0.64493,0.65534,0.65788,0.64563,0.80411,0.79866,0.79934,0.64458,0.64421,0.78949,0.79227,0.79753,0.86847,0.80882,0.70437,0.70206,0.74372,0.6351,0.63864,0.64204,0.8209,0.63936,0.69385,0.84454,0.70002,0.6517,0.66458,0.79602,0.82447,0.80556,0.80835,0.78758,0.80958,0.80208,0.80654,0.80152,0.79651,0.79613,0.80145,0.79961,0.76451,0.76023,0.96795,0.80373,0.80342,0.77531,0.78305,0.64963,0.6444,0.77645,0.79273,0.82522,0.78994,0.86047,0.78516,0.67092,0.70842,0.79266,0.79264,0.79323,0.79498,0.78853,0.79916,0.79209,0.79861,0.78882,0.79089,0.80109,0.72337,0.65143,0.70759,0.69109,0.68891,0.72332,0.69873,0.64438,0.80248,0.65488,0.65141,0.65245,0.80013,0.8068,0.68398,0.8227,0.67796,0.67566,0.67875,0.81714,0.74024,0.77138,0.74837,0.77304,0.6651,0.65851,0.67461,0.80198,0.67154,0.66764,0.80225,0.70401,0.77005,0.68456,0.79309,0.65022,0.64998,0.64582,0.65008,0.6464,0.64547,0.80219,0.77439,0.77811,0.8086,0.72123,0.69338,0.70035,0.75028,0.79904,0.64424,0.64485,0.77518,0.77228,0.79775,0.70901,0.71265,0.72392,0.73317
9,0.79128,0.78917,0.79284,0.61644,0.61284,0.79737,0.62648,0.96443,0.89678,1.0,0.61025,0.5919,0.58972,0.59983,0.60842,0.61044,0.61568,0.84475,0.60963,0.805,0.79572,0.80899,0.63678,0.64664,0.77501,0.77018,0.67924,0.6929,0.66018,0.66648,0.79497,0.61953,0.77531,0.80722,0.777,0.79279,0.77405,0.76651,0.77007,0.769,0.63673,0.76332,0.79378,0.79131,0.68636,0.67451,0.69087,0.70164,0.62239,0.63248,0.63132,0.62444,0.79466,0.80546,0.80787,0.61636,0.62018,0.77238,0.77504,0.80524,0.90176,0.79187,0.66997,0.6721,0.7238,0.60899,0.60871,0.61377,0.80051,0.60716,0.6597,0.82031,0.66689,0.6284,0.63449,0.79411,0.81004,0.79296,0.79415,0.76319,0.78566,0.76794,0.78143,0.76739,0.76507,0.78278,0.79771,0.77761,0.74243,0.73804,0.8924,0.78375,0.78333,0.75954,0.75727,0.6202,0.61715,0.75273,0.776,0.85145,0.76968,0.88987,0.75851,0.64679,0.6844,0.79052,0.79064,0.77709,0.78011,0.7773,0.80536,0.77412,0.80639,0.76897,0.79921,0.80655,0.69149,0.61966,0.67367,0.6678,0.66523,0.70136,0.67556,0.61701,0.79121,0.63422,0.62366,0.63029,0.78813,0.78933,0.66246,0.85405,0.65531,0.65338,0.65689,0.85562,0.7003,0.74766,0.71016,0.75022,0.6382,0.63174,0.64651,0.81539,0.63525,0.63894,0.8025,0.659,0.68249,0.65285,0.7897,0.62684,0.62129,0.62509,0.62284,0.61726,0.6177,0.79706,0.76311,0.75446,0.8019,0.69068,0.66035,0.67697,0.73025,0.79429,0.61505,0.61781,0.75637,0.74936,0.80431,0.6772,0.68316,0.70134,0.70806
