,Elo_0,Elo_1,Elo_2,Elo_3,Elo_4,avg_refine_0,avg_refine_1,avg_refine_2,avg_refine_3,avg_refine_4,default_af_0,default_af_1,default_af_2,default_af_3,default_af_4,default_af_5,default_af_6,default_af_7,default_af_8,default_af_9,default_comp_0,default_comp_1,default_comp_2,default_comp_3,default_comp_4,default_comp_5,default_comp_6,default_comp_7,default_comp_8,default_comp_9,default_img_0,default_img_1,default_img_2,default_img_3,default_img_4,default_img_5,default_img_6,default_img_7,default_img_8,default_img_9,default_multimer_0,default_multimer_1,default_multimer_2,default_multimer_3,default_multimer_4,default_multimer_5,default_multimer_6,default_multimer_7,default_multimer_8,default_multimer_9,default_pdb70_0,default_pdb70_1,default_pdb70_2,default_pdb70_3,default_pdb70_4,default_pdb70_5,default_pdb70_6,default_pdb70_7,default_pdb70_8,default_pdb70_9,default_pdb_0,default_pdb_1,default_pdb_2,default_pdb_3,default_pdb_4,default_pdb_5,default_pdb_6,default_pdb_7,default_pdb_8,default_pdb_9,default_struct_0,default_struct_1,default_struct_2,default_struct_3,default_struct_4,default_struct_5,default_struct_6,default_struct_7,default_struct_8,default_struct_9,default_uniclust30_0,default_uniclust30_1,default_uniclust30_2,default_uniclust30_3,default_uniclust30_4,default_uniclust30_5,default_uniclust30_6,default_uniclust30_7,default_uniclust30_8,default_uniclust30_9,default_uniref30_22_0,default_uniref30_22_1,default_uniref30_22_2,default_uniref30_22_3,default_uniref30_22_4,default_uniref30_22_5,default_uniref30_22_6,default_uniref30_22_7,default_uniref30_22_8,default_uniref30_22_9,img_multimer_0,img_multimer_1,img_multimer_2,img_multimer_3,img_multimer_4,img_multimer_5,img_multimer_6,img_multimer_7,img_multimer_8,img_multimer_9,iter_1_0,iter_1_1,iter_1_2,iter_1_3,iter_1_4,iter_1_5,iter_1_6,iter_1_7,iter_1_8,iter_1_9,iter_1_old_0,iter_1_old_1,iter_1_old_2,iter_1_old_3,iter_1_old_4,iter_1_old_5,iter_1_old_6,iter_1_old_7,iter_1_old_8,iter_1_old_9,iter_2_old_0,iter_2_old_1,iter_2_old_2,iter_2_old_3,iter_2_old_4,iter_2_old_5,iter_2_old_6,iter_2_old_7,iter_2_old_8,iter_2_old_9,lewis_0,lewis_1,lewis_2,lewis_3,lewis_4,spec_af_0,spec_af_1,spec_af_2,spec_af_3,spec_af_4,spec_af_5,spec_af_6,spec_af_7,spec_af_8,spec_af_9,spec_comp_0,spec_comp_1,spec_comp_2,spec_comp_3,spec_comp_4,spec_comp_5,spec_comp_6,spec_comp_7,spec_comp_8,spec_comp_9,spec_iter_uniprot_sto_0,spec_iter_uniprot_sto_1,spec_iter_uniprot_sto_2,spec_iter_uniprot_sto_3,spec_iter_uniprot_sto_4,spec_iter_uniprot_sto_5,spec_iter_uniprot_sto_6,spec_iter_uniprot_sto_7,spec_iter_uniprot_sto_8,spec_iter_uniprot_sto_9,spec_iter_uniref_a3m_0,spec_iter_uniref_a3m_1,spec_iter_uniref_a3m_2,spec_iter_uniref_a3m_3,spec_iter_uniref_a3m_4,spec_iter_uniref_a3m_5,spec_iter_uniref_a3m_6,spec_iter_uniref_a3m_7,spec_iter_uniref_a3m_8,spec_iter_uniref_a3m_9,spec_iter_uniref_sto_0,spec_iter_uniref_sto_1,spec_iter_uniref_sto_2,spec_iter_uniref_sto_3,spec_iter_uniref_sto_4,spec_iter_uniref_sto_5,spec_iter_uniref_sto_6,spec_iter_uniref_sto_7,spec_iter_uniref_sto_8,spec_iter_uniref_sto_9,spec_pdb70_0,spec_pdb70_1,spec_pdb70_2,spec_pdb70_3,spec_pdb70_4,spec_pdb70_5,spec_pdb70_6,spec_pdb70_7,spec_pdb70_8,spec_pdb70_9,spec_pdb_0,spec_pdb_1,spec_pdb_2,spec_pdb_3,spec_pdb_4,spec_pdb_5,spec_pdb_6,spec_pdb_7,spec_pdb_8,spec_pdb_9,spec_struct_0,spec_struct_1,spec_struct_2,spec_struct_3,spec_struct_4,spec_struct_5,spec_struct_6,spec_struct_7,spec_struct_8,spec_struct_9,uniclust_oxmatch_a3m_0,uniclust_oxmatch_a3m_1,uniclust_oxmatch_a3m_2,uniclust_oxmatch_a3m_3,uniclust_oxmatch_a3m_4,uniclust_oxmatch_a3m_5,uniclust_oxmatch_a3m_6,uniclust_oxmatch_a3m_7,uniclust_oxmatch_a3m_8,uniclust_oxmatch_a3m_9
0,1.0,0.98688,0.98476,0.98614,0.99318,0.99766,0.95482,0.96493,0.96212,0.95805,0.99121,0.99109,0.99245,0.99246,0.99147,0.99151,0.99245,0.99241,0.99274,0.99276,0.99976,0.98665,0.99886,0.98659,0.99983,0.9977,0.98586,0.99503,0.98415,0.98436,0.99828,0.9922,0.98667,0.98647,0.98691,0.99196,0.98527,0.98828,0.98675,0.98442,0.98611,0.98578,0.99686,0.98604,0.98267,0.98435,0.99055,0.98263,0.98606,0.98324,0.99824,0.98653,0.99333,0.98608,0.9996,0.98846,0.98643,0.982,0.98642,0.98503,0.99791,0.9935,0.99877,0.99724,0.99356,0.99834,0.98681,0.98657,0.96849,0.98376,0.99813,0.98668,0.98628,0.99266,0.98856,0.99316,0.98495,0.98835,0.98671,0.9799,0.98664,0.98633,0.98492,0.98405,0.9937,0.98293,0.98743,0.98244,0.98509,0.98295,0.98593,0.9872,0.98599,0.98824,0.98715,0.98319,0.98668,0.99034,0.98493,0.985,0.98982,0.99104,0.98808,0.98855,0.98708,0.97687,0.98931,0.98924,0.97935,0.97733,0.99945,0.99389,0.99779,0.99482,0.98386,0.99303,0.98167,0.98719,0.9868,0.98824,0.99448,0.98688,0.98576,0.98286,0.98659,0.98737,0.98543,0.9793,0.9873,0.9796,0.98737,0.98609,0.98602,0.99554,0.98629,0.98047,0.98798,0.98261,0.98672,0.98503,0.99397,0.99399,0.98651,0.9865,0.98644,0.99279,0.99232,0.99176,0.99172,0.99281,0.99315,0.99312,0.99275,0.99257,0.99257,0.94423,0.85552,0.94233,0.85633,0.85166,0.95221,0.90915,0.8889,0.91556,0.91694,0.99628,0.99804,0.9968,0.99611,0.99664,0.99628,0.99497,0.99458,0.99269,0.98884,0.8558,0.90909,0.8805,0.88274,0.92116,0.87767,0.85967,0.92218,0.90095,0.82966,0.9985,0.9986,0.99856,0.99828,0.99764,0.99751,0.99627,0.99626,0.98978,0.98829,0.85395,0.85241,0.87037,0.88272,0.93546,0.88106,0.89186,0.86093,0.90496,0.91506,0.85649,0.93621,0.85588,0.87628,0.91335,0.95291,0.89673,0.88375,0.91709,0.8688,0.9427,0.9368,0.88528,0.96277,0.93533,0.91667,0.9217,0.85836,0.85842,0.86099,0.94465,0.87827,0.85779,0.87839,0.85894,0.91626,0.88044,0.89293,0.87885,0.90173
1,0.98688,1.0,0.99804,0.99955,0.98202,0.98573,0.95755,0.96337,0.9593,0.95571,0.98033,0.98019,0.98162,0.98167,0.98044,0.98043,0.98165,0.98162,0.98197,0.98182,0.98662,0.99983,0.98697,0.99965,0.98651,0.98734,0.99785,0.98482,0.99794,0.99767,0.98668,0.98948,0.99972,0.99783,0.99985,0.9895,0.99462,0.99708,0.99683,0.99792,0.99953,0.99911,0.98656,0.99807,0.99186,0.99351,0.99114,0.99215,0.99646,0.99338,0.98713,0.99977,0.99016,0.99751,0.98695,0.99701,0.99872,0.99535,0.99681,0.99369,0.98776,0.99022,0.9874,0.9871,0.99012,0.98747,0.9998,0.99733,0.98308,0.99234,0.98791,0.99968,0.99814,0.98933,0.99684,0.98947,0.99538,0.99831,0.99703,0.99306,0.99979,0.9995,0.99684,0.99227,0.98335,0.9923,0.98934,0.99201,0.99596,0.99328,0.99923,0.99967,0.99807,0.99773,0.99662,0.99264,0.98671,0.99081,0.9954,0.99579,0.9767,0.97794,0.97681,0.97753,0.97618,0.98875,0.97828,0.97784,0.96925,0.98697,0.9863,0.98236,0.98709,0.98485,0.99129,0.98966,0.99402,0.99728,0.997,0.99709,0.98331,0.99417,0.99164,0.98638,0.99011,0.98868,0.9919,0.96825,0.99511,0.98701,0.99523,0.99318,0.98964,0.98494,0.99297,0.96923,0.99362,0.98753,0.97556,0.98645,0.98271,0.98264,0.99966,0.9997,0.9997,0.98172,0.98127,0.98068,0.98065,0.98221,0.98212,0.98209,0.98223,0.98132,0.98132,0.94035,0.84582,0.94598,0.84688,0.84274,0.9568,0.90352,0.88395,0.90862,0.90752,0.98596,0.98574,0.98547,0.98491,0.98482,0.98627,0.98405,0.98396,0.98277,0.97912,0.8468,0.90377,0.87976,0.88476,0.9138,0.87833,0.85047,0.91594,0.89133,0.82131,0.98681,0.98742,0.98752,0.98672,0.98701,0.98676,0.98566,0.98573,0.97975,0.97866,0.84425,0.84301,0.87172,0.88412,0.93653,0.87598,0.88152,0.86379,0.90546,0.90398,0.84718,0.93176,0.84649,0.87887,0.90661,0.94723,0.89793,0.88512,0.91405,0.86176,0.93861,0.93356,0.88226,0.95475,0.9366,0.91027,0.91448,0.84881,0.84914,0.86593,0.93926,0.88167,0.84859,0.88172,0.85038,0.90926,0.88227,0.88436,0.88159,0.892
2,0.98476,0.99804,1.0,0.99895,0.98531,0.98656,0.95991,0.96575,0.96018,0.95755,0.97987,0.97973,0.98124,0.98136,0.98019,0.98018,0.98105,0.98102,0.98162,0.98148,0.98429,0.99765,0.98627,0.99715,0.98409,0.98696,0.99611,0.98725,0.998,0.99876,0.98673,0.98674,0.99756,0.99702,0.99788,0.98679,0.99731,0.99525,0.9977,0.99819,0.99909,0.99956,0.98765,0.99771,0.99489,0.99674,0.99097,0.99518,0.99815,0.99672,0.98654,0.99825,0.98787,0.99589,0.98461,0.99566,0.99734,0.99817,0.99802,0.99619,0.98636,0.98768,0.98615,0.98737,0.98766,0.98668,0.99787,0.99777,0.98141,0.99501,0.98685,0.99752,0.99688,0.98659,0.99613,0.98708,0.9975,0.99698,0.99782,0.99278,0.99836,0.99916,0.99815,0.9956,0.98668,0.99547,0.99187,0.99518,0.9984,0.99647,0.99952,0.99865,0.99756,0.99664,0.99732,0.99575,0.98958,0.99112,0.99817,0.99814,0.98042,0.98156,0.98035,0.98099,0.97947,0.99168,0.98171,0.98117,0.97152,0.98972,0.98425,0.98568,0.98677,0.9872,0.99483,0.98762,0.99698,0.99724,0.99746,0.99611,0.9839,0.99482,0.99163,0.98823,0.99031,0.98924,0.99341,0.97111,0.99519,0.98865,0.9952,0.99437,0.98948,0.98554,0.9941,0.97202,0.99396,0.98891,0.97768,0.98901,0.98582,0.98573,0.99777,0.99784,0.99793,0.98146,0.98136,0.98037,0.98037,0.9816,0.9819,0.98186,0.98182,0.98102,0.98101,0.94092,0.84658,0.94711,0.84816,0.84393,0.96047,0.9055,0.8873,0.90953,0.90901,0.98559,0.98501,0.98596,0.9859,0.98505,0.9845,0.98469,0.98499,0.98267,0.97842,0.84737,0.90501,0.88297,0.88762,0.91466,0.88149,0.85267,0.91872,0.89399,0.82379,0.98405,0.98583,0.98572,0.9839,0.98464,0.98442,0.98435,0.98385,0.97555,0.97422,0.84514,0.84438,0.8751,0.88735,0.93923,0.87933,0.88483,0.8675,0.90799,0.90676,0.84818,0.93383,0.84769,0.88222,0.90766,0.94884,0.90143,0.88714,0.91603,0.86559,0.94006,0.93637,0.88552,0.95844,0.93769,0.91267,0.91711,0.84974,0.85063,0.86991,0.94136,0.88509,0.84886,0.88509,0.85083,0.91149,0.8855,0.88745,0.88497,0.89501
3,0.98614,0.99955,0.99895,1.0,0.98286,0.9857,0.958,0.96318,0.95864,0.95529,0.98015,0.97999,0.98157,0.98163,0.98022,0.98021,0.98167,0.98163,0.98195,0.98181,0.98581,0.99942,0.98678,0.99912,0.98566,0.98716,0.99783,0.98549,0.99903,0.99885,0.98667,0.98888,0.99928,0.99783,0.9994,0.989,0.99548,0.99679,0.9978,0.99892,0.99986,0.99961,0.98692,0.99822,0.99273,0.99432,0.99128,0.99306,0.99725,0.9945,0.98703,0.99962,0.98956,0.99759,0.98622,0.99679,0.99862,0.99664,0.99773,0.99438,0.98734,0.98959,0.98716,0.98717,0.98953,0.98745,0.99945,0.99821,0.98381,0.99292,0.98778,0.99927,0.99803,0.98869,0.99665,0.98889,0.99628,0.99809,0.9979,0.99379,0.99969,0.99974,0.99741,0.9931,0.98414,0.99322,0.99021,0.99291,0.99705,0.99436,0.99974,0.99965,0.99821,0.99769,0.99696,0.99359,0.98763,0.99109,0.99655,0.99699,0.97727,0.97855,0.97753,0.97832,0.97658,0.98928,0.97902,0.97855,0.96952,0.98763,0.98552,0.98296,0.98698,0.9856,0.99202,0.9891,0.99472,0.99788,0.99785,0.99676,0.98288,0.99389,0.99095,0.986,0.98939,0.98871,0.99215,0.96798,0.99475,0.98754,0.99484,0.99293,0.98866,0.98477,0.99276,0.969,0.99336,0.98763,0.9753,0.98714,0.98346,0.98334,0.99941,0.99945,0.99948,0.98177,0.98141,0.9806,0.98056,0.9823,0.98219,0.98217,0.98232,0.98123,0.98123,0.93921,0.84508,0.945,0.84607,0.84167,0.95606,0.90307,0.88412,0.90768,0.90659,0.98549,0.98526,0.98513,0.98473,0.98433,0.98551,0.98357,0.98365,0.98243,0.97873,0.84595,0.90323,0.88019,0.88482,0.91333,0.87871,0.85005,0.91593,0.89132,0.82047,0.98604,0.98702,0.98707,0.98588,0.98625,0.98611,0.98501,0.98493,0.97871,0.97771,0.84349,0.84228,0.87191,0.8843,0.93603,0.87617,0.8817,0.86274,0.90487,0.90389,0.84627,0.9315,0.84566,0.87924,0.90599,0.94594,0.89797,0.88462,0.91349,0.861,0.93784,0.93312,0.88255,0.95441,0.93548,0.90995,0.91438,0.84803,0.84833,0.8651,0.93902,0.88201,0.84787,0.88203,0.84964,0.90942,0.88248,0.88479,0.88191,0.89247
4,0.99318,0.98202,0.98531,0.98286,1.0,0.99585,0.95329,0.96366,0.95933,0.95687,0.98817,0.98805,0.98946,0.98959,0.98866,0.98866,0.98907,0.98905,0.98979,0.98967,0.99314,0.9814,0.9946,0.98097,0.99281,0.99546,0.98038,0.99829,0.98212,0.98356,0.99589,0.98445,0.98132,0.98222,0.98188,0.98429,0.98837,0.98256,0.98531,0.98222,0.98301,0.98393,0.9966,0.98276,0.98786,0.98781,0.98779,0.98788,0.98628,0.98875,0.99531,0.98211,0.98612,0.98076,0.99323,0.98324,0.9825,0.98609,0.98571,0.98843,0.99424,0.98622,0.99383,0.99589,0.98633,0.99423,0.98196,0.98465,0.96561,0.98832,0.99414,0.98136,0.98138,0.98488,0.98415,0.98586,0.98695,0.98395,0.98523,0.97794,0.98223,0.98338,0.98415,0.98889,0.99901,0.98779,0.99004,0.98792,0.98687,0.98859,0.98384,0.98346,0.98254,0.98299,0.98534,0.98766,0.99216,0.98846,0.9874,0.98687,0.99577,0.99718,0.99563,0.99603,0.99391,0.98279,0.99661,0.99609,0.9857,0.98342,0.99313,0.99853,0.99525,0.99786,0.98882,0.9864,0.98679,0.98437,0.98461,0.98454,0.99326,0.98554,0.98302,0.9836,0.98433,0.98624,0.98605,0.98304,0.98449,0.9784,0.98487,0.98545,0.98296,0.99299,0.98503,0.98392,0.98498,0.98337,0.98834,0.98731,0.9996,0.99954,0.98158,0.98164,0.9817,0.98959,0.98932,0.98863,0.98865,0.9895,0.99006,0.99004,0.98969,0.98936,0.98934,0.94289,0.85488,0.9424,0.85656,0.8523,0.95418,0.90768,0.89188,0.91677,0.91713,0.99435,0.9944,0.99502,0.9951,0.99477,0.99268,0.99422,0.99438,0.9915,0.98689,0.85577,0.90782,0.88336,0.88456,0.91795,0.88031,0.86146,0.92152,0.90264,0.83081,0.9919,0.99345,0.99325,0.99176,0.99263,0.99242,0.99233,0.99154,0.98265,0.98108,0.85348,0.85273,0.87288,0.88508,0.93788,0.88402,0.89474,0.86335,0.90471,0.91473,0.85628,0.93742,0.85597,0.8791,0.91217,0.95206,0.89835,0.88474,0.91605,0.87152,0.94203,0.93867,0.88832,0.96541,0.9352,0.91483,0.92144,0.85767,0.85928,0.86478,0.94633,0.88165,0.85716,0.88187,0.85912,0.91803,0.88375,0.89489,0.88273,0.90413
5,0.99766,0.98573,0.98656,0.9857,0.99585,1.0,0.957,0.96771,0.96429,0.9614,0.99195,0.99185,0.99308,0.99316,0.99233,0.99237,0.99263,0.9926,0.99326,0.9932,0.99725,0.98496,0.99916,0.98459,0.99719,0.99829,0.98501,0.99708,0.98385,0.98505,0.999,0.98916,0.9852,0.98694,0.98564,0.9889,0.98745,0.98742,0.98736,0.9843,0.986,0.98667,0.99869,0.98701,0.98478,0.98791,0.99097,0.98473,0.98826,0.98608,0.99834,0.98554,0.99068,0.98523,0.99707,0.98807,0.98574,0.98403,0.9873,0.98674,0.99761,0.99057,0.99843,0.99825,0.99066,0.99849,0.98538,0.98668,0.96694,0.98581,0.99773,0.98498,0.98629,0.98947,0.98915,0.99048,0.98676,0.98731,0.98714,0.97923,0.98581,0.98661,0.9876,0.98724,0.9967,0.98503,0.98986,0.98471,0.98727,0.98562,0.98654,0.9867,0.98678,0.98705,0.98918,0.98524,0.98901,0.99149,0.98708,0.98656,0.99256,0.99365,0.99112,0.99147,0.98979,0.97951,0.99257,0.99225,0.9813,0.97968,0.99749,0.99749,0.99851,0.99683,0.98746,0.99098,0.98414,0.98725,0.98695,0.98779,0.99637,0.98882,0.98666,0.9852,0.98766,0.98845,0.9873,0.98249,0.9881,0.98123,0.98853,0.98859,0.98657,0.99653,0.98804,0.98354,0.98872,0.98503,0.98951,0.98821,0.99641,0.9965,0.98522,0.98527,0.9853,0.99339,0.99342,0.99248,0.99253,0.99283,0.9936,0.99356,0.9932,0.9931,0.99309,0.94692,0.85614,0.94513,0.85828,0.85388,0.95714,0.91268,0.89323,0.91868,0.92104,0.99744,0.99784,0.99902,0.99874,0.99784,0.99622,0.9972,0.99707,0.99386,0.98929,0.85673,0.9122,0.8844,0.88677,0.92332,0.88138,0.86228,0.9263,0.90528,0.83485,0.99586,0.99775,0.9975,0.99564,0.9961,0.99595,0.99578,0.99519,0.98589,0.98419,0.85482,0.85421,0.87406,0.88688,0.94003,0.88542,0.89613,0.86602,0.90885,0.91938,0.85813,0.94013,0.85772,0.88007,0.91607,0.95676,0.90158,0.88711,0.92109,0.87415,0.94614,0.94153,0.88911,0.96719,0.93857,0.92005,0.92608,0.85946,0.86089,0.86604,0.94885,0.88223,0.8579,0.88249,0.8595,0.91984,0.88423,0.89645,0.88274,0.9054
6,0.95482,0.95755,0.95991,0.958,0.95329,0.957,1.0,0.98607,0.98396,0.98262,0.9476,0.94755,0.94823,0.94846,0.94927,0.94928,0.94806,0.94805,0.94894,0.949,0.95411,0.95698,0.95452,0.95648,0.95443,0.95364,0.95598,0.9536,0.95703,0.96011,0.9558,0.95365,0.95668,0.9591,0.95706,0.95294,0.96105,0.95694,0.96047,0.95753,0.95856,0.95949,0.95468,0.95849,0.96206,0.95903,0.95571,0.96202,0.96193,0.96031,0.95447,0.9577,0.95551,0.95569,0.95334,0.95823,0.95773,0.95979,0.96083,0.96011,0.95272,0.95436,0.95297,0.95391,0.95471,0.95292,0.95727,0.96007,0.93392,0.95955,0.95511,0.9576,0.95866,0.95462,0.96049,0.95586,0.96124,0.95924,0.96092,0.95239,0.95781,0.95897,0.96026,0.95903,0.95382,0.96269,0.95526,0.96216,0.96079,0.95957,0.95952,0.95831,0.95779,0.96222,0.95955,0.96272,0.95364,0.95533,0.96097,0.96014,0.9567,0.95677,0.95293,0.95259,0.95191,0.95889,0.95156,0.95217,0.94251,0.95734,0.95597,0.95531,0.95542,0.95488,0.96106,0.95657,0.95993,0.96058,0.96086,0.96043,0.95591,0.964,0.9613,0.96325,0.96349,0.95952,0.96406,0.94901,0.96558,0.97701,0.96373,0.96491,0.96052,0.96145,0.96549,0.94976,0.96855,0.96704,0.95345,0.96236,0.95345,0.95346,0.95683,0.95684,0.95705,0.94882,0.94843,0.94862,0.94872,0.9481,0.94934,0.9493,0.94827,0.95004,0.95001,0.96719,0.87317,0.98381,0.87456,0.86979,0.96989,0.93929,0.92747,0.9413,0.94097,0.95346,0.95518,0.95663,0.95694,0.9569,0.94901,0.95579,0.95654,0.95196,0.94657,0.87178,0.94093,0.92332,0.93086,0.95033,0.92166,0.87748,0.95304,0.93329,0.8579,0.95229,0.95366,0.95297,0.95175,0.95155,0.95071,0.95305,0.95158,0.93991,0.93705,0.87273,0.87224,0.91882,0.93042,0.97611,0.91814,0.92205,0.88215,0.93933,0.94307,0.87473,0.96705,0.87461,0.92347,0.94735,0.96611,0.93799,0.92898,0.95663,0.87923,0.97276,0.97184,0.92511,0.96794,0.97371,0.94437,0.95071,0.87637,0.87579,0.88384,0.96992,0.92515,0.87232,0.92508,0.87623,0.92152,0.92751,0.9263,0.92513,0.92947
7,0.96493,0.96337,0.96575,0.96318,0.96366,0.96771,0.98607,1.0,0.99318,0.99132,0.95994,0.95998,0.96026,0.96052,0.96174,0.96177,0.95953,0.95958,0.96085,0.96092,0.9638,0.96246,0.9646,0.96195,0.9642,0.96348,0.96028,0.9635,0.96092,0.96408,0.96563,0.96187,0.96202,0.96413,0.96276,0.96104,0.9665,0.96219,0.96509,0.96153,0.9638,0.96497,0.96442,0.96373,0.96804,0.96582,0.96445,0.96776,0.96712,0.96589,0.96387,0.96294,0.96447,0.95995,0.96298,0.96374,0.96184,0.96435,0.96596,0.96619,0.96217,0.96314,0.96291,0.96384,0.96337,0.96265,0.96297,0.96488,0.94071,0.96614,0.96394,0.96269,0.96337,0.96273,0.96626,0.9641,0.96571,0.9651,0.96597,0.95893,0.96316,0.9644,0.96576,0.96601,0.96401,0.96849,0.96455,0.96803,0.96598,0.96542,0.96496,0.96407,0.96297,0.96699,0.96548,0.96838,0.96301,0.96418,0.9663,0.96533,0.96821,0.968,0.96435,0.96375,0.96454,0.9661,0.96363,0.96399,0.95572,0.96517,0.96539,0.96636,0.96469,0.96418,0.96798,0.96508,0.96571,0.96489,0.96522,0.96591,0.96807,0.97133,0.96983,0.97229,0.9719,0.97158,0.97248,0.96239,0.97188,0.97113,0.97051,0.97265,0.97007,0.97194,0.97281,0.96296,0.97424,0.97495,0.96637,0.9733,0.96393,0.96402,0.96191,0.96201,0.96216,0.96067,0.96045,0.96073,0.96087,0.95933,0.96107,0.96102,0.95965,0.96196,0.96194,0.97443,0.87275,0.97635,0.87475,0.87043,0.98178,0.94323,0.921,0.93822,0.94158,0.96389,0.96548,0.96787,0.9682,0.96799,0.95943,0.96785,0.96822,0.96357,0.95874,0.872,0.9382,0.91523,0.91967,0.94558,0.91229,0.87793,0.95241,0.92698,0.85923,0.9618,0.96354,0.96283,0.96157,0.96133,0.9605,0.96363,0.96208,0.951,0.94789,0.87256,0.8722,0.90737,0.92027,0.97208,0.91249,0.91375,0.8952,0.94128,0.93571,0.87483,0.963,0.87472,0.91178,0.94177,0.98409,0.93162,0.92035,0.95267,0.89821,0.97635,0.97323,0.9179,0.98359,0.97137,0.95143,0.9494,0.87653,0.87603,0.89558,0.96868,0.91276,0.87177,0.91281,0.87596,0.91201,0.9164,0.91792,0.91319,0.92171
8,0.96212,0.9593,0.96018,0.95864,0.95933,0.96429,0.98396,0.99318,1.0,0.99713,0.95696,0.957,0.95713,0.95732,0.95858,0.9586,0.95648,0.95653,0.95738,0.95746,0.96097,0.95831,0.96147,0.95788,0.96138,0.96049,0.95647,0.95948,0.95597,0.95871,0.96258,0.95857,0.95802,0.95993,0.95863,0.95774,0.96065,0.95776,0.95917,0.95635,0.95925,0.96004,0.96095,0.95945,0.96254,0.95959,0.96026,0.96219,0.9608,0.95947,0.96096,0.95868,0.96103,0.956,0.96025,0.95923,0.95767,0.95857,0.95966,0.96033,0.95937,0.95985,0.96007,0.96067,0.96011,0.95969,0.95874,0.95904,0.93596,0.96032,0.96115,0.9586,0.95941,0.9595,0.96134,0.9609,0.9601,0.96008,0.95989,0.95341,0.95885,0.95986,0.96085,0.95971,0.95971,0.96284,0.95935,0.96235,0.95963,0.95908,0.96004,0.95958,0.9587,0.96249,0.96024,0.9628,0.95829,0.96018,0.9597,0.95888,0.96307,0.96295,0.95976,0.95931,0.9598,0.96031,0.95878,0.95914,0.95109,0.95863,0.96248,0.96209,0.9618,0.96017,0.96173,0.96172,0.9605,0.95957,0.95958,0.96118,0.96342,0.96462,0.96287,0.96308,0.96465,0.97045,0.96637,0.95519,0.96627,0.96827,0.96418,0.96543,0.96348,0.96706,0.96683,0.95575,0.96784,0.97303,0.95997,0.97121,0.95976,0.9599,0.95774,0.95785,0.95794,0.95743,0.95709,0.95755,0.95768,0.95618,0.95754,0.95748,0.95649,0.95869,0.95867,0.98269,0.87345,0.98001,0.87696,0.87268,0.97311,0.94755,0.92317,0.94455,0.94852,0.95938,0.961,0.96354,0.96336,0.96309,0.9564,0.96338,0.96311,0.9593,0.95486,0.87259,0.94355,0.91478,0.92154,0.95116,0.91153,0.88058,0.95319,0.93222,0.86453,0.95891,0.96048,0.95989,0.95863,0.95866,0.95789,0.96,0.95876,0.94822,0.94534,0.87343,0.87319,0.9073,0.92159,0.97347,0.91404,0.91663,0.8858,0.94196,0.93804,0.8764,0.9715,0.87647,0.91197,0.94836,0.98717,0.93126,0.92357,0.95573,0.89108,0.98434,0.97789,0.91726,0.9759,0.9737,0.95349,0.95325,0.87764,0.87935,0.88605,0.97386,0.91286,0.8724,0.91298,0.87644,0.91546,0.91638,0.92085,0.91295,0.92535
9,0.95805,0.95571,0.95755,0.95529,0.95687,0.9614,0.98262,0.99132,0.99713,1.0,0.95431,0.95438,0.95433,0.95457,0.95592,0.95594,0.95355,0.95361,0.95448,0.95454,0.95691,0.95465,0.95807,0.95396,0.95727,0.95723,0.95282,0.95679,0.9526,0.95547,0.95925,0.95415,0.95433,0.95657,0.95499,0.95334,0.95841,0.9544,0.95626,0.95302,0.95589,0.95699,0.95805,0.95632,0.95995,0.95783,0.95685,0.9596,0.95847,0.95747,0.95749,0.95511,0.9567,0.95231,0.95615,0.95599,0.95405,0.95584,0.95683,0.95793,0.95577,0.95552,0.95653,0.9575,0.95577,0.95624,0.95512,0.95608,0.93318,0.95815,0.95748,0.95484,0.95591,0.95504,0.95834,0.95652,0.95755,0.95683,0.95702,0.95038,0.95533,0.95659,0.95829,0.95788,0.95731,0.96026,0.95659,0.95983,0.95741,0.95709,0.95694,0.95618,0.95547,0.95859,0.95777,0.96018,0.95552,0.9569,0.95746,0.95645,0.96085,0.96059,0.95762,0.95716,0.95772,0.95832,0.95664,0.95677,0.94923,0.95701,0.95844,0.95983,0.95845,0.95736,0.95985,0.95746,0.95809,0.95649,0.95651,0.958,0.96051,0.96204,0.96018,0.96104,0.96186,0.96694,0.96342,0.95359,0.96353,0.96617,0.9613,0.96303,0.9608,0.96409,0.96442,0.95402,0.96498,0.97047,0.95787,0.96874,0.95729,0.95744,0.95415,0.9543,0.95438,0.9547,0.9546,0.95494,0.9551,0.9531,0.95462,0.95457,0.95367,0.95591,0.9559,0.98118,0.87206,0.97943,0.87575,0.87211,0.97224,0.94628,0.92566,0.94593,0.94879,0.95659,0.95791,0.96113,0.96115,0.96038,0.95315,0.96092,0.96087,0.95664,0.9522,0.87164,0.94598,0.91706,0.92225,0.95148,0.91402,0.87996,0.9517,0.93457,0.86704,0.95482,0.95687,0.95625,0.95459,0.95475,0.95408,0.95655,0.95517,0.94435,0.9415,0.87201,0.8719,0.9095,0.92225,0.97611,0.91676,0.91869,0.88442,0.94102,0.93645,0.87499,0.9733,0.87526,0.91507,0.95019,0.98501,0.93148,0.92433,0.95511,0.89053,0.98579,0.97827,0.91948,0.97475,0.97356,0.95182,0.95507,0.8764,0.8785,0.88519,0.97562,0.9153,0.87091,0.91558,0.87542,0.91658,0.91885,0.92209,0.9154,0.9273
