,model,interface_size_norm,model_size_norm
0,H1142TS003_1,0.2017291066282421,1.0
1,H1142TS003_2,0.14985590778097982,1.0
2,H1142TS003_3,0.16138328530259366,1.0
3,H1142TS003_4,0.19020172910662825,1.0
4,H1142TS003_5,0.207492795389049,1.0
5,H1142TS011_1,0.30547550432276654,1.0
6,H1142TS011_2,0.1786743515850144,1.0
7,H1142TS011_3,0.16138328530259366,1.0
8,H1142TS011_4,0.1729106628242075,1.0
9,H1142TS011_5,0.14985590778097982,1.0
10,H1142TS035_1,0.07492795389048991,1.0
11,H1142TS035_2,0.10951008645533142,1.0
12,H1142TS035_3,0.09221902017291066,1.0
13,H1142TS035_4,0.09798270893371758,1.0
14,H1142TS035_5,0.09221902017291066,1.0
15,H1142TS037_1,0.1037463976945245,1.0
16,H1142TS037_2,0.16714697406340057,1.0
17,H1142TS037_3,0.069164265129683,1.0
18,H1142TS037_4,0.11527377521613832,1.0
19,H1142TS037_5,0.09798270893371758,1.0
20,H1142TS052_1,3.170028818443804,1.0
21,H1142TS054_1,0.07492795389048991,1.0
22,H1142TS054_2,0.09798270893371758,1.0
23,H1142TS054_3,0.08645533141210375,1.0
24,H1142TS054_4,0.12680115273775217,1.0
25,H1142TS054_5,0.13256484149855907,1.0
26,H1142TS067_1,0.0345821325648415,1.0
27,H1142TS067_2,0.0345821325648415,1.0
28,H1142TS071_1,0.16714697406340057,1.0
29,H1142TS071_2,0.15561959654178675,1.0
30,H1142TS071_3,0.13256484149855907,1.0
31,H1142TS071_4,0.19596541786743515,1.0
32,H1142TS071_5,0.12103746397694524,1.0
33,H1142TS073_1,0.09221902017291066,1.0
34,H1142TS073_2,0.1786743515850144,1.0
35,H1142TS073_3,0.1844380403458213,1.0
36,H1142TS073_4,0.09798270893371758,1.0
37,H1142TS073_5,0.1844380403458213,1.0
38,H1142TS086_1,0.207492795389049,1.0
39,H1142TS086_2,0.11527377521613832,1.0
40,H1142TS086_3,0.2132564841498559,1.0
