,model,interface_size_norm,model_size_norm
0,T1161TS003_1o,3.7291666666666665,1.0
1,T1161TS003_2o,3.6458333333333335,1.0
2,T1161TS003_3o,3.6875,1.0
3,T1161TS003_4o,3.7083333333333335,1.0
4,T1161TS003_5o,3.8541666666666665,1.0
5,T1161TS035_1o,3.5208333333333335,1.0
6,T1161TS035_2o,3.5625,1.0
7,T1161TS035_3o,3.4791666666666665,1.0
8,T1161TS035_4o,3.9375,1.0
9,T1161TS035_5o,3.9166666666666665,1.0
10,T1161TS037_1o,3.1666666666666665,1.0
11,T1161TS037_2o,3.5625,1.0
12,T1161TS037_3o,2.625,1.0
13,T1161TS037_4o,2.7708333333333335,1.0
14,T1161TS037_5o,3.7291666666666665,1.0
15,T1161TS052_1o,4.0625,1.0
16,T1161TS052_2o,4.0625,1.0
17,T1161TS052_3o,5.958333333333333,1.0
18,T1161TS052_4o,6.958333333333333,1.0
19,T1161TS052_5o,4.125,1.0
20,T1161TS054_1o,3.5,1.0
21,T1161TS054_2o,3.6041666666666665,1.0
22,T1161TS054_3o,3.6041666666666665,1.0
23,T1161TS054_4o,3.5833333333333335,1.0
24,T1161TS054_5o,3.6458333333333335,1.0
25,T1161TS071_1o,3.8125,1.0
26,T1161TS071_2o,2.9583333333333335,1.0
27,T1161TS071_3o,3.6666666666666665,1.0
28,T1161TS071_4o,3.6458333333333335,1.0
29,T1161TS071_5o,3.8333333333333335,1.0
30,T1161TS073_1o,3.3541666666666665,1.0
31,T1161TS073_2o,3.7291666666666665,1.0
32,T1161TS073_3o,3.7708333333333335,1.0
33,T1161TS073_4o,3.7291666666666665,1.0
34,T1161TS073_5o,3.6875,1.0
35,T1161TS074_1o,3.5416666666666665,1.0
36,T1161TS074_2o,3.75,1.0
37,T1161TS074_3o,3.75,1.0
38,T1161TS074_4o,3.6041666666666665,1.0
39,T1161TS074_5o,3.5625,1.0
40,T1161TS086_1o,3.8541666666666665,1.0
41,T1161TS086_2o,3.6458333333333335,1.0
42,T1161TS086_3o,3.8541666666666665,1.0
43,T1161TS086_4o,3.8541666666666665,1.0
44,T1161TS086_5o,3.6666666666666665,1.0
45,T1161TS091_1o,3.5833333333333335,1.0
46,T1161TS091_2o,3.5625,1.0
47,T1161TS091_3o,3.6041666666666665,1.0
48,T1161TS091_4o,3.5833333333333335,1.0
49,T1161TS091_5o,3.5625,1.0
50,T1161TS098_1o,3.7291666666666665,1.0
51,T1161TS098_2o,3.7291666666666665,1.0
52,T1161TS098_3o,3.625,1.0
53,T1161TS098_4o,3.6041666666666665,1.0
54,T1161TS098_5o,3.6875,1.0
55,T1161TS119_1o,3.8541666666666665,1.0
56,T1161TS119_2o,3.7916666666666665,1.0
57,T1161TS119_3o,3.7708333333333335,1.0
58,T1161TS119_4o,3.7708333333333335,1.0
59,T1161TS119_5o,2.9166666666666665,1.0
60,T1161TS125_1o,3.5,1.0
61,T1161TS125_2o,3.6041666666666665,1.0
62,T1161TS125_3o,3.6041666666666665,1.0
63,T1161TS125_4o,3.5833333333333335,1.0
64,T1161TS125_5o,3.6458333333333335,1.0
65,T1161TS131_1o,3.8541666666666665,1.0
66,T1161TS131_2o,3.9791666666666665,1.0
67,T1161TS131_3o,3.7708333333333335,1.0
68,T1161TS131_4o,3.7916666666666665,1.0
69,T1161TS131_5o,3.75,1.0
70,T1161TS147_1o,4.104166666666667,1.0
71,T1161TS147_2o,4.104166666666667,1.0
72,T1161TS147_3o,4.041666666666667,1.0
73,T1161TS147_4o,4.041666666666667,1.0
74,T1161TS147_5o,4.125,1.0
75,T1161TS150_1o,3.7291666666666665,1.0
76,T1161TS150_2o,3.7708333333333335,1.0
77,T1161TS150_3o,3.8125,1.0
78,T1161TS150_4o,3.6458333333333335,1.0
79,T1161TS150_5o,3.4791666666666665,1.0
80,T1161TS158_1o,3.6458333333333335,1.0
81,T1161TS158_2o,3.6875,1.0
82,T1161TS158_3o,3.6666666666666665,1.0
83,T1161TS158_4o,3.7083333333333335,1.0
84,T1161TS158_5o,3.6458333333333335,1.0
85,T1161TS165_1o,4.708333333333333,1.0
86,T1161TS165_2o,3.4791666666666665,1.0
87,T1161TS165_3o,4.729166666666667,1.0
88,T1161TS165_4o,3.8333333333333335,1.0
89,T1161TS165_5o,4.0,1.0
90,T1161TS169_1o,3.6875,1.0
91,T1161TS169_2o,3.625,1.0
92,T1161TS169_3o,3.6041666666666665,1.0
93,T1161TS169_4o,3.7291666666666665,1.0
94,T1161TS169_5o,3.7291666666666665,1.0
95,T1161TS180_1o,2.9166666666666665,1.0
96,T1161TS180_2o,2.9583333333333335,1.0
97,T1161TS180_3o,2.8958333333333335,1.0
98,T1161TS180_4o,2.9791666666666665,1.0
99,T1161TS180_5o,2.7083333333333335,1.0
100,T1161TS185_1o,3.5833333333333335,1.0
101,T1161TS185_2o,3.5416666666666665,1.0
102,T1161TS185_3o,3.75,1.0
103,T1161TS185_4o,3.6666666666666665,1.0
104,T1161TS185_5o,3.5625,1.0
105,T1161TS187_1o,3.5833333333333335,1.0
106,T1161TS187_2o,3.875,1.0
107,T1161TS187_3o,3.5416666666666665,1.0
108,T1161TS187_4o,3.5,1.0
109,T1161TS187_5o,3.7916666666666665,1.0
110,T1161TS188_1o,3.7291666666666665,1.0
111,T1161TS188_2o,3.7291666666666665,1.0
