,model,interface_size_norm,model_size_norm
0,T1110TS003_1o,0.4185022026431718,1.0
1,T1110TS003_2o,0.41409691629955947,1.0
2,T1110TS003_3o,0.4052863436123348,1.0
3,T1110TS003_4o,0.44933920704845814,1.0
4,T1110TS003_5o,0.40969162995594716,1.0
5,T1110TS035_1o,0.41409691629955947,1.0
6,T1110TS035_2o,0.3964757709251101,1.0
7,T1110TS035_3o,0.43612334801762115,1.0
8,T1110TS035_4o,0.3039647577092511,1.0
9,T1110TS035_5o,0.29515418502202645,1.0
10,T1110TS037_1o,0.4669603524229075,1.0
11,T1110TS037_2o,0.3656387665198238,1.0
12,T1110TS037_3o,0.46255506607929514,1.0
13,T1110TS054_1o,0.4581497797356828,1.0
14,T1110TS054_2o,0.43612334801762115,1.0
15,T1110TS054_3o,0.4669603524229075,1.0
16,T1110TS054_4o,0.46255506607929514,1.0
17,T1110TS054_5o,0.42290748898678415,1.0
18,T1110TS071_1o,0.4713656387665198,1.0
19,T1110TS071_2o,0.4713656387665198,1.0
20,T1110TS071_3o,0.43612334801762115,1.0
21,T1110TS071_4o,0.44493392070484583,1.0
22,T1110TS071_5o,0.46255506607929514,1.0
23,T1110TS073_1o,0.34801762114537443,1.0
24,T1110TS073_2o,0.3788546255506608,1.0
25,T1110TS073_3o,0.3700440528634361,1.0
26,T1110TS073_4o,0.41409691629955947,1.0
27,T1110TS073_5o,0.3832599118942731,1.0
28,T1110TS086_1o,0.42290748898678415,1.0
29,T1110TS086_2o,0.42290748898678415,1.0
30,T1110TS086_3o,0.41409691629955947,1.0
31,T1110TS086_4o,0.41409691629955947,1.0
32,T1110TS086_5o,0.40969162995594716,1.0
33,T1110TS091_1o,0.3964757709251101,1.0
34,T1110TS091_2o,0.44052863436123346,1.0
35,T1110TS091_3o,0.4008810572687225,1.0
36,T1110TS091_4o,0.41409691629955947,1.0
37,T1110TS091_5o,0.3964757709251101,1.0
38,T1110TS098_1o,0.43171806167400884,1.0
39,T1110TS098_2o,8.51101321585903,1.0
40,T1110TS098_3o,8.841409691629956,1.0
41,T1110TS098_4o,0.43612334801762115,1.0
42,T1110TS098_5o,0.41409691629955947,1.0
43,T1110TS119_1o,0.43612334801762115,1.0
44,T1110TS119_2o,0.4713656387665198,1.0
45,T1110TS119_3o,0.44933920704845814,1.0
46,T1110TS119_4o,0.4713656387665198,1.0
