,model,interface_size_norm,model_size_norm
0,H1111TS003_1,0.8262411347517731,1.0
1,H1111TS003_2,0.8127659574468085,1.0
2,H1111TS003_3,0.7862884160756501,1.0
3,H1111TS003_4,0.8156028368794326,1.0
4,H1111TS003_5,0.8888888888888888,1.0
5,H1111TS035_1,1.3312056737588653,1.0
6,H1111TS035_2,1.5229314420803783,1.0
7,H1111TS035_3,1.8364066193853428,1.0
8,H1111TS035_4,1.4643026004728132,1.0
9,H1111TS035_5,1.593853427895981,1.0
10,H1111TS037_1,0.039243498817966904,0.1111111111111111
11,H1111TS037_2,0.03546099290780142,0.1111111111111111
12,H1111TS037_3,0.03475177304964539,0.1111111111111111
13,H1111TS037_4,0.04018912529550828,0.1111111111111111
14,H1111TS037_5,0.03947990543735225,0.1111111111111111
15,H1111TS054_1,0.3468085106382979,1.0
16,H1111TS054_2,0.5872340425531914,1.0
17,H1111TS054_3,1.0851063829787233,1.0
18,H1111TS054_4,1.7732860520094562,1.0
19,H1111TS054_5,1.7361702127659575,1.0
20,H1111TS086_1,0.7789598108747045,1.0
21,H1111TS086_2,0.7971631205673759,1.0
22,H1111TS086_3,0.8198581560283688,1.0
23,H1111TS086_4,0.8078014184397163,1.0
24,H1111TS086_5,0.8635933806146572,1.0
25,H1111TS091_1,1.405437352245863,1.0
26,H1111TS091_2,1.5250591016548463,1.0
27,H1111TS091_3,1.5387706855791963,1.0
28,H1111TS091_4,1.544208037825059,1.0
29,H1111TS091_5,1.4898345153664303,1.0
30,H1111TS092_1,0.006855791962174941,0.1111111111111111
31,H1111TS097_2,0.042080378250591015,0.1111111111111111
32,H1111TS097_3,0.04066193853427896,0.1111111111111111
33,H1111TS097_4,0.03829787234042553,0.1111111111111111
34,H1111TS097_5,0.039243498817966904,0.1111111111111111
35,H1111TS098_1,2.025295508274232,1.0
36,H1111TS098_2,0.9829787234042553,1.0
37,H1111TS098_3,2.406855791962175,1.0
38,H1111TS098_4,2.025295508274232,1.0
39,H1111TS098_5,0.9829787234042553,1.0
40,H1111TS119_1,0.8106382978723404,1.0
41,H1111TS119_2,0.7943262411347518,1.0
42,H1111TS119_3,0.7846335697399527,1.0
43,H1111TS119_4,0.7955082742316785,1.0
44,H1111TS119_5,0.7950354609929078,1.0
45,H1111TS125_1,0.3468085106382979,1.0
46,H1111TS125_2,0.5872340425531914,1.0
47,H1111TS125_3,1.0851063829787233,1.0
48,H1111TS125_4,1.7732860520094562,1.0
49,H1111TS125_5,1.7361702127659575,1.0
50,H1111TS147_1,1.113002364066194,1.0
51,H1111TS147_2,1.146099290780142,1.0
52,H1111TS147_3,1.146099290780142,1.0
53,H1111TS150_1,1.5326241134751772,1.0
54,H1111TS150_2,2.8576832151300238,1.0
55,H1111TS150_3,0.9553191489361702,1.0
56,H1111TS150_4,0.5170212765957447,1.0
57,H1111TS150_5,4.457683215130023,1.0
58,H1111TS158_1,2.2907801418439715,1.0
59,H1111TS158_2,2.271867612293144,1.0
60,H1111TS158_3,2.224822695035461,1.0
61,H1111TS158_4,2.274940898345154,1.0
62,H1111TS158_5,2.2900709219858157,1.0
63,H1111TS165_1,1.2430260047281323,1.0
64,H1111TS169_1,0.03522458628841608,0.12978723404255318
65,H1111TS169_2,0.018439716312056736,0.12978723404255318
66,H1111TS169_3,0.024113475177304965,0.12978723404255318
67,H1111TS169_4,0.015130023640661938,0.12978723404255318
68,H1111TS169_5,0.004964539007092199,0.12978723404255318
69,H1111TS180_1,1.21725768321513,1.0
70,H1111TS180_2,0.03333333333333333,0.1111111111111111
71,H1111TS180_3,0.03593380614657211,0.1111111111111111
72,H1111TS180_4,0.035697399527186764,0.1111111111111111
73,H1111TS180_5,0.03333333333333333,0.1111111111111111
74,H1111TS185_1,0.4957446808510638,0.6170212765957447
75,H1111TS185_2,0.3182033096926714,0.6170212765957447
76,H1111TS185_3,0.32127659574468087,0.6170212765957447
77,H1111TS185_4,0.3,0.6170212765957447
78,H1111TS185_5,0.5361702127659574,0.6170212765957447
79,H1111TS187_1,0.16572104018912528,0.1111111111111111
80,H1111TS187_2,0.034988179669030735,0.1111111111111111
81,H1111TS187_3,0.1635933806146572,0.1111111111111111
82,H1111TS187_4,0.03593380614657211,0.1111111111111111
83,H1111TS187_5,0.033569739952718676,0.1111111111111111
84,H1111TS188_1,0.9829787234042553,1.0
85,H1111TS188_2,2.025295508274232,1.0
86,H1111TS188_3,2.406855791962175,1.0
87,H1111TS188_4,2.406855791962175,1.0
88,H1111TS188_5,0.9914893617021276,1.0
89,H1111TS225_1,0.4711583924349882,0.5787234042553191
90,H1111TS225_2,0.5368794326241135,0.6053191489361702
91,H1111TS227_1,0.04326241134751773,0.1111111111111111
92,H1111TS227_2,0.03215130023640662,0.1111111111111111
93,H1111TS227_3,0.03522458628841608,0.1111111111111111
94,H1111TS227_4,0.041371158392434985,0.1111111111111111
95,H1111TS227_5,0.04113475177304964,0.1111111111111111
96,H1111TS234_1,3.139952718676123,1.0
97,H1111TS234_2,3.675177304964539,1.0
98,H1111TS234_3,3.5865248226950355,1.0
99,H1111TS234_4,3.5501182033096925,1.0
100,H1111TS234_5,3.43806146572104,1.0
101,H1111TS239_1,0.4390070921985816,0.574468085106383
