,model,interface_size_norm,model_size_norm
0,H1166TS003_1,0.4090121317157712,1.0
1,H1166TS003_2,0.42980935875216636,1.0
2,H1166TS003_3,0.4436741767764298,1.0
3,H1166TS003_4,0.38128249566724437,1.0
4,H1166TS003_5,0.42287694974003465,1.0
5,H1166TS011_1,0.37435008665511266,1.0
6,H1166TS011_2,0.3396880415944541,1.0
7,H1166TS011_3,0.30155979202772965,1.0
8,H1166TS011_4,0.3188908145580589,1.0
9,H1166TS011_5,0.3188908145580589,1.0
10,H1166TS035_1,0.42287694974003465,1.0
11,H1166TS035_2,0.3708838821490468,1.0
12,H1166TS035_3,0.3882149046793761,1.0
13,H1166TS035_4,0.4090121317157712,1.0
14,H1166TS035_5,0.38128249566724437,1.0
15,H1166TS037_1,0.49566724436741766,1.0
16,H1166TS037_2,0.42287694974003465,1.0
17,H1166TS037_3,0.3986135181975737,1.0
18,H1166TS037_4,0.4020797227036395,1.0
19,H1166TS037_5,0.35008665511265163,1.0
20,H1166TS054_1,0.49220103986135183,1.0
21,H1166TS054_2,0.4783362218370884,1.0
22,H1166TS054_3,0.4679376083188908,1.0
23,H1166TS054_4,0.42634315424610053,1.0
24,H1166TS054_5,0.4540727902946274,1.0
25,H1166TS067_1,0.45753899480069327,0.9133448873483535
26,H1166TS067_2,0.41594454072790293,0.9133448873483535
27,H1166TS071_1,0.3535528596187175,1.0
28,H1166TS071_2,0.3466204506065858,1.0
29,H1166TS071_3,0.3882149046793761,1.0
30,H1166TS071_4,0.35701906412478335,1.0
31,H1166TS071_5,0.3223570190641248,1.0
32,H1166TS073_1,0.36395147313691506,1.0
33,H1166TS073_2,0.43674176776429807,1.0
34,H1166TS073_3,0.512998266897747,1.0
35,H1166TS073_4,0.3431542461005199,1.0
36,H1166TS073_5,0.2807625649913345,1.0
37,H1166TS086_1,0.42287694974003465,1.0
38,H1166TS086_2,0.35701906412478335,1.0
39,H1166TS086_3,0.4090121317157712,1.0
40,H1166TS086_4,0.42980935875216636,1.0
41,H1166TS086_5,0.4436741767764298,1.0
42,H1166TS091_1,0.4714038128249567,1.0
43,H1166TS091_2,0.3951473136915078,1.0
44,H1166TS091_3,0.5025996533795494,1.0
45,H1166TS091_4,0.49566724436741766,1.0
46,H1166TS091_5,0.512998266897747,1.0
47,H1166TS092_1,0.4090121317157712,1.0
48,H1166TS098_1,0.9046793760831889,1.0
49,H1166TS098_2,0.0658578856152513,1.0
50,H1166TS098_3,0.41594454072790293,1.0
51,H1166TS098_4,0.4194107452339688,1.0
52,H1166TS098_5,0.9046793760831889,1.0
53,H1166TS119_1,0.3396880415944541,1.0
54,H1166TS119_2,0.43674176776429807,1.0
55,H1166TS119_3,0.3362218370883882,1.0
56,H1166TS119_4,0.43327556325823224,1.0
57,H1166TS119_5,0.32582322357019067,1.0
58,H1166TS125_1,0.49220103986135183,1.0
59,H1166TS125_2,0.4783362218370884,1.0
60,H1166TS125_3,0.4679376083188908,1.0
61,H1166TS125_4,0.42634315424610053,1.0
62,H1166TS125_5,0.4540727902946274,1.0
63,H1166TS131_1,0.43674176776429807,1.0
64,H1166TS131_2,0.43327556325823224,1.0
65,H1166TS131_3,0.42980935875216636,1.0
66,H1166TS131_4,0.3396880415944541,1.0
67,H1166TS131_5,0.42634315424610053,1.0
68,H1166TS133_1,0.3847487001733102,1.0
69,H1166TS133_2,0.38128249566724437,1.0
70,H1166TS133_3,0.3778162911611785,1.0
71,H1166TS133_4,0.36048526863084923,1.0
72,H1166TS133_5,0.3327556325823224,1.0
73,H1166TS147_1,0.43327556325823224,1.0
74,H1166TS147_2,0.561525129982669,1.0
75,H1166TS147_3,0.45753899480069327,1.0
76,H1166TS147_4,0.38128249566724437,1.0
77,H1166TS147_5,0.512998266897747,1.0
78,H1166TS150_1,0.43327556325823224,1.0
79,H1166TS150_2,0.3778162911611785,1.0
80,H1166TS150_3,0.32582322357019067,1.0
81,H1166TS150_4,0.36395147313691506,1.0
