,model,interface_size_norm,model_size_norm
0,H1129TS003_1,0.021629416005767843,1.0
1,H1129TS003_2,0.03172314347512617,1.0
2,H1129TS003_3,0.020187454938716654,1.0
3,H1129TS003_4,0.0273972602739726,1.0
4,H1129TS003_5,0.05767844268204758,1.0
5,H1129TS011_1,0.08651766402307137,1.0
6,H1129TS011_2,0.0418168709444845,1.0
7,H1129TS011_3,0.08940158615717375,1.0
8,H1129TS011_4,0.08507570295602018,1.0
9,H1129TS011_5,0.07065609228550829,1.0
10,H1129TS035_1,0.018745493871665464,1.0
11,H1129TS035_2,0.015861571737563085,1.0
12,H1129TS035_3,0.008651766402307137,1.0
13,H1129TS035_4,0.012977649603460706,1.0
14,H1129TS035_5,0.018745493871665464,1.0
15,H1129TS037_1,0.1384282624369142,1.0
16,H1129TS037_2,0.05191059841384282,1.0
17,H1129TS037_3,0.07065609228550829,1.0
18,H1129TS037_4,0.6214852198990627,1.0
19,H1129TS037_5,0.08507570295602018,1.0
20,H1129TS054_1,0.06056236481614996,1.0
21,H1129TS054_2,0.02883922134102379,1.0
22,H1129TS054_3,0.015861571737563085,1.0
23,H1129TS054_4,0.12112472963229992,1.0
24,H1129TS054_5,0.09084354722422494,1.0
25,H1129TS071_1,0.0692141312184571,1.0
26,H1129TS071_2,0.07209805335255948,1.0
27,H1129TS071_3,0.07642393655371305,1.0
28,H1129TS071_4,0.05335255948089401,1.0
29,H1129TS071_5,0.043258832011535686,1.0
30,H1129TS073_1,0.083633741888969,1.0
31,H1129TS073_2,0.049026676279740444,1.0
32,H1129TS073_3,0.05767844268204758,1.0
33,H1129TS073_4,0.05335255948089401,1.0
34,H1129TS073_5,0.03460706560922855,1.0
35,H1129TS086_1,0.0273972602739726,1.0
36,H1129TS086_2,0.018745493871665464,1.0
37,H1129TS086_3,0.021629416005767843,1.0
38,H1129TS086_4,0.020187454938716654,1.0
39,H1129TS086_5,0.018745493871665464,1.0
40,H1129TS091_1,0.16149963950973323,1.0
41,H1129TS091_2,0.167267483777938,1.0
42,H1129TS091_3,0.17447728911319393,1.0
43,H1129TS091_4,0.12112472963229992,1.0
44,H1129TS091_5,0.07209805335255948,1.0
45,H1129TS092_1,0.13121845710165825,1.0
46,H1129TS098_1,0.050468637346791634,1.0
47,H1129TS098_2,0.0547945205479452,1.0
48,H1129TS098_3,0.0547945205479452,1.0
49,H1129TS098_4,0.049026676279740444,1.0
50,H1129TS098_5,0.06200432588320115,1.0
51,H1129TS119_1,0.05912040374909877,1.0
52,H1129TS119_2,0.02883922134102379,1.0
53,H1129TS119_3,0.06488824801730353,1.0
54,H1129TS119_4,0.0821917808219178,1.0
55,H1129TS119_5,0.049026676279740444,1.0
56,H1129TS125_1,0.06056236481614996,1.0
57,H1129TS125_2,0.02883922134102379,1.0
58,H1129TS125_3,0.015861571737563085,1.0
59,H1129TS125_4,0.12112472963229992,1.0
60,H1129TS125_5,0.09084354722422494,1.0
61,H1129TS131_1,0.0014419610670511895,1.0
62,H1129TS131_2,0.02595529920692141,1.0
63,H1129TS131_3,0.018745493871665464,1.0
64,H1129TS131_4,0.05912040374909877,1.0
65,H1129TS131_5,0.0014419610670511895,1.0
66,H1129TS133_1,0.08651766402307137,1.0
67,H1129TS133_2,0.0418168709444845,1.0
68,H1129TS133_3,0.08940158615717375,1.0
69,H1129TS133_4,0.08507570295602018,1.0
70,H1129TS133_5,0.07065609228550829,1.0
71,H1129TS147_1,0.14275414563806776,1.0
72,H1129TS147_2,0.12689257390050468,1.0
73,H1129TS147_3,0.13554434030281182,1.0
74,H1129TS147_4,0.13410237923576063,1.0
75,H1129TS147_5,0.1254506128334535,1.0
76,H1129TS150_1,0.02883922134102379,1.0
77,H1129TS150_2,0.03893294881038212,1.0
78,H1129TS150_3,0.017303532804614274,1.0
79,H1129TS150_4,0.03460706560922855,1.0
80,H1129TS150_5,0.024513338139870222,1.0
81,H1129TS158_1,0.021629416005767843,1.0
82,H1129TS158_2,0.03172314347512617,1.0
83,H1129TS158_3,0.020187454938716654,1.0
84,H1129TS158_4,0.0273972602739726,1.0
85,H1129TS158_5,0.024513338139870222,1.0
86,H1129TS165_1,0.14852198990627252,1.0
87,H1129TS165_2,0.13266041816870944,1.0
88,H1129TS165_3,0.20908435472242248,1.0
89,H1129TS165_4,0.0821917808219178,1.0
90,H1129TS165_5,0.19033886085075702,1.0
91,H1129TS169_1,0.050468637346791634,1.0
92,H1129TS169_2,0.050468637346791634,1.0
93,H1129TS169_3,0.02883922134102379,1.0
94,H1129TS169_4,0.03893294881038212,1.0
95,H1129TS169_5,0.06488824801730353,1.0
96,H1129TS180_1,0.05767844268204758,1.0
97,H1129TS180_2,0.02883922134102379,1.0
98,H1129TS180_3,0.04037490987743331,1.0
99,H1129TS180_4,0.02595529920692141,1.0
100,H1129TS180_5,0.07065609228550829,1.0
101,H1129TS185_1,0.11535688536409516,0.9762076423936553
102,H1129TS185_2,0.17447728911319393,0.9762076423936553
103,H1129TS185_3,0.21773612112472962,0.9762076423936553
