,model,interface_size_norm,model_size_norm
0,H1185TS003_1,0.6026986506746627,1.0
1,H1185TS003_2,0.6056971514242878,1.0
2,H1185TS003_3,0.5967016491754122,1.0
3,H1185TS003_4,0.5892053973013494,1.0
4,H1185TS003_5,0.5997001499250375,1.0
5,H1185TS035_1,0.49025487256371814,1.0
6,H1185TS035_2,0.4512743628185907,1.0
7,H1185TS035_3,0.4497751124437781,1.0
8,H1185TS035_4,0.4302848575712144,1.0
9,H1185TS035_5,0.18140929535232383,1.0
10,H1185TS054_1,0.631184407796102,1.0
11,H1185TS054_2,0.5997001499250375,1.0
12,H1185TS054_3,0.6071964017991005,1.0
13,H1185TS054_4,0.6521739130434783,1.0
14,H1185TS054_5,0.5802098950524738,1.0
15,H1185TS071_1,0.5742128935532234,1.0
16,H1185TS071_2,0.5892053973013494,1.0
17,H1185TS071_3,0.5937031484257871,1.0
18,H1185TS071_4,0.5982008995502249,1.0
19,H1185TS071_5,0.6026986506746627,1.0
20,H1185TS073_1,0.6206896551724138,1.0
21,H1185TS073_2,0.6371814092953523,1.0
22,H1185TS073_3,0.6206896551724138,1.0
23,H1185TS073_4,0.6881559220389805,1.0
24,H1185TS073_5,0.5577211394302849,1.0
25,H1185TS074_1,0.5877061469265368,1.0
26,H1185TS074_2,0.5877061469265368,1.0
27,H1185TS074_3,0.623688155922039,1.0
28,H1185TS074_4,0.5862068965517241,1.0
29,H1185TS074_5,0.48875562218890556,1.0
30,H1185TS086_1,0.5922038980509745,1.0
31,H1185TS086_2,0.6026986506746627,1.0
32,H1185TS086_3,0.5982008995502249,1.0
33,H1185TS086_4,0.5967016491754122,1.0
34,H1185TS086_5,0.5952023988005997,1.0
35,H1185TS091_1,0.671664167916042,1.0
36,H1185TS091_2,0.5847076461769115,1.0
37,H1185TS091_3,0.6746626686656672,1.0
38,H1185TS091_4,0.6521739130434783,1.0
39,H1185TS091_5,0.5697151424287856,1.0
40,H1185TS092_1,0.6011994002998501,1.0
41,H1185TS098_1,1.9655172413793103,1.0
42,H1185TS098_2,2.523238380809595,1.0
43,H1185TS098_3,0.5907046476761619,1.0
44,H1185TS098_4,0.5952023988005997,1.0
45,H1185TS098_5,0.6056971514242878,1.0
46,H1185TS119_1,0.5907046476761619,1.0
47,H1185TS119_2,0.6086956521739131,1.0
48,H1185TS119_3,0.5907046476761619,1.0
49,H1185TS119_4,0.6026986506746627,1.0
50,H1185TS119_5,0.5817091454272864,1.0
51,H1185TS125_1,0.631184407796102,1.0
52,H1185TS125_2,0.5997001499250375,1.0
53,H1185TS125_3,0.6071964017991005,1.0
54,H1185TS125_4,0.6521739130434783,1.0
55,H1185TS125_5,0.5802098950524738,1.0
56,H1185TS131_1,0.5907046476761619,1.0
57,H1185TS131_2,0.6086956521739131,1.0
58,H1185TS131_3,0.5907046476761619,1.0
59,H1185TS131_4,0.6026986506746627,1.0
60,H1185TS131_5,0.5817091454272864,1.0
61,H1185TS150_1,0.5907046476761619,1.0
62,H1185TS150_2,0.5937031484257871,1.0
63,H1185TS150_3,0.56071964017991,1.0
64,H1185TS150_4,0.5772113943028486,1.0
65,H1185TS150_5,0.5787106446776612,1.0
66,H1185TS158_1,0.5892053973013494,1.0
67,H1185TS158_2,0.5967016491754122,1.0
68,H1185TS158_3,0.5922038980509745,1.0
69,H1185TS158_4,0.5922038980509745,1.0
70,H1185TS158_5,0.6026986506746627,1.0
71,H1185TS165_1,0.7631184407796102,1.0
72,H1185TS165_2,0.8245877061469266,1.0
73,H1185TS165_3,0.8125937031484258,1.0
74,H1185TS165_4,0.8725637181409296,1.0
75,H1185TS165_5,0.7316341829085458,1.0
76,H1185TS169_1,0.6056971514242878,1.0
77,H1185TS169_2,0.5952023988005997,1.0
78,H1185TS169_3,0.5907046476761619,1.0
79,H1185TS169_4,1.9655172413793103,1.0
80,H1185TS169_5,2.523238380809595,1.0
81,H1185TS180_1,0.5712143928035982,1.0
82,H1185TS180_2,0.5472263868065967,1.0
83,H1185TS180_3,0.5592203898050975,1.0
84,H1185TS180_4,0.5472263868065967,1.0
85,H1185TS180_5,0.5637181409295352,1.0
86,H1185TS185_1,0.5757121439280359,1.0
87,H1185TS185_2,0.5487256371814093,1.0
88,H1185TS185_3,0.46326836581709147,1.0
89,H1185TS185_4,0.49025487256371814,1.0
90,H1185TS185_5,0.4782608695652174,1.0
91,H1185TS187_1,0.5712143928035982,1.0
92,H1185TS187_2,0.5847076461769115,1.0
93,H1185TS187_3,0.5412293853073463,1.0
94,H1185TS187_4,0.6326836581709145,1.0
95,H1185TS187_5,0.5157421289355323,1.0
96,H1185TS188_1,0.6131934032983508,1.0
97,H1185TS188_2,0.56071964017991,1.0
98,H1185TS188_3,0.5652173913043478,1.0
99,H1185TS188_4,0.5787106446776612,1.0
100,H1185TS188_5,0.5937031484257871,1.0
101,H1185TS225_1,0.6416791604197901,1.0
102,H1185TS225_2,0.623688155922039,1.0
103,H1185TS225_3,0.5997001499250375,1.0
104,H1185TS225_4,0.6461769115442278,1.0
105,H1185TS225_5,0.616191904047976,1.0
106,H1185TS227_1,0.6011994002998501,1.0
107,H1185TS227_2,0.6176911544227887,1.0
108,H1185TS227_3,0.6176911544227887,1.0
109,H1185TS227_4,0.6026986506746627,1.0
110,H1185TS227_5,0.6071964017991005,1.0
111,H1185TS229_1,0.5982008995502249,1.0
112,H1185TS229_2,0.5367316341829086,0.9272863568215892
113,H1185TS229_3,0.5322338830584707,0.9272863568215892
114,H1185TS229_4,0.5922038980509745,1.0
115,H1185TS229_5,0.5382308845577212,0.9272863568215892
116,H1185TS239_1,0.5382308845577212,0.9272863568215892
117,H1185TS239_2,0.5367316341829086,0.9272863568215892
118,H1185TS239_3,0.5322338830584707,0.9272863568215892
119,H1185TS239_4,0.5922038980509745,1.0
120,H1185TS239_5,0.5982008995502249,1.0
121,H1185TS245_1,0.6266866566716641,1.0
122,H1185TS248_1,0.49025487256371814,1.0
123,H1185TS248_2,0.4512743628185907,1.0
124,H1185TS248_3,0.4497751124437781,1.0
125,H1185TS248_4,0.4302848575712144,1.0
126,H1185TS248_5,0.18140929535232383,1.0
127,H1185TS257_1,0.5442278860569715,1.0
128,H1185TS257_2,0.5652173913043478,1.0
129,H1185TS257_3,0.5712143928035982,1.0
130,H1185TS257_4,0.623688155922039,1.0
131,H1185TS257_5,0.6071964017991005,1.0
132,H1185TS278_1,0.6746626686656672,1.0
133,H1185TS278_2,1.3148425787106446,1.0
134,H1185TS278_3,0.6926536731634183,1.0
135,H1185TS278_4,0.7256371814092953,1.0
136,H1185TS278_5,0.568215892053973,1.0
137,H1185TS288_1,0.5787106446776612,1.0
138,H1185TS288_2,0.5787106446776612,1.0
139,H1185TS288_3,0.5787106446776612,1.0
140,H1185TS288_4,0.5787106446776612,1.0
141,H1185TS288_5,0.5787106446776612,1.0
142,H1185TS298_1,0.6071964017991005,1.0
143,H1185TS298_2,0.6011994002998501,1.0
144,H1185TS298_3,0.5862068965517241,1.0
145,H1185TS298_4,0.5967016491754122,1.0
146,H1185TS298_5,0.6041979010494752,1.0
147,H1185TS320_1,0.5907046476761619,1.0
148,H1185TS320_2,0.5937031484257871,1.0
149,H1185TS320_3,0.56071964017991,1.0
150,H1185TS320_4,0.5772113943028486,1.0
151,H1185TS320_5,0.5787106446776612,1.0
152,H1185TS333_1,1.0224887556221889,1.0
153,H1185TS333_2,0.889055472263868,1.0
154,H1185TS333_3,0.9940029985007496,1.0
155,H1185TS333_4,0.0,1.0
156,H1185TS333_5,0.0,1.0
157,H1185TS348_1,0.6026986506746627,1.0
158,H1185TS348_2,0.6071964017991005,1.0
159,H1185TS348_3,0.6011994002998501,1.0
160,H1185TS348_4,0.6041979010494752,1.0
161,H1185TS348_5,0.5772113943028486,1.0
162,H1185TS360_1,0.5772113943028486,1.0
163,H1185TS360_2,0.5907046476761619,1.0
164,H1185TS360_3,0.5967016491754122,1.0
165,H1185TS360_4,0.5892053973013494,1.0
166,H1185TS360_5,0.5847076461769115,1.0
167,H1185TS367_1,0.6026986506746627,1.0
168,H1185TS367_2,0.6056971514242878,1.0
169,H1185TS367_3,0.5967016491754122,1.0
170,H1185TS367_4,0.5907046476761619,1.0
171,H1185TS367_5,0.5982008995502249,1.0
172,H1185TS368_1,1.0224887556221889,1.0
173,H1185TS368_2,0.889055472263868,1.0
174,H1185TS368_3,0.9940029985007496,1.0
175,H1185TS368_4,0.0,1.0
176,H1185TS368_5,0.0,1.0
177,H1185TS374_1,0.6086956521739131,1.0
178,H1185TS374_2,0.5982008995502249,1.0
179,H1185TS374_3,0.5967016491754122,1.0
180,H1185TS374_4,0.5757121439280359,1.0
181,H1185TS374_5,0.5907046476761619,1.0
182,H1185TS385_1,0.6266866566716641,1.0
183,H1185TS390_1,0.5907046476761619,1.0
184,H1185TS390_2,0.5937031484257871,1.0
185,H1185TS390_3,0.56071964017991,1.0
186,H1185TS390_4,0.5772113943028486,1.0
187,H1185TS390_5,0.5787106446776612,1.0
188,H1185TS398_1,0.7631184407796102,1.0
189,H1185TS398_2,0.6581709145427287,1.0
190,H1185TS398_3,0.7991004497751124,1.0
191,H1185TS398_4,0.7031484257871065,1.0
192,H1185TS398_5,0.5637181409295352,1.0
193,H1185TS399_1,0.631184407796102,1.0
194,H1185TS399_2,0.5997001499250375,1.0
195,H1185TS399_3,0.6071964017991005,1.0
196,H1185TS399_4,0.6521739130434783,1.0
197,H1185TS399_5,0.5802098950524738,1.0
198,H1185TS423_1,0.5712143928035982,1.0
199,H1185TS423_2,0.5847076461769115,1.0
200,H1185TS423_3,0.5412293853073463,1.0
201,H1185TS423_4,0.6326836581709145,1.0
202,H1185TS423_5,0.5157421289355323,1.0
203,H1185TS433_1,0.6056971514242878,1.0
204,H1185TS433_2,0.5922038980509745,1.0
205,H1185TS433_3,0.48125937031484256,1.0
206,H1185TS433_4,0.5652173913043478,1.0
207,H1185TS433_5,0.512743628185907,1.0
208,H1185TS434_1,0.6011994002998501,1.0
209,H1185TS434_2,0.6176911544227887,1.0
210,H1185TS434_3,0.6176911544227887,1.0
211,H1185TS434_4,0.6026986506746627,1.0
212,H1185TS434_5,0.6071964017991005,1.0
213,H1185TS439_1,0.5982008995502249,1.0
214,H1185TS439_2,0.5367316341829086,0.9272863568215892
215,H1185TS439_3,0.5322338830584707,0.9272863568215892
216,H1185TS439_4,0.5922038980509745,1.0
217,H1185TS439_5,0.5382308845577212,0.9272863568215892
218,H1185TS441_1,0.6056971514242878,1.0
219,H1185TS441_2,0.5922038980509745,1.0
220,H1185TS441_3,0.48125937031484256,1.0
221,H1185TS441_4,0.5652173913043478,1.0
222,H1185TS441_5,0.512743628185907,1.0
223,H1185TS444_1,0.6551724137931034,1.0
224,H1185TS444_2,0.6296851574212894,1.0
225,H1185TS444_3,0.638680659670165,1.0
226,H1185TS444_4,0.6476761619190404,1.0
227,H1185TS444_5,0.6956521739130435,1.0
228,H1185TS446_1,0.5772113943028486,1.0
229,H1185TS446_2,0.5862068965517241,1.0
230,H1185TS446_3,0.5712143928035982,1.0
231,H1185TS446_4,0.5817091454272864,1.0
232,H1185TS446_5,0.5712143928035982,1.0
233,H1185TS447_1,0.7361319340329835,1.0
234,H1185TS447_2,0.7361319340329835,1.0
235,H1185TS447_3,0.7391304347826086,1.0
236,H1185TS447_4,0.7391304347826086,1.0
237,H1185TS447_5,0.6806596701649176,1.0
238,H1185TS461_1,0.5772113943028486,1.0
239,H1185TS461_2,0.5862068965517241,1.0
240,H1185TS461_3,0.5712143928035982,1.0
241,H1185TS461_4,0.5817091454272864,1.0
242,H1185TS461_5,0.5712143928035982,1.0
243,H1185TS462_1,0.5712143928035982,1.0
244,H1185TS462_2,0.5472263868065967,1.0
245,H1185TS462_3,0.5592203898050975,1.0
246,H1185TS462_4,0.5472263868065967,1.0
247,H1185TS462_5,0.5637181409295352,1.0
248,H1185TS477_1,0.5697151424287856,1.0
249,H1185TS494_1,0.5877061469265368,1.0
250,H1185TS494_2,0.5862068965517241,1.0
251,H1185TS494_3,0.6116941529235382,1.0
252,H1185TS494_4,0.5292353823088456,0.9482758620689655
253,H1185TS494_5,0.44377811094452774,0.9482758620689655
