,model,interface_size_norm,model_size_norm
0,H1167TS003_1,0.3392857142857143,1.0
1,H1167TS003_2,0.3392857142857143,1.0
2,H1167TS003_3,0.32857142857142857,1.0
3,H1167TS003_4,0.32857142857142857,1.0
4,H1167TS003_5,0.3392857142857143,1.0
5,H1167TS011_1,0.325,1.0
6,H1167TS011_2,0.32857142857142857,1.0
7,H1167TS011_3,0.325,1.0
8,H1167TS011_4,0.33214285714285713,1.0
9,H1167TS011_5,0.3357142857142857,1.0
10,H1167TS035_1,0.2785714285714286,1.0
11,H1167TS035_2,0.29642857142857143,1.0
12,H1167TS035_3,0.2785714285714286,1.0
13,H1167TS035_4,0.28214285714285714,1.0
14,H1167TS035_5,0.2785714285714286,1.0
15,H1167TS037_1,0.35,1.0
16,H1167TS037_2,0.35,1.0
17,H1167TS037_3,0.375,1.0
18,H1167TS037_4,0.39285714285714285,1.0
19,H1167TS037_5,0.30357142857142855,1.0
20,H1167TS054_1,0.39285714285714285,1.0
21,H1167TS054_2,0.3535714285714286,1.0
22,H1167TS054_3,0.4,1.0
23,H1167TS054_4,0.4142857142857143,1.0
24,H1167TS054_5,0.3678571428571429,1.0
25,H1167TS067_1,0.30357142857142855,0.9107142857142857
26,H1167TS067_2,0.29642857142857143,0.9107142857142857
27,H1167TS071_1,0.33214285714285713,1.0
28,H1167TS071_2,0.3357142857142857,1.0
29,H1167TS071_3,0.32857142857142857,1.0
30,H1167TS071_4,0.33214285714285713,1.0
31,H1167TS071_5,0.3357142857142857,1.0
32,H1167TS073_1,0.2785714285714286,1.0
33,H1167TS073_2,0.2571428571428571,1.0
34,H1167TS073_3,0.3142857142857143,1.0
35,H1167TS073_4,0.20357142857142857,1.0
36,H1167TS073_5,0.32857142857142857,1.0
37,H1167TS086_1,0.3392857142857143,1.0
38,H1167TS086_2,0.32857142857142857,1.0
39,H1167TS086_3,0.3392857142857143,1.0
40,H1167TS086_4,0.33214285714285713,1.0
41,H1167TS086_5,0.34285714285714286,1.0
42,H1167TS091_1,0.3678571428571429,1.0
43,H1167TS091_2,0.33214285714285713,1.0
44,H1167TS091_3,0.5357142857142857,1.0
45,H1167TS091_4,0.24642857142857144,1.0
46,H1167TS091_5,0.35714285714285715,1.0
47,H1167TS092_1,0.3392857142857143,1.0
48,H1167TS098_1,0.6892857142857143,1.0
49,H1167TS098_2,0.9392857142857143,1.0
50,H1167TS098_3,0.9392857142857143,1.0
51,H1167TS098_4,0.9392857142857143,1.0
52,H1167TS098_5,0.9392857142857143,1.0
53,H1167TS119_1,0.3607142857142857,1.0
54,H1167TS119_2,0.30357142857142855,1.0
55,H1167TS119_3,0.33214285714285713,1.0
56,H1167TS119_4,0.2892857142857143,1.0
57,H1167TS119_5,0.3392857142857143,1.0
58,H1167TS125_1,0.39285714285714285,1.0
59,H1167TS125_2,0.3535714285714286,1.0
60,H1167TS125_3,0.4,1.0
61,H1167TS125_4,0.4142857142857143,1.0
62,H1167TS125_5,0.3678571428571429,1.0
63,H1167TS131_1,0.3607142857142857,1.0
64,H1167TS131_2,0.33214285714285713,1.0
65,H1167TS131_3,0.3357142857142857,1.0
66,H1167TS131_4,0.3357142857142857,1.0
67,H1167TS131_5,0.3357142857142857,1.0
68,H1167TS133_1,0.33214285714285713,1.0
69,H1167TS133_2,0.3392857142857143,1.0
70,H1167TS133_3,0.31785714285714284,1.0
71,H1167TS133_4,0.3392857142857143,1.0
72,H1167TS133_5,0.3464285714285714,1.0
73,H1167TS147_1,0.5321428571428571,1.0
74,H1167TS147_2,0.5071428571428571,1.0
75,H1167TS147_3,0.5321428571428571,1.0
76,H1167TS147_4,0.5607142857142857,1.0
77,H1167TS147_5,0.5214285714285715,1.0
78,H1167TS150_1,0.33214285714285713,1.0
79,H1167TS150_2,0.3535714285714286,1.0
80,H1167TS150_3,0.3392857142857143,1.0
81,H1167TS150_4,0.29642857142857143,1.0
82,H1167TS150_5,0.325,1.0
83,H1167TS158_1,0.32857142857142857,1.0
84,H1167TS158_2,0.3392857142857143,1.0
85,H1167TS158_3,0.32857142857142857,1.0
86,H1167TS158_4,0.3392857142857143,1.0
87,H1167TS158_5,0.33214285714285713,1.0
88,H1167TS165_1,0.6535714285714286,1.0
89,H1167TS165_2,0.5357142857142857,1.0
90,H1167TS165_3,0.5821428571428572,1.0
91,H1167TS165_4,0.6428571428571429,1.0
92,H1167TS165_5,0.725,1.0
93,H1167TS169_1,0.6892857142857143,1.0
94,H1167TS169_2,0.9392857142857143,1.0
95,H1167TS169_3,0.9392857142857143,1.0
96,H1167TS169_4,0.9392857142857143,1.0
97,H1167TS169_5,0.9392857142857143,1.0
98,H1167TS180_1,0.325,1.0
99,H1167TS180_2,0.32142857142857145,1.0
100,H1167TS180_3,0.29285714285714287,1.0
101,H1167TS180_4,0.3,1.0
102,H1167TS180_5,0.325,1.0
103,H1167TS185_1,0.3678571428571429,1.0
104,H1167TS185_2,0.35,1.0
105,H1167TS185_3,0.35,1.0
106,H1167TS185_4,0.3107142857142857,1.0
107,H1167TS185_5,0.3142857142857143,1.0
108,H1167TS187_1,0.31785714285714284,1.0
109,H1167TS187_2,0.31785714285714284,1.0
110,H1167TS187_3,0.29285714285714287,1.0
111,H1167TS187_4,0.3107142857142857,1.0
112,H1167TS187_5,0.34285714285714286,1.0
113,H1167TS188_1,0.6964285714285714,1.0
114,H1167TS188_2,0.6928571428571428,1.0
115,H1167TS188_3,0.6892857142857143,1.0
116,H1167TS188_4,0.4857142857142857,1.0
