,model,interface_size_norm,model_size_norm
0,T1170TS003_1o,0.23375262054507337,1.0
1,T1170TS003_2o,0.29979035639413,1.0
2,T1170TS003_3o,0.24109014675052412,1.0
3,T1170TS003_4o,0.240041928721174,1.0
4,T1170TS003_5o,0.20020964360587,1.0
5,T1170TS035_1o,0.3658280922431866,1.0
6,T1170TS035_2o,0.14465408805031446,1.0
7,T1170TS035_3o,0.4129979035639413,1.0
8,T1170TS035_4o,0.41509433962264153,1.0
9,T1170TS035_5o,0.429769392033543,1.0
10,T1170TS037_1o,0.2358490566037736,1.0
11,T1170TS037_2o,0.059748427672955975,1.0
12,T1170TS037_3o,1.4392033542976939,1.0
13,T1170TS037_4o,0.018867924528301886,1.0
14,T1170TS037_5o,3.441299790356394,1.0
15,T1170TS046_1o,0.3658280922431866,1.0
16,T1170TS046_2o,0.14465408805031446,1.0
17,T1170TS046_3o,0.4129979035639413,1.0
18,T1170TS046_4o,0.41509433962264153,1.0
19,T1170TS046_5o,0.429769392033543,1.0
20,T1170TS054_1o,0.18553459119496854,1.0
21,T1170TS054_2o,0.20440251572327045,1.0
22,T1170TS054_3o,0.2672955974842767,1.0
23,T1170TS054_4o,0.2148846960167715,1.0
24,T1170TS054_5o,0.19916142557651992,1.0
25,T1170TS071_1o,0.22641509433962265,1.0
26,T1170TS071_2o,0.20754716981132076,1.0
27,T1170TS071_3o,0.25157232704402516,1.0
28,T1170TS071_4o,0.20649895178197064,1.0
29,T1170TS071_5o,0.20649895178197064,1.0
30,T1170TS073_1o,0.389937106918239,1.0
31,T1170TS073_2o,0.23060796645702306,1.0
32,T1170TS073_3o,0.22851153039832284,1.0
33,T1170TS073_4o,0.012578616352201259,1.0
34,T1170TS073_5o,0.20440251572327045,1.0
35,T1170TS086_1o,0.20020964360587,1.0
36,T1170TS086_2o,0.19916142557651992,1.0
37,T1170TS086_3o,0.19916142557651992,1.0
38,T1170TS086_4o,0.3008385744234801,1.0
39,T1170TS086_5o,0.3039832285115304,1.0
40,T1170TS091_1o,0.20230607966457023,1.0
41,T1170TS091_2o,0.14570230607966456,1.0
42,T1170TS091_3o,0.15618448637316562,1.0
43,T1170TS091_4o,0.24633123689727462,1.0
44,T1170TS091_5o,0.1970649895178197,1.0
45,T1170TS098_1o,0.5618448637316562,1.0
46,T1170TS098_2o,0.0,1.0
47,T1170TS098_3o,0.17819706498951782,1.0
48,T1170TS098_4o,0.17819706498951782,1.0
49,T1170TS098_5o,0.5618448637316562,1.0
50,T1170TS119_1o,0.27044025157232704,1.0
51,T1170TS119_2o,0.2976939203354298,1.0
52,T1170TS119_3o,0.2861635220125786,1.0
53,T1170TS119_4o,0.2966457023060797,1.0
54,T1170TS119_5o,0.2851153039832285,1.0
55,T1170TS122_2o,0.2693920335429769,1.0
56,T1170TS125_1o,0.18553459119496854,1.0
57,T1170TS125_2o,0.20440251572327045,1.0
58,T1170TS125_3o,0.2672955974842767,1.0
59,T1170TS125_4o,0.2148846960167715,1.0
60,T1170TS125_5o,0.19916142557651992,1.0
61,T1170TS131_1o,0.2861635220125786,1.0
62,T1170TS131_2o,0.2966457023060797,1.0
63,T1170TS131_3o,0.27044025157232704,1.0
64,T1170TS131_4o,0.24633123689727462,1.0
65,T1170TS131_5o,0.2358490566037736,1.0
66,T1170TS147_1o,0.19077568134171907,1.0
67,T1170TS147_2o,0.20020964360587,1.0
68,T1170TS147_3o,0.20335429769392033,1.0
69,T1170TS147_4o,0.17714884696016772,1.0
70,T1170TS147_5o,0.16981132075471697,1.0
71,T1170TS150_1o,0.1949685534591195,1.0
72,T1170TS150_2o,0.18867924528301888,1.0
73,T1170TS150_3o,0.2893081761006289,1.0
74,T1170TS150_4o,0.24528301886792453,1.0
75,T1170TS150_5o,0.24528301886792453,1.0
76,T1170TS158_1o,0.20020964360587,1.0
77,T1170TS158_2o,0.19916142557651992,1.0
78,T1170TS158_3o,0.19916142557651992,1.0
79,T1170TS158_4o,0.3039832285115304,1.0
80,T1170TS158_5o,0.3008385744234801,1.0
81,T1170TS165_1o,0.4716981132075472,1.0
82,T1170TS165_2o,0.6037735849056604,1.0
83,T1170TS165_3o,0.44025157232704404,1.0
84,T1170TS165_4o,0.4088050314465409,1.0
85,T1170TS165_5o,0.3270440251572327,1.0
86,T1170TS169_1o,0.17819706498951782,1.0
87,T1170TS169_2o,0.17819706498951782,1.0
88,T1170TS169_3o,0.5618448637316562,1.0
89,T1170TS169_4o,0.5618448637316562,1.0
90,T1170TS169_5o,0.0,1.0
91,T1170TS180_1o,0.3689727463312369,1.0
92,T1170TS180_2o,0.3333333333333333,1.0
93,T1170TS180_3o,0.25366876310272535,1.0
94,T1170TS180_4o,0.2893081761006289,1.0
95,T1170TS180_5o,0.2777777777777778,1.0
96,T1170TS185_1o,0.24947589098532494,1.0
97,T1170TS185_2o,0.25052410901467503,1.0
98,T1170TS185_3o,0.25157232704402516,1.0
99,T1170TS185_4o,0.2777777777777778,1.0
100,T1170TS185_5o,0.2777777777777778,1.0
101,T1170TS187_1o,0.09958071278825996,0.5
102,T1170TS187_2o,0.09119496855345911,0.5
103,T1170TS187_3o,0.09119496855345911,0.5
104,T1170TS187_4o,0.0859538784067086,0.5
105,T1170TS187_5o,0.1719077568134172,0.5
106,T1170TS188_1o,0.5335429769392034,1.0
107,T1170TS188_2o,0.5303983228511531,1.0
108,T1170TS188_3o,0.539832285115304,1.0
109,T1170TS188_4o,0.17819706498951782,1.0
110,T1170TS188_5o,0.16876310272536688,1.0
111,T1170TS205_1o,0.46855345911949686,1.0
112,T1170TS205_2o,0.5062893081761006,1.0
113,T1170TS205_3o,0.30922431865828093,1.0
114,T1170TS205_4o,0.3637316561844864,1.0
115,T1170TS205_5o,0.4119496855345912,1.0
116,T1170TS229_1o,0.38155136268343814,1.0
117,T1170TS229_2o,0.3920335429769392,1.0
118,T1170TS229_3o,0.39622641509433965,1.0
119,T1170TS229_4o,0.2746331236897275,1.0
120,T1170TS229_5o,0.34591194968553457,1.0
121,T1170TS239_1o,0.21174004192872117,1.0
122,T1170TS239_2o,0.27044025157232704,1.0
123,T1170TS239_3o,0.29979035639413,1.0
124,T1170TS239_4o,0.1918238993710692,1.0
125,T1170TS239_5o,0.16037735849056603,1.0
126,T1170TS245_1o,0.39832285115303984,1.0
127,T1170TS248_1o,0.3658280922431866,1.0
128,T1170TS248_2o,0.14465408805031446,1.0
129,T1170TS248_3o,0.4129979035639413,1.0
130,T1170TS248_4o,0.41509433962264153,1.0
131,T1170TS248_5o,0.429769392033543,1.0
132,T1170TS278_1o,0.4580712788259958,1.0
133,T1170TS278_2o,0.2693920335429769,1.0
134,T1170TS278_3o,0.06289308176100629,1.0
135,T1170TS278_4o,0.2589098532494759,1.0
136,T1170TS278_5o,0.44025157232704404,1.0
137,T1170TS288_1o,0.22327044025157233,1.0
138,T1170TS288_2o,0.23060796645702306,1.0
139,T1170TS288_3o,0.22851153039832284,1.0
140,T1170TS288_4o,0.012578616352201259,1.0
141,T1170TS288_5o,0.20440251572327045,1.0
142,T1170TS291_1o,0.2914046121593291,1.0
143,T1170TS291_2o,0.3039832285115304,1.0
144,T1170TS291_3o,0.15618448637316562,1.0
145,T1170TS291_4o,0.10272536687631027,1.0
146,T1170TS291_5o,0.32914046121593293,1.0
147,T1170TS298_1o,0.2840670859538784,1.0
148,T1170TS298_2o,0.20440251572327045,1.0
149,T1170TS298_3o,0.28197064989517817,1.0
150,T1170TS298_4o,0.3060796645702306,1.0
151,T1170TS298_5o,0.2631027253668763,1.0
152,T1170TS304_1o,0.3658280922431866,1.0
153,T1170TS304_2o,0.14465408805031446,1.0
154,T1170TS304_3o,0.4129979035639413,1.0
155,T1170TS304_4o,0.41509433962264153,1.0
156,T1170TS304_5o,0.429769392033543,1.0
157,T1170TS312_1o,0.11949685534591195,0.9837526205450734
158,T1170TS312_2o,0.16037735849056603,0.9816561844863732
159,T1170TS312_3o,0.19392033542976939,0.9816561844863732
160,T1170TS312_4o,0.16247379454926625,0.9837526205450734
161,T1170TS312_5o,0.09433962264150944,0.9811320754716981
162,T1170TS320_1o,0.19077568134171907,1.0
163,T1170TS320_2o,0.14150943396226415,1.0
164,T1170TS320_3o,0.27148846960167716,1.0
165,T1170TS320_4o,0.21593291404612158,1.0
166,T1170TS320_5o,0.3060796645702306,1.0
167,T1170TS325_1o,1.490566037735849,1.0
168,T1170TS347_1o,1.490566037735849,1.0
169,T1170TS348_1o,0.19916142557651992,1.0
170,T1170TS348_2o,0.1960167714884696,1.0
171,T1170TS348_3o,0.27358490566037735,1.0
172,T1170TS348_4o,0.19811320754716982,1.0
173,T1170TS348_5o,0.3008385744234801,1.0
174,T1170TS350_1o,0.2914046121593291,1.0
175,T1170TS350_2o,0.3039832285115304,1.0
176,T1170TS350_3o,0.15618448637316562,1.0
177,T1170TS350_4o,0.10272536687631027,1.0
178,T1170TS350_5o,0.32914046121593293,1.0
179,T1170TS360_1o,0.20964360587002095,1.0
180,T1170TS360_2o,0.1949685534591195,1.0
181,T1170TS360_5o,0.20230607966457023,1.0
182,T1170TS367_1o,0.240041928721174,1.0
