,model,interface_size_norm,model_size_norm
0,H1106TS003_1,0.4152542372881356,1.0
1,H1106TS003_2,0.3728813559322034,1.0
2,H1106TS003_3,0.3898305084745763,1.0
3,H1106TS003_4,0.3983050847457627,1.0
4,H1106TS003_5,0.2711864406779661,1.0
5,H1106TS035_1,0.4152542372881356,1.0
6,H1106TS035_2,0.4152542372881356,1.0
7,H1106TS035_3,0.4406779661016949,1.0
8,H1106TS035_4,0.3898305084745763,1.0
9,H1106TS035_5,0.3983050847457627,1.0
10,H1106TS037_1,0.4322033898305085,1.0
11,H1106TS037_2,0.4322033898305085,1.0
12,H1106TS037_3,0.3983050847457627,1.0
13,H1106TS037_4,0.3983050847457627,1.0
14,H1106TS037_5,0.4152542372881356,1.0
15,H1106TS054_1,0.3813559322033898,1.0
16,H1106TS054_2,0.3813559322033898,1.0
17,H1106TS054_3,0.3898305084745763,1.0
18,H1106TS054_4,0.3813559322033898,1.0
19,H1106TS054_5,0.423728813559322,1.0
20,H1106TS067_1,0.211864406779661,1.0
21,H1106TS067_2,0.15254237288135594,1.0
22,H1106TS071_1,0.4152542372881356,1.0
23,H1106TS071_2,0.4152542372881356,1.0
24,H1106TS071_3,0.4152542372881356,1.0
25,H1106TS071_4,0.423728813559322,1.0
26,H1106TS071_5,0.4152542372881356,1.0
27,H1106TS073_1,0.423728813559322,1.0
28,H1106TS073_2,0.635593220338983,1.0
29,H1106TS073_3,0.5,1.0
30,H1106TS073_4,0.423728813559322,1.0
31,H1106TS073_5,0.4915254237288136,1.0
32,H1106TS086_1,0.423728813559322,1.0
33,H1106TS086_2,0.423728813559322,1.0
34,H1106TS086_3,0.4067796610169492,1.0
35,H1106TS086_4,0.3983050847457627,1.0
36,H1106TS086_5,0.423728813559322,1.0
37,H1106TS091_1,0.3389830508474576,1.0
38,H1106TS091_2,0.288135593220339,1.0
39,H1106TS091_3,0.3050847457627119,1.0
40,H1106TS091_4,0.3559322033898305,1.0
41,H1106TS091_5,0.3389830508474576,1.0
42,H1106TS092_1,0.3559322033898305,1.0
43,H1106TS097_1,0.5677966101694916,1.0
44,H1106TS098_1,0.423728813559322,1.0
45,H1106TS098_2,0.423728813559322,1.0
46,H1106TS098_3,0.7711864406779662,1.0
47,H1106TS098_4,1.228813559322034,1.0
48,H1106TS098_5,0.4152542372881356,1.0
49,H1106TS119_1,0.423728813559322,1.0
50,H1106TS119_2,0.4322033898305085,1.0
51,H1106TS119_3,0.4067796610169492,1.0
52,H1106TS119_4,0.4322033898305085,1.0
53,H1106TS119_5,0.3813559322033898,1.0
54,H1106TS125_1,0.3983050847457627,1.0
55,H1106TS125_2,0.0847457627118644,1.0
56,H1106TS125_3,0.4067796610169492,1.0
57,H1106TS125_4,0.4067796610169492,1.0
58,H1106TS125_5,0.0847457627118644,0.788135593220339
59,H1106TS131_1,0.423728813559322,1.0
60,H1106TS131_2,0.423728813559322,1.0
61,H1106TS131_3,0.4406779661016949,1.0
62,H1106TS131_4,0.423728813559322,1.0
63,H1106TS131_5,0.4406779661016949,1.0
64,H1106TS147_1,1.0508474576271187,1.0
65,H1106TS147_2,0.5932203389830508,1.0
66,H1106TS147_3,1.0423728813559323,1.0
67,H1106TS147_4,0.652542372881356,1.0
68,H1106TS147_5,0.8813559322033898,1.0
69,H1106TS150_1,0.4067796610169492,1.0
70,H1106TS150_2,0.4067796610169492,1.0
71,H1106TS150_3,0.4576271186440678,1.0
72,H1106TS150_4,0.4067796610169492,1.0
73,H1106TS150_5,0.4576271186440678,1.0
74,H1106TS158_1,0.4406779661016949,1.0
75,H1106TS158_2,0.3898305084745763,1.0
76,H1106TS158_3,0.3813559322033898,1.0
77,H1106TS158_4,0.3728813559322034,1.0
78,H1106TS158_5,0.4322033898305085,1.0
79,H1106TS165_1,0.4576271186440678,1.0
80,H1106TS169_1,0.423728813559322,1.0
81,H1106TS169_2,0.4152542372881356,1.0
82,H1106TS169_3,0.3389830508474576,1.0
83,H1106TS169_4,0.4067796610169492,1.0
84,H1106TS169_5,0.3898305084745763,1.0
85,H1106TS180_1,0.4745762711864407,1.0
86,H1106TS180_2,0.4830508474576271,1.0
87,H1106TS180_3,0.5,1.0
88,H1106TS180_4,0.4745762711864407,1.0
89,H1106TS180_5,0.4661016949152542,1.0
90,H1106TS185_1,0.3898305084745763,1.0
91,H1106TS185_2,0.4152542372881356,1.0
92,H1106TS185_3,0.4322033898305085,1.0
93,H1106TS185_4,0.4576271186440678,1.0
94,H1106TS185_5,0.4745762711864407,1.0
95,H1106TS187_1,0.3559322033898305,1.0
96,H1106TS187_2,0.423728813559322,1.0
97,H1106TS187_3,0.4067796610169492,1.0
98,H1106TS187_4,0.4491525423728814,1.0
99,H1106TS187_5,0.4067796610169492,1.0
100,H1106TS188_1,0.3389830508474576,1.0
101,H1106TS188_2,0.3050847457627119,1.0
102,H1106TS188_3,0.423728813559322,1.0
103,H1106TS188_4,0.3728813559322034,1.0
104,H1106TS188_5,0.4152542372881356,1.0
105,H1106TS201_1,0.4661016949152542,1.0
106,H1106TS201_2,0.4661016949152542,1.0
107,H1106TS201_3,0.4661016949152542,1.0
108,H1106TS201_4,0.4491525423728814,1.0
109,H1106TS201_5,0.4661016949152542,1.0
110,H1106TS205_1,0.7457627118644068,1.0
111,H1106TS205_2,0.4745762711864407,1.0
112,H1106TS205_3,0.4152542372881356,1.0
113,H1106TS205_4,0.4322033898305085,1.0
114,H1106TS205_5,0.5,1.0
115,H1106TS215_1,0.3983050847457627,1.0
116,H1106TS225_1,0.4576271186440678,1.0
117,H1106TS225_2,0.5423728813559322,1.0
118,H1106TS225_3,0.4491525423728814,1.0
119,H1106TS225_4,0.4067796610169492,1.0
120,H1106TS225_5,0.576271186440678,1.0
121,H1106TS227_1,0.940677966101695,1.0
122,H1106TS227_2,0.9152542372881356,1.0
123,H1106TS227_3,0.9152542372881356,1.0
124,H1106TS227_4,0.9152542372881356,1.0
125,H1106TS227_5,0.8898305084745762,1.0
126,H1106TS229_1,0.5084745762711864,1.0
127,H1106TS229_2,0.3898305084745763,1.0
128,H1106TS229_3,0.4576271186440678,1.0
129,H1106TS229_4,0.4406779661016949,1.0
130,H1106TS229_5,0.4745762711864407,1.0
131,H1106TS234_1,0.3728813559322034,1.0
132,H1106TS234_2,0.923728813559322,1.0
133,H1106TS234_3,0.1864406779661017,1.0
134,H1106TS234_4,0.7457627118644068,1.0
135,H1106TS234_5,2.305084745762712,1.0
136,H1106TS239_1,0.5084745762711864,1.0
137,H1106TS239_2,0.3898305084745763,1.0
138,H1106TS239_3,0.4576271186440678,1.0
139,H1106TS239_4,0.4406779661016949,1.0
140,H1106TS239_5,0.4745762711864407,1.0
141,H1106TS245_1,0.5169491525423728,1.0
142,H1106TS245_2,0.5169491525423728,1.0
143,H1106TS245_3,0.4322033898305085,1.0
144,H1106TS245_4,0.6016949152542372,1.0
145,H1106TS245_5,0.4745762711864407,1.0
146,H1106TS248_1,0.3728813559322034,1.0
147,H1106TS248_2,0.3983050847457627,1.0
148,H1106TS248_3,0.3983050847457627,1.0
149,H1106TS248_4,0.3898305084745763,1.0
150,H1106TS248_5,0.3813559322033898,1.0
151,H1106TS257_1,0.4576271186440678,1.0
152,H1106TS278_1,0.423728813559322,1.0
153,H1106TS278_2,0.4491525423728814,0.8432203389830508
154,H1106TS278_3,0.4406779661016949,1.0
155,H1106TS278_4,0.4322033898305085,1.0
156,H1106TS278_5,0.4406779661016949,1.0
157,H1106TS288_1,0.4576271186440678,1.0
158,H1106TS288_2,0.4322033898305085,1.0
159,H1106TS288_3,0.4491525423728814,1.0
160,H1106TS288_4,0.3983050847457627,1.0
161,H1106TS288_5,0.3813559322033898,1.0
162,H1106TS291_1,0.4152542372881356,1.0
163,H1106TS291_2,0.423728813559322,1.0
164,H1106TS291_3,0.4322033898305085,1.0
165,H1106TS291_4,0.4322033898305085,1.0
166,H1106TS291_5,0.3983050847457627,1.0
167,H1106TS298_1,0.4491525423728814,1.0
168,H1106TS298_2,0.4152542372881356,1.0
169,H1106TS298_3,0.4067796610169492,1.0
170,H1106TS298_4,0.4491525423728814,1.0
171,H1106TS298_5,0.4152542372881356,1.0
172,H1106TS312_1,0.2288135593220339,0.8601694915254238
173,H1106TS312_2,0.1271186440677966,0.8601694915254238
174,H1106TS312_3,0.2033898305084746,0.8601694915254238
