,model,DockQ,DockQ_norm
0,uniclust_oxmatch_a3m_1,0.24844,0.24844
1,spec_af_8,0.2448,0.2448
2,spec_struct_6,0.2445,0.2445
3,default_uniref30_22_21,0.24238,0.24238
4,default_uniref30_22_12,0.24223,0.24223
5,spec_comp_2,0.24044,0.24044
6,unidist_uniref_sto_2,0.23814,0.23814
7,uniclust_oxmatch_a3m_6,0.23184,0.23184
8,spec_iter_uniref_sto_2,0.22981,0.22981
9,unidist_uniprot_sto_2,0.22801,0.22801
10,default_uniref30_22_7,0.22768,0.22768
11,default_multimer_8,0.22605,0.22605
12,uniclust_oxmatch_a3m_5,0.22589,0.22589
13,default_uniclust30_4,0.22581,0.22581
14,default_uniref30_22_23,0.2246,0.2246
15,default_uniclust30_5,0.22423,0.22423
16,lewis_0,0.22412,0.22412
17,unidist_uniprot_sto_4,0.22398,0.22398
18,default_uniref30_22_9,0.2223,0.2223
19,Elo_1,0.22119,0.22119
20,spec_iter_uniprot_sto_8,0.2211,0.2211
21,default_uniclust30_9,0.22046,0.22046
22,unidist_uniref_sto_1,0.22023,0.22023
23,default_uniref30_22_17,0.21889,0.21889
24,default_multimer_0,0.21816,0.21816
25,default_multimer_5,0.21739,0.21739
26,spec_colab_iter_4,0.21661,0.21661
27,unidist_uniprot_sto_6,0.21405,0.21405
28,unidist_uniref_sto_7,0.21321,0.21321
29,spec_pdb_7,0.21299,0.21299
30,default_uniref30_22_19,0.21283,0.21283
31,spec_colab_iter_6,0.21218,0.21218
32,spec_iter_uniref_a3m_6,0.21133,0.21133
33,spec_iter_uniref_a3m_0,0.21113,0.21113
34,default_multimer_7,0.21097,0.21097
35,unidist_uniprot_sto_9,0.2107,0.2107
36,spec_iter_uniprot_sto_7,0.21034,0.21034
37,Elo_0,0.21015,0.21015
38,spec_comp_0,0.21,0.21
39,unidist_uniprot_sto_3,0.20975,0.20975
40,spec_comp_7,0.20939,0.20939
41,uniclust_oxmatch_a3m_2,0.20909,0.20909
42,default_uniref30_22_13,0.20907,0.20907
43,spec_iter_uniprot_sto_9,0.20899,0.20899
44,unidist_uniref_sto_5,0.20883,0.20883
45,default_uniclust30_6,0.20855,0.20855
46,spec_colab_iter_1,0.20757,0.20757
47,spec_iter_uniref_a3m_4,0.20754,0.20754
48,default_uniref30_22_1,0.20726,0.20726
49,unidist_uniref_sto_4,0.20674,0.20674
50,spec_iter_uniref_a3m_8,0.20615,0.20615
51,spec_iter_uniref_sto_0,0.20612,0.20612
52,spec_iter_uniref_a3m_5,0.20532,0.20532
53,default_af_3,0.20501,0.20501
54,spec_iter_uniref_a3m_2,0.20452,0.20452
55,default_uniref30_22_24,0.20443,0.20443
56,spec_iter_uniref_a3m_3,0.20425,0.20425
57,uniclust_oxmatch_a3m_8,0.20375,0.20375
58,unidist_uniref_sto_3,0.20368,0.20368
59,spec_iter_uniref_a3m_9,0.20161,0.20161
60,spec_colab_iter_8,0.20147,0.20147
61,spec_pdb_1,0.20095,0.20095
62,spec_iter_uniprot_sto_0,0.19931,0.19931
63,default_comp_5,0.19769,0.19769
64,spec_iter_uniprot_sto_3,0.19762,0.19762
65,Elo_2,0.19744,0.19744
66,spec_iter_uniref_sto_4,0.19543,0.19543
67,spec_pdb70_6,0.19501,0.19501
68,spec_iter_uniref_sto_8,0.19491,0.19491
69,lewis_4,0.19467,0.19467
70,default_comp_6,0.19414,0.19414
71,lewis_2,0.1941,0.1941
72,default_uniref30_22_5,0.19361,0.19361
73,spec_af_0,0.19321,0.19321
74,iter_1_7,0.19291,0.19291
75,default_uniref30_22_10,0.1929,0.1929
76,spec_iter_uniref_sto_3,0.19247,0.19247
77,default_comp_4,0.19234,0.19234
78,default_af_9,0.19168,0.19168
79,uniclust_oxmatch_a3m_4,0.1916,0.1916
80,spec_colab_iter_3,0.19106,0.19106
81,default_af_6,0.19103,0.19103
82,unidist_uniprot_sto_7,0.19101,0.19101
83,spec_colab_iter_5,0.19101,0.19101
84,spec_iter_uniref_sto_5,0.19094,0.19094
85,default_uniclust30_3,0.1909,0.1909
86,uniclust_oxmatch_a3m_3,0.1904,0.1904
87,spec_struct_9,0.18996,0.18996
88,default_uniref30_22_4,0.18973,0.18973
89,default_af_1,0.18955,0.18955
90,spec_iter_uniprot_sto_6,0.18902,0.18902
91,avg_refine_2,0.18899,0.18899
92,default_multimer_4,0.18896,0.18896
93,default_af_4,0.18875,0.18875
94,avg_refine_0,0.18864,0.18864
95,default_uniref30_22_22,0.18843,0.18843
96,spec_colab_iter_2,0.18838,0.18838
97,default_comp_7,0.18823,0.18823
98,default_uniref30_22_6,0.18808,0.18808
99,spec_comp_6,0.18798,0.18798
100,default_struct_1,0.18741,0.18741
101,iter_2_ori_7,0.18729,0.18729
102,unidist_uniref_sto_0,0.18645,0.18645
103,spec_colab_iter_9,0.18629,0.18629
104,default_uniref30_22_15,0.1856,0.1856
105,spec_iter_uniref_sto_1,0.18554,0.18554
106,unidist_uniref_sto_6,0.18467,0.18467
107,default_comp_1,0.18366,0.18366
108,avg_refine_3,0.18348,0.18348
109,spec_iter_uniprot_sto_4,0.18331,0.18331
110,iter_2_ori_4,0.18278,0.18278
111,default_uniref30_22_8,0.18183,0.18183
112,iter_1_8,0.18172,0.18172
113,spec_pdb70_1,0.18165,0.18165
114,default_uniclust30_1,0.18059,0.18059
115,default_comp_3,0.18055,0.18055
116,default_uniref30_22_2,0.18043,0.18043
117,uniclust_oxmatch_a3m_7,0.18034,0.18034
118,iter_2_ori_1,0.18032,0.18032
119,default_multimer_1,0.1803,0.1803
120,Elo_4,0.18022,0.18022
121,default_af_8,0.18004,0.18004
122,default_multimer_6,0.17994,0.17994
123,unidist_uniprot_sto_5,0.17983,0.17983
124,spec_af_2,0.17952,0.17952
125,iter_2_ori_0,0.178,0.178
126,default_af_2,0.17786,0.17786
127,spec_struct_5,0.17781,0.17781
128,iter_1_2,0.17742,0.17742
129,default_pdb70_8,0.17728,0.17728
130,spec_comp_4,0.17719,0.17719
131,default_multimer_2,0.17698,0.17698
132,default_uniref30_22_18,0.17671,0.17671
133,spec_comp_9,0.1767,0.1767
134,default_struct_2,0.17637,0.17637
135,iter_2_ori_9,0.17627,0.17627
136,iter_1_4,0.17525,0.17525
137,default_uniclust30_0,0.17476,0.17476
138,default_pdb70_3,0.17451,0.17451
139,default_pdb70_1,0.1744,0.1744
140,iter_2_ori_8,0.17399,0.17399
141,spec_pdb70_9,0.17377,0.17377
142,spec_iter_uniprot_sto_5,0.17306,0.17306
143,iter_2_2,0.17297,0.17297
144,default_uniclust30_7,0.17251,0.17251
145,spec_pdb70_3,0.17239,0.17239
146,spec_pdb_6,0.17214,0.17214
147,spec_struct_4,0.17204,0.17204
148,iter_2_ori_2,0.17147,0.17147
149,spec_pdb70_7,0.1713,0.1713
150,default_multimer_3,0.17123,0.17123
151,spec_pdb70_4,0.1712,0.1712
152,iter_2_ori_5,0.17117,0.17117
153,default_uniref30_22_3,0.17097,0.17097
154,default_comp_0,0.17076,0.17076
155,avg_refine_1,0.17065,0.17065
156,default_pdb70_9,0.17064,0.17064
157,iter_1_5,0.1704,0.1704
158,default_struct_3,0.17034,0.17034
159,spec_struct_8,0.17006,0.17006
160,iter_1_3,0.16988,0.16988
161,default_struct_6,0.16939,0.16939
162,spec_pdb_3,0.16929,0.16929
163,iter_2_0,0.16907,0.16907
164,lewis_1,0.16884,0.16884
165,spec_comp_5,0.16857,0.16857
166,iter_2_4,0.16825,0.16825
167,default_comp_8,0.16803,0.16803
168,default_uniref30_22_0,0.16801,0.16801
169,iter_1_9,0.16793,0.16793
170,spec_comp_1,0.16777,0.16777
171,default_struct_8,0.16757,0.16757
172,uniclust_oxmatch_a3m_0,0.16754,0.16754
173,default_pdb70_4,0.16748,0.16748
174,default_uniclust30_2,0.16736,0.16736
175,spec_pdb70_0,0.16735,0.16735
176,iter_2_7,0.16578,0.16578
177,iter_2_8,0.16565,0.16565
178,spec_struct_7,0.16517,0.16517
179,iter_2_5,0.16494,0.16494
180,Elo_3,0.16492,0.16492
181,spec_iter_uniprot_sto_2,0.16448,0.16448
182,default_pdb70_5,0.16414,0.16414
183,default_uniref30_22_11,0.16395,0.16395
184,spec_iter_uniprot_sto_1,0.16347,0.16347
185,spec_af_1,0.16314,0.16314
186,unidist_uniprot_sto_0,0.16257,0.16257
187,iter_1_1,0.16247,0.16247
188,default_af_5,0.16242,0.16242
189,spec_af_3,0.16137,0.16137
190,spec_pdb70_5,0.16108,0.16108
191,spec_comp_3,0.16052,0.16052
192,spec_struct_1,0.16035,0.16035
193,spec_struct_3,0.16029,0.16029
194,spec_iter_uniref_sto_7,0.15967,0.15967
195,default_af_0,0.15923,0.15923
196,default_pdb_5,0.1587,0.1587
197,default_uniref30_22_14,0.15854,0.15854
198,default_pdb_9,0.15853,0.15853
199,default_struct_0,0.15792,0.15792
200,default_struct_7,0.15727,0.15727
201,iter_2_ori_6,0.1565,0.1565
202,lewis_3,0.15457,0.15457
203,unidist_uniprot_sto_1,0.15216,0.15216
204,spec_comp_8,0.14974,0.14974
205,spec_iter_uniref_a3m_1,0.1494,0.1494
206,spec_colab_iter_0,0.14859,0.14859
207,iter_1_0,0.14841,0.14841
208,default_comp_2,0.14783,0.14783
209,avg_refine_4,0.14685,0.14685
210,default_pdb_7,0.14587,0.14587
211,unidist_uniprot_sto_8,0.14551,0.14551
212,default_struct_4,0.14527,0.14527
213,spec_af_7,0.1441,0.1441
214,spec_pdb70_2,0.14376,0.14376
215,default_uniref30_22_20,0.143,0.143
216,default_af_7,0.14103,0.14103
217,spec_af_4,0.14043,0.14043
218,default_struct_5,0.14018,0.14018
219,spec_iter_uniref_sto_6,0.13926,0.13926
220,default_pdb70_7,0.13766,0.13766
221,spec_struct_2,0.13543,0.13543
222,default_struct_9,0.13477,0.13477
223,spec_colab_iter_7,0.13418,0.13418
224,unidist_uniref_sto_9,0.13299,0.13299
225,default_pdb_6,0.13171,0.13171
226,spec_pdb_4,0.13099,0.13099
227,uniclust_oxmatch_a3m_9,0.13088,0.13088
228,default_multimer_9,0.12836,0.12836
229,iter_2_3,0.12712,0.12712
230,default_uniref30_22_16,0.1267,0.1267
231,default_pdb70_6,0.12587,0.12587
232,spec_struct_0,0.12315,0.12315
233,spec_af_6,0.12187,0.12187
234,unidist_uniref_sto_8,0.12158,0.12158
235,iter_2_6,0.11991,0.11991
236,default_pdb_3,0.11772,0.11772
237,iter_1_6,0.11747,0.11747
238,spec_af_5,0.11721,0.11721
239,default_pdb70_0,0.11457,0.11457
240,spec_pdb_0,0.11319,0.11319
241,default_pdb_8,0.11263,0.11263
242,default_uniclust30_8,0.11143,0.11143
243,iter_2_ori_3,0.11138,0.11138
244,iter_2_1,0.11117,0.11117
245,default_pdb70_2,0.1044,0.1044
246,iter_2_9,0.1009,0.1009
247,spec_iter_uniref_a3m_7,0.09709,0.09709
248,default_pdb_4,0.09667,0.09667
249,spec_pdb_5,0.09613,0.09613
250,default_comp_9,0.0936,0.0936
251,default_pdb_2,0.09311,0.09311
252,default_pdb_0,0.09251,0.09251
253,default_pdb_1,0.09217,0.09217
254,spec_iter_uniref_sto_9,0.08935,0.08935
255,spec_pdb70_8,0.08463,0.08463
256,spec_af_9,0.07469,0.07469
257,spec_pdb_2,0.06652,0.06652
258,spec_pdb_8,0.06274,0.06274
259,spec_pdb_9,0.04844,0.04844
