,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1153TS158_5o,1769.375,1769.375,0.958,0.958,0.669,0.669
1,T1153TS461_1o,1605.136,1605.136,0.883,0.883,0.671,0.671
2,T1153TS462_2o,2185.338,2185.338,0.946,0.946,0.668,0.668
3,T1153TS374_2o,1452.772,1452.772,0.884,0.884,0.666,0.666
4,T1153TS462_5o,1606.988,1606.988,0.848,0.848,0.664,0.664
5,T1153TS035_4o,1796.356,1796.356,0.947,0.947,0.659,0.659
6,T1153TS086_5o,1435.074,1435.074,0.936,0.936,0.667,0.667
7,T1153TS477_1o,1560.636,1560.636,0.93,0.93,0.663,0.663
8,T1153TS003_3o,1591.34,1591.34,0.939,0.939,0.668,0.668
9,T1153TS494_2o,1552.174,1552.174,0.875,0.875,0.672,0.672
10,T1153TS494_1o,1728.429,1728.429,0.967,0.967,0.665,0.665
11,T1153TS158_4o,1572.447,1572.447,0.906,0.906,0.67,0.67
12,T1153TS158_3o,1751.413,1751.413,0.943,0.943,0.664,0.664
13,T1153TS374_1o,1734.58,1734.58,0.892,0.892,0.666,0.666
14,T1153TS461_3o,1345.104,1345.104,0.938,0.938,0.667,0.667
15,T1153TS131_4o,1562.17,1562.17,0.849,0.849,0.664,0.664
16,T1153TS239_1o,857.127,857.127,0.759,0.759,0.655,0.655
17,T1153TS360_5o,1167.739,1167.739,0.85,0.85,0.669,0.669
18,T1153TS439_3o,1620.316,1620.316,0.784,0.784,0.656,0.656
19,T1153TS239_2o,1640.279,1640.279,0.826,0.826,0.656,0.656
20,T1153TS367_3o,1078.446,1078.446,0.866,0.866,0.669,0.669
21,T1153TS298_3o,1642.303,1642.303,0.906,0.906,0.666,0.666
22,T1153TS188_2o,1131.918,1131.918,0.888,0.888,0.67,0.67
23,T1153TS278_2o,1702.531,1702.531,0.856,0.856,0.672,0.672
24,T1153TS205_1o,1461.572,1461.572,0.924,0.924,0.665,0.665
25,T1153TS439_4o,2042.738,2042.738,0.903,0.903,0.659,0.659
26,T1153TS462_3o,1785.22,1785.22,0.846,0.846,0.664,0.664
27,T1153TS439_2o,1895.024,1895.024,0.906,0.906,0.661,0.661
28,T1153TS360_3o,877.103,877.103,0.833,0.833,0.669,0.669
29,T1153TS150_3o,1430.974,1430.974,0.943,0.943,0.671,0.671
30,T1153TS348_4o,1136.486,1136.486,0.873,0.873,0.67,0.67
