,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1134TS086_3,5791.645,5791.645,0.843,0.843,0.655,0.655
1,H1134TS461_2,6296.624,6296.624,0.926,0.926,0.655,0.655
2,H1134TS304_1,5215.948,5215.948,0.806,0.806,0.662,0.662
3,H1134TS494_1,6119.979,6119.979,0.913,0.913,0.662,0.662
4,H1134TS461_3,5549.851,5549.851,0.919,0.919,0.655,0.655
5,H1134TS461_1,5992.076,5992.076,0.898,0.898,0.652,0.652
6,H1134TS434_1,5561.743,5561.743,0.862,0.862,0.662,0.662
7,H1134TS180_2,5658.826,5658.826,0.883,0.883,0.655,0.655
8,H1134TS434_5,4563.134,4563.134,0.797,0.797,0.656,0.656
9,H1134TS304_5,4018.131,4018.131,0.787,0.787,0.659,0.659
10,H1134TS462_2,5299.151,5299.151,0.831,0.831,0.653,0.653
11,H1134TS180_4,4904.024,4904.024,0.842,0.842,0.653,0.653
12,H1134TS278_1,7135.214,7135.214,0.95,0.95,0.651,0.651
13,H1134TS390_3,4061.129,4061.129,0.81,0.81,0.649,0.649
14,H1134TS037_1,6244.114,6244.114,0.94,0.94,0.672,0.672
15,H1134TS239_1,4788.9,4788.9,0.847,0.847,0.652,0.652
16,H1134TS119_4,4033.425,4033.425,0.807,0.807,0.66,0.66
17,H1134TS180_3,4374.671,4374.671,0.809,0.809,0.656,0.656
18,H1134TS434_4,4244.157,4244.157,0.796,0.796,0.651,0.651
19,H1134TS180_1,3882.468,3882.468,0.795,0.795,0.656,0.656
20,H1134TS444_1,6374.821,6374.821,0.89,0.89,0.649,0.649
21,H1134TS434_3,4775.466,4775.466,0.887,0.887,0.651,0.651
22,H1134TS434_2,4529.697,4529.697,0.762,0.762,0.65,0.65
23,H1134TS444_4,6243.562,6243.562,0.905,0.905,0.651,0.651
24,H1134TS348_3,3475.735,3475.735,0.802,0.802,0.654,0.654
25,H1134TS147_2,4443.122,4443.122,0.781,0.781,0.658,0.658
26,H1134TS147_4,4740.554,4740.554,0.776,0.776,0.66,0.66
27,H1134TS374_2,4724.429,4724.429,0.836,0.836,0.669,0.669
28,H1134TS257_5,4476.058,4476.058,0.848,0.848,0.629,0.629
29,H1134TS257_4,3594.144,3594.144,0.768,0.768,0.627,0.627
30,H1134TS374_5,4332.221,4332.221,0.868,0.868,0.656,0.656
31,H1134TS225_1,4487.057,4487.057,0.875,0.875,0.654,0.654
32,H1134TS257_3,3535.04,3535.04,0.77,0.77,0.634,0.634
33,H1134TS385_2,3587.661,3587.661,0.846,0.846,0.653,0.653
34,H1134TS225_3,3428.453,3428.453,0.853,0.853,0.658,0.658
35,H1134TS257_1,2759.035,2759.035,0.659,0.659,0.634,0.634
36,H1134TS257_2,3089.18,3089.18,0.804,0.804,0.63,0.63
37,H1134TS119_1,3303.592,3303.592,0.874,0.874,0.657,0.657
38,H1134TS360_4,2853.038,2853.038,0.877,0.877,0.655,0.655
39,H1134TS188_2,2491.028,2491.028,0.842,0.842,0.643,0.643
40,H1134TS073_2,4078.137,4078.137,0.894,0.894,0.66,0.66
41,H1134TS037_5,246.947,246.947,0.467,0.467,0.657,0.657
42,H1134TS073_1,2567.319,2567.319,0.853,0.853,0.654,0.654
43,H1134TS461_5,2235.712,2235.712,0.726,0.726,0.641,0.641
44,H1134TS367_1,1510.582,1510.582,0.637,0.637,0.646,0.646
45,H1134TS462_3,2933.359,2933.359,0.794,0.794,0.647,0.647
46,H1134TS119_5,2519.232,2519.232,0.726,0.726,0.64,0.64
47,H1134TS390_4,2278.14,2278.14,0.724,0.724,0.649,0.649
48,H1134TS360_1,2667.366,2667.366,0.837,0.837,0.64,0.64
49,H1134TS439_2,1419.183,1419.183,0.68,0.68,0.627,0.627
50,H1134TS390_1,1759.02,1759.02,0.712,0.712,0.65,0.65
51,H1134TS188_1,2159.024,2159.024,0.787,0.787,0.648,0.648
52,H1134TS003_5,1544.766,1544.766,0.633,0.633,0.652,0.652
53,H1134TS367_5,1820.258,1820.258,0.665,0.665,0.649,0.649
54,H1134TS390_5,2361.369,2361.369,0.73,0.73,0.643,0.643
55,H1134TS227_5,1614.79,1614.79,0.639,0.639,0.642,0.642
56,H1134TS462_4,2346.945,2346.945,0.664,0.664,0.641,0.641
57,H1134TS367_3,2015.404,2015.404,0.691,0.691,0.64,0.64
58,H1134TS399_5,1412.404,1412.404,0.588,0.588,0.635,0.635
59,H1134TS119_3,1779.601,1779.601,0.654,0.654,0.653,0.653
60,H1134TS092_1,5518.401,5518.401,0.909,0.909,0.658,0.658
61,H1134TS158_1,2407.043,2407.043,0.781,0.781,0.649,0.649
62,H1134TS119_2,2650.466,2650.466,0.832,0.832,0.655,0.655
