,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1173TS185_3o,17214.371,17214.371,0.856,0.856,0.683,0.683
1,T1173TS374_3o,16018.76,16018.76,0.864,0.864,0.686,0.686
2,T1173TS119_1o,15047.827,15047.827,0.858,0.858,0.661,0.661
3,T1173TS119_5o,16603.482,16603.482,0.876,0.876,0.613,0.613
4,T1173TS227_4o,15373.075,15373.075,0.809,0.809,0.66,0.66
5,T1173TS348_2o,14453.61,14453.61,0.788,0.788,0.633,0.633
6,T1173TS071_2o,13878.301,13878.301,0.828,0.828,0.66,0.66
7,T1173TS434_5o,11635.979,11635.979,0.745,0.745,0.646,0.646
8,T1173TS350_2o,14639.61,14639.61,0.842,0.842,0.651,0.651
9,T1173TS239_2o,13855.553,13855.553,0.864,0.864,0.688,0.688
10,T1173TS439_4o,14260.632,14260.632,0.869,0.869,0.689,0.689
11,T1173TS150_1o,12211.66,12211.66,0.72,0.72,0.633,0.633
12,T1173TS439_2o,15183.75,15183.75,0.9,0.9,0.697,0.697
13,T1173TS086_1o,15873.954,15873.954,0.936,0.936,0.701,0.701
14,T1173TS119_4o,13926.423,13926.423,0.82,0.82,0.654,0.654
15,T1173TS119_3o,13833.912,13833.912,0.808,0.808,0.663,0.663
16,T1173TS367_1o,15429.59,15429.59,0.856,0.856,0.694,0.694
17,T1173TS494_3o,13081.664,13081.664,0.764,0.764,0.679,0.679
18,T1173TS188_1o,13138.393,13138.393,0.876,0.876,0.658,0.658
19,T1173TS399_3o,10283.679,10283.679,0.723,0.723,0.638,0.638
20,T1173TS494_2o,12830.85,12830.85,0.808,0.808,0.693,0.693
21,T1173TS071_4o,10791.449,10791.449,0.69,0.69,0.664,0.664
22,T1173TS185_1o,12464.518,12464.518,0.794,0.794,0.695,0.695
23,T1173TS185_2o,12440.173,12440.173,0.812,0.812,0.677,0.677
24,T1173TS003_3o,11441.491,11441.491,0.74,0.74,0.681,0.681
25,T1173TS494_1o,13225.247,13225.247,0.834,0.834,0.652,0.652
26,T1173TS367_3o,10658.392,10658.392,0.735,0.735,0.664,0.664
27,T1173TS187_4o,16653.411,16653.411,0.897,0.897,0.643,0.643
28,T1173TS461_3o,13570.97,13570.97,0.834,0.834,0.66,0.66
