,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1174TS248_3o,49510.134,49510.134,0.899,0.899,0.697,0.697
1,T1174TS348_1o,47660.977,47660.977,0.875,0.875,0.686,0.686
2,T1174TS367_1o,47143.622,47143.622,0.87,0.87,0.684,0.684
3,T1174TS367_3o,47773.058,47773.058,0.882,0.882,0.688,0.688
4,T1174TS227_3o,46106.918,46106.918,0.848,0.848,0.679,0.679
5,T1174TS248_4o,47193.407,47193.407,0.88,0.88,0.679,0.679
6,T1174TS298_3o,45901.842,45901.842,0.838,0.838,0.681,0.681
7,T1174TS227_5o,46436.948,46436.948,0.858,0.858,0.679,0.679
8,T1174TS205_2o,45385.623,45385.623,0.86,0.86,0.684,0.684
9,T1174TS227_4o,47300.02,47300.02,0.894,0.894,0.672,0.672
10,T1174TS374_1o,46420.255,46420.255,0.845,0.845,0.676,0.676
11,T1174TS374_4o,44124.206,44124.206,0.841,0.841,0.656,0.656
12,T1174TS350_4o,44299.638,44299.638,0.889,0.889,0.673,0.673
13,T1174TS367_5o,44256.209,44256.209,0.841,0.841,0.689,0.689
14,T1174TS494_1o,46002.411,46002.411,0.868,0.868,0.702,0.702
15,T1174TS434_3o,41080.752,41080.752,0.855,0.855,0.608,0.608
16,T1174TS205_1o,48262.652,48262.652,0.867,0.867,0.678,0.678
17,T1174TS074_1o,45196.472,45196.472,0.888,0.888,0.693,0.693
18,T1174TS444_4o,48476.697,48476.697,0.875,0.875,0.672,0.672
19,T1174TS444_2o,47598.948,47598.948,0.865,0.865,0.675,0.675
20,T1174TS399_2o,45087.564,45087.564,0.824,0.824,0.668,0.668
21,T1174TS494_3o,45996.046,45996.046,0.868,0.868,0.675,0.675
22,T1174TS147_1o,47901.343,47901.343,0.868,0.868,0.687,0.687
23,T1174TS150_1o,39983.195,39983.195,0.787,0.787,0.674,0.674
24,T1174TS278_2o,43653.296,43653.296,0.885,0.885,0.694,0.694
25,T1174TS205_3o,46386.039,46386.039,0.889,0.889,0.667,0.667
26,T1174TS147_2o,45090.769,45090.769,0.85,0.85,0.669,0.669
27,T1174TS320_5o,43414.786,43414.786,0.891,0.891,0.684,0.684
28,T1174TS073_1o,51698.681,51698.681,0.926,0.926,0.691,0.691
29,T1174TS399_3o,50768.508,50768.508,0.834,0.834,0.605,0.605
30,T1174TS278_3o,40609.121,40609.121,0.924,0.924,0.692,0.692
31,T1174TS147_3o,45262.188,45262.188,0.876,0.876,0.65,0.65
32,T1174TS205_4o,38213.987,38213.987,0.801,0.801,0.658,0.658
33,T1174TS225_1o,42582.862,42582.862,0.889,0.889,0.675,0.675
34,T1174TS278_1o,49467.304,49467.304,0.91,0.91,0.699,0.699
35,T1174TS091_5o,34340.794,34340.794,0.75,0.75,0.548,0.548
36,T1174TS131_5o,28584.504,28584.504,0.685,0.685,0.545,0.545
37,T1174TS185_4o,49615.753,49615.753,0.914,0.914,0.691,0.691
38,T1174TS320_3o,47769.123,47769.123,0.884,0.884,0.679,0.679
39,T1174TS074_3o,32895.902,32895.902,0.902,0.902,0.662,0.662
40,T1174TS434_4o,46454.364,46454.364,0.873,0.873,0.677,0.677
41,T1174TS248_5o,45643.069,45643.069,0.807,0.807,0.589,0.589
42,T1174TS461_2o,46711.03,46711.03,0.89,0.89,0.694,0.694
43,T1174TS494_2o,44101.468,44101.468,0.865,0.865,0.7,0.7
44,T1174TS185_5o,38925.739,38925.739,0.884,0.884,0.678,0.678
45,T1174TS350_5o,44154.798,44154.798,0.892,0.892,0.666,0.666
46,T1174TS205_5o,46114.446,46114.446,0.885,0.885,0.68,0.68
47,T1174TS447_4o,46382.758,46382.758,0.876,0.876,0.686,0.686
48,T1174TS447_2o,45607.239,45607.239,0.866,0.866,0.683,0.683
49,T1174TS185_3o,39630.372,39630.372,0.875,0.875,0.684,0.684
50,T1174TS131_3o,28854.111,28854.111,0.691,0.691,0.592,0.592
51,T1174TS374_5o,36613.964,36613.964,0.787,0.787,0.607,0.607
52,T1174TS423_2o,29865.298,29865.298,0.862,0.862,0.581,0.581
53,T1174TS091_1o,34744.063,34744.063,0.797,0.797,0.603,0.603
54,T1174TS091_2o,28592.325,28592.325,0.727,0.727,0.608,0.608
55,T1174TS119_2o,45171.747,45171.747,0.863,0.863,0.687,0.687
56,T1174TS225_5o,38647.268,38647.268,0.813,0.813,0.55,0.55
57,T1174TS248_2o,-5111.812,-5111.812,0.418,0.418,0.468,0.468
58,T1174TS119_4o,38971.91,38971.91,0.902,0.902,0.69,0.69
59,T1174TS158_5o,44473.114,44473.114,0.829,0.829,0.681,0.681
60,T1174TS298_5o,42800.388,42800.388,0.826,0.826,0.66,0.66
61,T1174TS071_3o,41837.664,41837.664,0.819,0.819,0.681,0.681
62,T1174TS360_3o,45779.95,45779.95,0.833,0.833,0.682,0.682
63,T1174TS158_3o,43631.831,43631.831,0.802,0.802,0.659,0.659
64,T1174TS390_1o,45691.435,45691.435,0.862,0.862,0.684,0.684
65,T1174TS494_4o,44592.53,44592.53,0.835,0.835,0.678,0.678
66,T1174TS434_2o,43215.241,43215.241,0.78,0.78,0.676,0.676
67,T1174TS439_5o,42347.88,42347.88,0.835,0.835,0.676,0.676
68,T1174TS037_2o,43879.404,43879.404,0.825,0.825,0.672,0.672
69,T1174TS071_1o,42319.96,42319.96,0.833,0.833,0.686,0.686
70,T1174TS494_5o,43107.01,43107.01,0.793,0.793,0.676,0.676
71,T1174TS037_1o,44408.721,44408.721,0.832,0.832,0.685,0.685
