,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1178TS288_5o,13485.188,13485.188,0.954,0.954,0.696,0.696
1,T1178TS119_1o,12509.418,12509.418,0.944,0.944,0.692,0.692
2,T1178TS119_2o,13667.572,13667.572,0.954,0.954,0.695,0.695
3,T1178TS288_2o,13855.997,13855.997,0.958,0.958,0.697,0.697
4,T1178TS278_1o,13029.218,13029.218,0.939,0.939,0.7,0.7
5,T1178TS248_3o,11487.021,11487.021,0.919,0.919,0.695,0.695
6,T1178TS086_2o,11902.167,11902.167,0.931,0.931,0.692,0.692
7,T1178TS288_3o,12025.644,12025.644,0.899,0.899,0.699,0.699
8,T1178TS374_2o,11985.079,11985.079,0.957,0.957,0.691,0.691
9,T1178TS423_1o,12017.946,12017.946,0.965,0.965,0.702,0.702
10,T1178TS367_4o,13066.39,13066.39,0.948,0.948,0.702,0.702
11,T1178TS248_4o,11571.028,11571.028,0.927,0.927,0.696,0.696
12,T1178TS288_4o,10981.515,10981.515,0.856,0.856,0.704,0.704
13,T1178TS086_3o,12307.337,12307.337,0.946,0.946,0.701,0.701
14,T1178TS367_5o,12055.973,12055.973,0.928,0.928,0.701,0.701
15,T1178TS367_3o,11056.709,11056.709,0.894,0.894,0.697,0.697
16,T1178TS158_3o,11863.548,11863.548,0.853,0.853,0.701,0.701
17,T1178TS248_2o,11476.839,11476.839,0.87,0.87,0.7,0.7
18,T1178TS367_1o,10951.699,10951.699,0.844,0.844,0.703,0.703
19,T1178TS073_2o,13862.282,13862.282,0.967,0.967,0.708,0.708
20,T1178TS374_1o,11249.679,11249.679,0.908,0.908,0.686,0.686
21,T1178TS003_3o,11945.724,11945.724,0.844,0.844,0.696,0.696
22,T1178TS037_1o,12078.928,12078.928,0.852,0.852,0.699,0.699
23,T1178TS180_4o,10795.157,10795.157,0.865,0.865,0.696,0.696
24,T1178TS180_1o,9971.211,9971.211,0.849,0.849,0.695,0.695
25,T1178TS180_2o,10113.929,10113.929,0.836,0.836,0.695,0.695
26,T1178TS390_4o,7603.666,7603.666,0.794,0.794,0.689,0.689
27,T1178TS073_5o,11823.839,11823.839,0.921,0.921,0.685,0.685
28,T1178TS073_1o,15724.132,15724.132,0.938,0.938,0.701,0.701
29,T1178TS390_2o,9709.234,9709.234,0.866,0.866,0.681,0.681
30,T1178TS131_4o,9231.659,9231.659,0.83,0.83,0.684,0.684
31,T1178TS493_2o,9994.286,9994.286,0.857,0.857,0.67,0.67
32,T1178TS131_1o,9482.736,9482.736,0.908,0.908,0.685,0.685
33,T1178TS131_2o,9238.174,9238.174,0.849,0.849,0.682,0.682
34,T1178TS399_4o,8430.01,8430.01,0.839,0.839,0.689,0.689
35,T1178TS225_5o,10576.882,10576.882,0.937,0.937,0.697,0.697
36,T1178TS147_2o,12634.027,12634.027,0.915,0.915,0.687,0.687
37,T1178TS147_1o,11798.038,11798.038,0.879,0.879,0.689,0.689
38,T1178TS147_5o,13065.428,13065.428,0.924,0.924,0.698,0.698
39,T1178TS147_3o,10621.989,10621.989,0.862,0.862,0.69,0.69
40,T1178TS444_1o,6099.051,6099.051,0.694,0.694,0.668,0.668
41,T1178TS147_4o,11857.407,11857.407,0.836,0.836,0.693,0.693
42,T1178TS390_1o,9926.711,9926.711,0.87,0.87,0.683,0.683
43,T1178TS086_4o,11097.454,11097.454,0.914,0.914,0.7,0.7
44,T1178TS390_3o,8879.587,8879.587,0.871,0.871,0.685,0.685
45,T1178TS131_3o,8254.96,8254.96,0.787,0.787,0.682,0.682
46,T1178TS493_1o,9631.023,9631.023,0.87,0.87,0.676,0.676
47,T1178TS071_1o,8170.595,8170.595,0.823,0.823,0.681,0.681
48,T1178TS423_2o,8202.246,8202.246,0.832,0.832,0.682,0.682
49,T1178TS245_3o,7355.86,7355.86,0.795,0.795,0.688,0.688
50,T1178TS493_3o,7648.982,7648.982,0.797,0.797,0.673,0.673
51,T1178TS131_5o,6301.675,6301.675,0.79,0.79,0.676,0.676
52,T1178TS390_5o,4816.602,4816.602,0.66,0.66,0.671,0.671
53,T1178TS399_2o,9077.178,9077.178,0.858,0.858,0.68,0.68
54,T1178TS367_2o,8448.971,8448.971,0.783,0.783,0.691,0.691
55,T1178TS150_3o,5198.349,5198.349,0.644,0.644,0.686,0.686
56,T1178TS360_3o,5658.217,5658.217,0.667,0.667,0.682,0.682
57,T1178TS071_3o,4633.58,4633.58,0.624,0.624,0.674,0.674
58,T1178TS037_2o,5658.494,5658.494,0.642,0.642,0.673,0.673
59,T1178TS444_2o,9614.557,9614.557,0.799,0.799,0.679,0.679
60,T1178TS119_3o,8717.843,8717.843,0.852,0.852,0.677,0.677
61,T1178TS278_5o,6558.871,6558.871,0.836,0.836,0.678,0.678
62,T1178TS348_1o,4046.902,4046.902,0.597,0.597,0.675,0.675
63,T1178TS150_2o,10618.567,10618.567,0.868,0.868,0.69,0.69
64,T1178TS374_5o,6610.843,6610.843,0.76,0.76,0.679,0.679
65,T1178TS360_2o,5762.777,5762.777,0.706,0.706,0.68,0.68
66,T1178TS493_4o,7458.626,7458.626,0.764,0.764,0.67,0.67
67,T1178TS494_1o,7561.702,7561.702,0.88,0.88,0.679,0.679
68,T1178TS439_2o,8370.543,8370.543,0.859,0.859,0.68,0.68
69,T1178TS439_3o,7952.212,7952.212,0.858,0.858,0.682,0.682
70,T1178TS150_5o,4940.982,4940.982,0.761,0.761,0.675,0.675
71,T1178TS298_1o,5120.327,5120.327,0.632,0.632,0.675,0.675
72,T1178TS298_4o,6794.592,6794.592,0.743,0.743,0.686,0.686
73,T1178TS119_4o,6389.819,6389.819,0.839,0.839,0.679,0.679
74,T1178TS298_3o,5128.076,5128.076,0.676,0.676,0.679,0.679
75,T1178TS298_5o,7779.026,7779.026,0.827,0.827,0.67,0.67
76,T1178TS071_2o,8475.809,8475.809,0.801,0.801,0.688,0.688
77,T1178TS188_5o,5073.173,5073.173,0.706,0.706,0.696,0.696
78,T1178TS399_3o,5305.397,5305.397,0.69,0.69,0.674,0.674
79,T1178TS360_4o,7116.423,7116.423,0.765,0.765,0.68,0.68
80,T1178TS374_4o,8243.41,8243.41,0.819,0.819,0.678,0.678
81,T1178TS187_4o,5372.35,5372.35,0.638,0.638,0.678,0.678
82,T1178TS439_4o,7064.802,7064.802,0.82,0.82,0.668,0.668
83,T1178TS494_3o,7288.07,7288.07,0.768,0.768,0.675,0.675
84,T1178TS350_3o,6632.703,6632.703,0.744,0.744,0.682,0.682
85,T1178TS493_5o,6086.783,6086.783,0.719,0.719,0.674,0.674
86,T1178TS360_1o,4178.785,4178.785,0.548,0.548,0.678,0.678
87,T1178TS165_5o,1493.835,1493.835,0.496,0.496,0.674,0.674
88,T1178TS205_2o,5472.26,5472.26,0.7,0.7,0.674,0.674
89,T1178TS399_1o,6719.078,6719.078,0.734,0.734,0.676,0.676
90,T1178TS225_2o,5969.898,5969.898,0.765,0.765,0.665,0.665
91,T1178TS165_4o,1887.152,1887.152,0.533,0.533,0.674,0.674
92,T1178TS494_2o,6311.403,6311.403,0.768,0.768,0.671,0.671
93,T1178TS348_2o,4668.813,4668.813,0.7,0.7,0.689,0.689
94,T1178TS439_5o,8361.486,8361.486,0.831,0.831,0.676,0.676
95,T1178TS169_1o,5914.116,5914.116,0.728,0.728,0.667,0.667
96,T1178TS374_3o,8664.029,8664.029,0.845,0.845,0.697,0.697
97,T1178TS298_2o,6558.586,6558.586,0.714,0.714,0.682,0.682
98,T1178TS165_3o,1346.922,1346.922,0.523,0.523,0.667,0.667
99,T1178TS399_5o,5026.113,5026.113,0.613,0.613,0.684,0.684
100,T1178TS398_1o,1477.585,1477.585,0.511,0.511,0.669,0.669
101,T1178TS188_2o,6061.654,6061.654,0.716,0.716,0.674,0.674
102,T1178TS205_4o,2558.277,2558.277,0.546,0.546,0.663,0.663
103,T1178TS169_2o,4054.276,4054.276,0.61,0.61,0.676,0.676
104,T1178TS348_5o,4067.502,4067.502,0.679,0.679,0.677,0.677
105,T1178TS350_1o,6299.566,6299.566,0.748,0.748,0.678,0.678
