,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1110TS288_3o,6906.893,6906.893,0.963,0.963,0.738,0.738
1,T1110TS494_1o,7521.31,7521.31,0.964,0.964,0.728,0.728
2,T1110TS037_3o,5708.448,5708.448,0.895,0.895,0.731,0.731
3,T1110TS360_5o,6365.462,6365.462,0.916,0.916,0.732,0.732
4,T1110TS444_3o,7024.062,7024.062,0.958,0.958,0.728,0.728
5,T1110TS444_1o,6886.398,6886.398,0.931,0.931,0.725,0.725
6,T1110TS288_5o,7144.906,7144.906,0.988,0.988,0.737,0.737
7,T1110TS444_5o,6885.247,6885.247,0.93,0.93,0.723,0.723
8,T1110TS071_3o,6028.815,6028.815,0.895,0.895,0.729,0.729
9,T1110TS350_5o,6184.014,6184.014,0.896,0.896,0.726,0.726
10,T1110TS125_5o,7395.062,7395.062,0.935,0.935,0.733,0.733
11,T1110TS399_1o,5894.562,5894.562,0.937,0.937,0.735,0.735
12,T1110TS350_2o,6723.524,6723.524,0.941,0.941,0.728,0.728
13,T1110TS477_1o,5506.452,5409.422008810573,0.903,0.8870881057268722,0.738,0.7249955947136564
14,T1110TS131_4o,5458.619,5458.619,0.878,0.878,0.735,0.735
15,T1110TS494_2o,7020.9,7020.9,0.982,0.982,0.725,0.725
16,T1110TS314_1o,7513.209,7513.209,0.904,0.904,0.725,0.725
17,T1110TS444_4o,5625.089,5625.089,0.911,0.911,0.723,0.723
18,T1110TS185_4o,4965.818,4965.818,0.92,0.92,0.73,0.73
19,T1110TS444_2o,6308.035,6308.035,0.932,0.932,0.726,0.726
20,T1110TS447_4o,6351.839,6351.839,0.904,0.904,0.732,0.732
21,T1110TS188_4o,4507.87,4507.87,0.831,0.831,0.734,0.734
22,T1110TS119_5o,5751.198,5751.198,0.894,0.894,0.716,0.716
23,T1110TS119_1o,6225.203,6225.203,0.904,0.904,0.719,0.719
24,T1110TS119_3o,5948.95,5948.95,0.892,0.892,0.722,0.722
25,T1110TS399_3o,6116.315,6116.315,0.95,0.95,0.736,0.736
26,T1110TS447_2o,6463.87,6463.87,0.887,0.887,0.731,0.731
27,T1110TS091_4o,3770.972,3770.972,0.76,0.76,0.693,0.693
28,T1110TS278_1o,5756.089,5756.089,0.884,0.884,0.733,0.733
29,T1110TS091_2o,5224.187,5224.187,0.855,0.855,0.68,0.68
30,T1110TS091_1o,4400.841,4400.841,0.842,0.842,0.694,0.694
31,T1110TS091_5o,2997.518,2997.518,0.746,0.746,0.698,0.698
32,T1110TS073_4o,5812.159,5812.159,0.903,0.903,0.709,0.709
33,T1110TS091_3o,4362.165,4362.165,0.806,0.806,0.696,0.696
34,T1110TS205_4o,5644.898,5644.898,0.896,0.896,0.708,0.708
35,T1110TS073_3o,6747.206,6747.206,0.939,0.939,0.713,0.713
36,T1110TS494_4o,5353.301,5070.307114537445,0.86,0.8145374449339208,0.666,0.6307929515418502
37,T1110TS073_2o,6496.834,6496.834,0.947,0.947,0.714,0.714
38,T1110TS073_5o,5550.85,5550.85,0.925,0.925,0.71,0.71
39,T1110TS278_2o,2949.0,2949.0,0.682,0.682,0.714,0.714
40,T1110TS494_5o,5649.256,5649.256,0.829,0.829,0.728,0.728
41,T1110TS439_3o,5247.153,5247.153,0.784,0.784,0.722,0.722
42,T1110TS278_4o,3896.827,3896.827,0.676,0.676,0.722,0.722
43,T1110TS248_3o,3089.46,3089.46,0.725,0.725,0.709,0.709
44,T1110TS461_1o,7051.226,7051.226,0.926,0.926,0.738,0.738
45,T1110TS461_2o,5764.1,5764.1,0.921,0.921,0.733,0.733
46,T1110TS461_3o,5633.297,5633.297,0.922,0.922,0.734,0.734
47,T1110TS439_5o,3961.601,3961.601,0.799,0.799,0.723,0.723
48,T1110TS367_3o,4791.38,4791.38,0.908,0.908,0.733,0.733
49,T1110TS071_5o,4281.297,4281.297,0.84,0.84,0.731,0.731
50,T1110TS185_1o,3363.033,3363.033,0.767,0.767,0.729,0.729
51,T1110TS185_2o,4355.678,4355.678,0.844,0.844,0.728,0.728
52,T1110TS312_5o,5425.19,5257.893392070484,0.897,0.8693392070484581,0.741,0.7181497797356828
53,T1110TS125_4o,4106.514,4106.514,0.823,0.823,0.728,0.728
54,T1110TS185_5o,3955.998,3955.998,0.845,0.845,0.728,0.728
55,T1110TS423_1o,4655.936,4655.936,0.85,0.85,0.732,0.732
56,T1110TS314_4o,5149.487,5149.487,0.881,0.881,0.721,0.721
57,T1110TS188_5o,2866.915,2866.915,0.78,0.78,0.729,0.729
58,T1110TS037_2o,3682.949,3682.949,0.812,0.812,0.713,0.713
59,T1110TS493_3o,2648.566,2648.566,0.72,0.72,0.714,0.714
60,T1110TS071_2o,5993.317,5993.317,0.856,0.856,0.729,0.729
61,T1110TS125_3o,5203.466,5203.466,0.852,0.852,0.731,0.731
62,T1110TS493_2o,3483.567,3483.567,0.779,0.779,0.718,0.718
63,T1110TS131_2o,6243.298,6243.298,0.924,0.924,0.737,0.737
64,T1110TS399_2o,5604.812,5604.812,0.886,0.886,0.73,0.73
65,T1110TS385_1o,1044.833,1044.833,0.53,0.53,0.732,0.732
66,T1110TS493_5o,3943.595,3943.595,0.771,0.771,0.715,0.715
67,T1110TS312_1o,4063.563,3938.2548898678415,0.786,0.7617621145374449,0.74,0.717180616740088
68,T1110TS312_2o,3242.58,3142.5885462555066,0.777,0.7530396475770925,0.729,0.7065198237885463
69,T1110TS493_1o,2838.334,2838.334,0.738,0.738,0.71,0.71
70,T1110TS439_2o,3569.117,3569.117,0.778,0.778,0.725,0.725
71,T1110TS494_3o,4555.516,4555.516,0.816,0.816,0.722,0.722
72,T1110TS399_4o,4842.301,4842.301,0.855,0.855,0.728,0.728
73,T1110TS188_1o,1655.218,1655.218,0.586,0.586,0.705,0.705
74,T1110TS188_2o,2836.814,2836.814,0.65,0.65,0.707,0.707
75,T1110TS205_5o,4725.263,4725.263,0.865,0.865,0.711,0.711
76,T1110TS493_4o,3142.841,3142.841,0.737,0.737,0.71,0.71
77,T1110TS165_4o,3601.714,3601.714,0.751,0.751,0.59,0.59
78,T1110TS165_3o,1685.797,1685.797,0.569,0.569,0.587,0.587
79,T1110TS073_1o,4810.7,4810.7,0.816,0.816,0.711,0.711
80,T1110TS398_1o,-371.08,-371.08,0.388,0.388,0.723,0.723
81,T1110TS165_1o,2224.219,2224.219,0.65,0.65,0.585,0.585
82,T1110TS165_2o,3515.618,3515.618,0.698,0.698,0.606,0.606
83,T1110TS398_2o,-517.247,-517.247,0.37,0.37,0.717,0.717
84,T1110TS278_3o,2143.131,2143.131,0.641,0.641,0.713,0.713
85,T1110TS439_4o,2473.162,2473.162,0.605,0.605,0.708,0.708
86,T1110TS278_5o,2558.657,2558.657,0.717,0.717,0.706,0.706
87,T1110TS147_5o,3726.127,3726.127,0.834,0.834,0.677,0.677
88,T1110TS447_5o,1488.104,1488.104,0.586,0.586,0.709,0.709
89,T1110TS147_1o,2855.009,2855.009,0.714,0.714,0.672,0.672
90,T1110TS147_2o,3686.829,3686.829,0.798,0.798,0.673,0.673
91,T1110TS147_4o,4851.325,4851.325,0.867,0.867,0.679,0.679
92,T1110TS248_4o,370.094,370.094,0.483,0.483,0.691,0.691
93,T1110TS147_3o,2384.597,2384.597,0.666,0.666,0.667,0.667
94,T1110TS248_2o,2234.716,2234.716,0.654,0.654,0.708,0.708
95,T1110TS248_5o,1082.542,1082.542,0.569,0.569,0.687,0.687
96,T1110TS398_3o,-1624.082,-1624.082,0.182,0.182,0.707,0.707
97,T1110TS098_3o,-9103.149,-9103.149,0.288,0.288,0.318,0.318
98,T1110TS098_2o,-11628.288,-11628.288,0.207,0.207,0.323,0.323
99,T1110TS446_4o,4374.205,4374.205,0.896,0.896,0.729,0.729
100,T1110TS461_5o,5097.901,5097.901,0.921,0.921,0.728,0.728
101,T1110TS165_5o,-1965.782,-1965.782,0.192,0.192,0.415,0.415
102,T1110TS398_5o,-926.884,-926.884,0.233,0.233,0.703,0.703
103,T1110TS234_1o,-3018.82,-3018.82,0.065,0.065,0.585,0.585
104,T1110TS398_4o,-3249.264,-3249.264,0.047,0.047,0.686,0.686
105,T1110TS003_1o,0.0,0.0,0.0,0.0,0.0,0.0
106,T1110TS003_2o,0.0,0.0,0.0,0.0,0.0,0.0
107,T1110TS003_3o,0.0,0.0,0.0,0.0,0.0,0.0
108,T1110TS003_4o,0.0,0.0,0.0,0.0,0.0,0.0
109,T1110TS003_5o,0.0,0.0,0.0,0.0,0.0,0.0
110,T1110TS035_1o,0.0,0.0,0.0,0.0,0.0,0.0
111,T1110TS035_2o,0.0,0.0,0.0,0.0,0.0,0.0
112,T1110TS035_3o,0.0,0.0,0.0,0.0,0.0,0.0
113,T1110TS035_4o,0.0,0.0,0.0,0.0,0.0,0.0
114,T1110TS035_5o,0.0,0.0,0.0,0.0,0.0,0.0
115,T1110TS037_1o,0.0,0.0,0.0,0.0,0.0,0.0
116,T1110TS054_1o,0.0,0.0,0.0,0.0,0.0,0.0
117,T1110TS054_2o,0.0,0.0,0.0,0.0,0.0,0.0
118,T1110TS054_3o,0.0,0.0,0.0,0.0,0.0,0.0
119,T1110TS054_4o,0.0,0.0,0.0,0.0,0.0,0.0
120,T1110TS054_5o,0.0,0.0,0.0,0.0,0.0,0.0
121,T1110TS071_1o,0.0,0.0,0.0,0.0,0.0,0.0
122,T1110TS071_4o,0.0,0.0,0.0,0.0,0.0,0.0
123,T1110TS086_1o,0.0,0.0,0.0,0.0,0.0,0.0
124,T1110TS086_2o,0.0,0.0,0.0,0.0,0.0,0.0
125,T1110TS086_3o,0.0,0.0,0.0,0.0,0.0,0.0
126,T1110TS086_4o,0.0,0.0,0.0,0.0,0.0,0.0
127,T1110TS086_5o,0.0,0.0,0.0,0.0,0.0,0.0
128,T1110TS098_1o,0.0,0.0,0.0,0.0,0.0,0.0
129,T1110TS098_4o,0.0,0.0,0.0,0.0,0.0,0.0
130,T1110TS098_5o,0.0,0.0,0.0,0.0,0.0,0.0
131,T1110TS119_2o,0.0,0.0,0.0,0.0,0.0,0.0
132,T1110TS119_4o,0.0,0.0,0.0,0.0,0.0,0.0
133,T1110TS125_1o,0.0,0.0,0.0,0.0,0.0,0.0
134,T1110TS125_2o,0.0,0.0,0.0,0.0,0.0,0.0
135,T1110TS131_1o,0.0,0.0,0.0,0.0,0.0,0.0
136,T1110TS131_3o,0.0,0.0,0.0,0.0,0.0,0.0
137,T1110TS131_5o,0.0,0.0,0.0,0.0,0.0,0.0
138,T1110TS158_1o,0.0,0.0,0.0,0.0,0.0,0.0
139,T1110TS158_2o,0.0,0.0,0.0,0.0,0.0,0.0
140,T1110TS158_3o,0.0,0.0,0.0,0.0,0.0,0.0
141,T1110TS158_4o,0.0,0.0,0.0,0.0,0.0,0.0
142,T1110TS158_5o,0.0,0.0,0.0,0.0,0.0,0.0
143,T1110TS169_1o,0.0,0.0,0.0,0.0,0.0,0.0
144,T1110TS169_2o,0.0,0.0,0.0,0.0,0.0,0.0
145,T1110TS169_3o,0.0,0.0,0.0,0.0,0.0,0.0
146,T1110TS169_4o,0.0,0.0,0.0,0.0,0.0,0.0
147,T1110TS169_5o,0.0,0.0,0.0,0.0,0.0,0.0
148,T1110TS180_1o,0.0,0.0,0.0,0.0,0.0,0.0
149,T1110TS180_2o,0.0,0.0,0.0,0.0,0.0,0.0
150,T1110TS180_3o,0.0,0.0,0.0,0.0,0.0,0.0
151,T1110TS180_4o,0.0,0.0,0.0,0.0,0.0,0.0
152,T1110TS180_5o,0.0,0.0,0.0,0.0,0.0,0.0
153,T1110TS185_3o,0.0,0.0,0.0,0.0,0.0,0.0
154,T1110TS187_1o,0.0,0.0,0.0,0.0,0.0,0.0
155,T1110TS187_2o,0.0,0.0,0.0,0.0,0.0,0.0
156,T1110TS187_3o,0.0,0.0,0.0,0.0,0.0,0.0
157,T1110TS187_4o,0.0,0.0,0.0,0.0,0.0,0.0
158,T1110TS187_5o,0.0,0.0,0.0,0.0,0.0,0.0
159,T1110TS188_3o,0.0,0.0,0.0,0.0,0.0,0.0
160,T1110TS201_1o,0.0,0.0,0.0,0.0,0.0,0.0
161,T1110TS201_2o,0.0,0.0,0.0,0.0,0.0,0.0
162,T1110TS201_3o,0.0,0.0,0.0,0.0,0.0,0.0
163,T1110TS201_4o,0.0,0.0,0.0,0.0,0.0,0.0
164,T1110TS201_5o,0.0,0.0,0.0,0.0,0.0,0.0
165,T1110TS205_1o,0.0,0.0,0.0,0.0,0.0,0.0
166,T1110TS205_2o,0.0,0.0,0.0,0.0,0.0,0.0
167,T1110TS205_3o,0.0,0.0,0.0,0.0,0.0,0.0
168,T1110TS239_1o,0.0,0.0,0.0,0.0,0.0,0.0
169,T1110TS239_2o,0.0,0.0,0.0,0.0,0.0,0.0
170,T1110TS239_3o,0.0,0.0,0.0,0.0,0.0,0.0
171,T1110TS239_4o,0.0,0.0,0.0,0.0,0.0,0.0
172,T1110TS239_5o,0.0,0.0,0.0,0.0,0.0,0.0
173,T1110TS248_1o,0.0,0.0,0.0,0.0,0.0,0.0
174,T1110TS288_1o,0.0,0.0,0.0,0.0,0.0,0.0
175,T1110TS288_2o,0.0,0.0,0.0,0.0,0.0,0.0
176,T1110TS288_4o,0.0,0.0,0.0,0.0,0.0,0.0
177,T1110TS291_1o,0.0,0.0,0.0,0.0,0.0,0.0
178,T1110TS291_2o,0.0,0.0,0.0,0.0,0.0,0.0
179,T1110TS291_3o,0.0,0.0,0.0,0.0,0.0,0.0
180,T1110TS291_4o,0.0,0.0,0.0,0.0,0.0,0.0
181,T1110TS291_5o,0.0,0.0,0.0,0.0,0.0,0.0
182,T1110TS298_1o,0.0,0.0,0.0,0.0,0.0,0.0
183,T1110TS298_2o,0.0,0.0,0.0,0.0,0.0,0.0
184,T1110TS298_3o,0.0,0.0,0.0,0.0,0.0,0.0
185,T1110TS298_4o,0.0,0.0,0.0,0.0,0.0,0.0
