,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1172TS205_3,25627.156,25627.156,0.693,0.693,0.683,0.683
1,H1172TS205_1,23293.537,23293.537,0.659,0.659,0.673,0.673
2,H1172TS158_3,9571.119,9571.119,0.441,0.441,0.677,0.677
3,H1172TS367_2,9156.461,9156.461,0.442,0.442,0.678,0.678
4,H1172TS298_4,9396.515,9396.515,0.453,0.453,0.677,0.677
5,H1172TS367_1,9126.771,9126.771,0.44,0.44,0.677,0.677
6,H1172TS461_4,11205.588,11205.588,0.478,0.478,0.675,0.675
7,H1172TS390_5,10088.314,10088.314,0.466,0.466,0.677,0.677
8,H1172TS390_4,8880.694,8880.694,0.435,0.435,0.675,0.675
9,H1172TS461_2,10384.588,10384.588,0.473,0.473,0.675,0.675
10,H1172TS298_3,9620.392,9620.392,0.48,0.48,0.674,0.674
11,H1172TS314_5,6608.171,6608.171,0.433,0.433,0.676,0.676
12,H1172TS158_4,9200.449,9200.449,0.472,0.472,0.675,0.675
13,H1172TS461_1,8867.365,8867.365,0.439,0.439,0.682,0.682
14,H1172TS444_4,8909.33,8909.33,0.464,0.464,0.676,0.676
15,H1172TS360_4,9774.999,9774.999,0.461,0.461,0.673,0.673
16,H1172TS304_5,10422.519,10422.519,0.526,0.526,0.671,0.671
17,H1172TS399_3,8473.606,8473.606,0.531,0.531,0.676,0.676
18,H1172TS304_1,8143.881,8143.881,0.445,0.445,0.663,0.663
19,H1172TS119_5,-352.856,-352.856,0.307,0.307,0.659,0.659
20,H1172TS188_2,8482.323,8482.323,0.484,0.484,0.672,0.672
21,H1172TS119_1,255.001,255.001,0.318,0.318,0.661,0.661
22,H1172TS119_2,480.89,480.89,0.353,0.353,0.663,0.663
23,H1172TS444_5,12471.052,12471.052,0.497,0.497,0.682,0.682
24,H1172TS291_5,3451.651,3451.651,0.334,0.334,0.671,0.671
25,H1172TS444_3,10368.332,10368.332,0.471,0.471,0.681,0.681
26,H1172TS205_5,19374.671,19374.671,0.604,0.604,0.679,0.679
27,H1172TS257_4,12209.963,12209.963,0.508,0.508,0.668,0.668
28,H1172TS257_1,16456.648,16456.648,0.551,0.551,0.687,0.687
29,H1172TS257_5,13335.858,13335.858,0.505,0.505,0.671,0.671
30,H1172TS399_2,7250.794,7250.794,0.521,0.521,0.674,0.674
31,H1172TS257_2,10504.868,10504.868,0.469,0.469,0.672,0.672
32,H1172TS257_3,10331.523,10331.523,0.487,0.487,0.668,0.668
33,H1172TS494_3,13138.656,13138.656,0.564,0.564,0.683,0.683
34,H1172TS447_2,14892.814,14892.814,0.617,0.617,0.615,0.615
35,H1172TS447_5,13677.582,13677.582,0.609,0.609,0.614,0.614
36,H1172TS447_3,10562.841,10562.841,0.575,0.575,0.618,0.618
37,H1172TS447_1,12178.653,12178.653,0.587,0.587,0.617,0.617
38,H1172TS180_4,8878.779,8878.779,0.435,0.435,0.675,0.675
39,H1172TS185_2,12270.095,12270.095,0.511,0.511,0.666,0.666
40,H1172TS185_3,12602.354,12602.354,0.528,0.528,0.669,0.669
41,H1172TS494_5,11233.206,11199.573646706585,0.563,0.561314371257485,0.67,0.6679940119760479
42,H1172TS494_4,8274.705,8274.705,0.522,0.522,0.677,0.677
43,H1172TS205_2,14279.766,14279.766,0.504,0.504,0.689,0.689
44,H1172TS350_5,3215.706,3215.706,0.332,0.332,0.67,0.67
45,H1172TS350_4,2912.733,2912.733,0.328,0.328,0.669,0.669
46,H1172TS097_2,2562.471,467.99620059880226,0.995,0.1817215568862275,0.684,0.12492215568862272
47,H1172TS434_2,2693.735,491.9695658682633,0.982,0.1793473053892215,0.693,0.126565868263473
48,H1172TS131_3,12585.467,12585.467,0.485,0.485,0.678,0.678
49,H1172TS390_2,9224.913,9224.913,0.445,0.445,0.677,0.677
50,H1172TS298_2,9288.111,9288.111,0.446,0.446,0.677,0.677
51,H1172TS367_3,8875.507,8875.507,0.416,0.416,0.676,0.676
52,H1172TS298_5,7774.445,7774.445,0.415,0.415,0.677,0.677
53,H1172TS298_1,9008.07,9008.07,0.427,0.427,0.675,0.675
54,H1172TS360_2,8610.133,8610.133,0.447,0.447,0.676,0.676
55,H1172TS147_1,8265.848,8265.848,0.427,0.427,0.674,0.674
56,H1172TS348_1,8017.3,8017.3,0.428,0.428,0.677,0.677
57,H1172TS147_5,8940.302,8940.302,0.446,0.446,0.672,0.672
58,H1172TS360_3,8662.728,8662.728,0.449,0.449,0.674,0.674
59,H1172TS360_5,8774.167,8774.167,0.446,0.446,0.674,0.674
60,H1172TS439_3,3680.658,3680.658,0.325,0.325,0.666,0.666
61,H1172TS444_2,8140.508,8140.508,0.436,0.436,0.675,0.675
62,H1172TS439_2,4062.572,4062.572,0.327,0.327,0.668,0.668
63,H1172TS304_4,8089.396,8089.396,0.415,0.415,0.672,0.672
64,H1172TS071_1,8076.655,8076.655,0.466,0.466,0.676,0.676
65,H1172TS071_5,3852.604,3852.604,0.349,0.349,0.666,0.666
66,H1172TS399_1,7321.7,7321.7,0.431,0.431,0.672,0.672
67,H1172TS119_3,1776.107,1776.107,0.401,0.401,0.657,0.657
68,H1172TS399_4,6929.955,6929.955,0.417,0.417,0.674,0.674
69,H1172TS131_2,6652.383,6652.383,0.451,0.451,0.67,0.67
70,H1172TS461_3,4040.264,4040.264,0.325,0.325,0.666,0.666
71,H1172TS304_3,6423.914,6423.914,0.387,0.387,0.661,0.661
72,H1172TS188_1,7453.677,7453.677,0.456,0.456,0.673,0.673
73,H1172TS304_2,7240.537,7240.537,0.417,0.417,0.661,0.661
74,H1172TS188_5,8607.674,8607.674,0.474,0.474,0.674,0.674
75,H1172TS188_3,7443.673,7443.673,0.445,0.445,0.675,0.675
76,H1172TS291_2,3963.974,3963.974,0.348,0.348,0.673,0.673
77,H1172TS291_3,4711.212,4711.212,0.362,0.362,0.672,0.672
78,H1172TS291_1,3830.92,3830.92,0.353,0.353,0.672,0.672
79,H1172TS439_1,1637.063,1637.063,0.283,0.283,0.668,0.668
80,H1172TS439_4,1879.272,1879.272,0.307,0.307,0.665,0.665
81,H1172TS291_4,2920.768,2920.768,0.325,0.325,0.671,0.671
82,H1172TS188_4,4613.845,4613.845,0.37,0.37,0.675,0.675
83,H1172TS092_1,1231.367,1231.367,0.273,0.273,0.669,0.669
84,H1172TS439_5,6.912,6.912,0.25,0.25,0.663,0.663
85,H1172TS165_3,-9218.86,-9218.86,0.229,0.229,0.685,0.685
86,H1172TS165_5,-2666.959,-2666.959,0.378,0.378,0.691,0.691
87,H1172TS399_5,-154.666,-154.666,0.283,0.283,0.661,0.661
88,H1172TS180_2,9223.352,9223.352,0.445,0.445,0.677,0.677
89,H1172TS180_3,9129.423,9129.423,0.44,0.44,0.676,0.676
90,H1172TS374_4,9062.159,9062.159,0.437,0.437,0.674,0.674
91,H1172TS374_2,9234.416,9234.416,0.44,0.44,0.676,0.676
92,H1172TS180_5,10088.133,10088.133,0.466,0.466,0.677,0.677
93,H1172TS374_1,8609.167,8609.167,0.419,0.419,0.678,0.678
94,H1172TS374_3,6797.859,6797.859,0.435,0.435,0.676,0.676
95,H1172TS185_4,6637.246,6637.246,0.421,0.421,0.67,0.67
96,H1172TS462_4,2610.482,2610.482,0.285,0.285,0.653,0.653
97,H1172TS350_2,3585.092,3585.092,0.344,0.344,0.672,0.672
98,H1172TS350_3,4230.762,4230.762,0.357,0.357,0.671,0.671
99,H1172TS350_1,3486.874,3486.874,0.35,0.35,0.67,0.67
100,H1172TS288_1,-4027.118,-4027.118,0.325,0.325,0.661,0.661
101,H1172TS288_5,-4821.842,-4821.842,0.291,0.291,0.659,0.659
102,H1172TS288_3,-5466.912,-5466.912,0.298,0.298,0.659,0.659
103,H1172TS288_2,-7357.657,-7357.657,0.252,0.252,0.661,0.661
104,H1172TS288_4,-3725.785,-3725.785,0.343,0.343,0.66,0.66
105,H1172TS385_1,-8138.761,-8138.761,0.183,0.183,0.685,0.685
106,H1172TS131_1,6772.767,6772.767,0.403,0.403,0.679,0.679
107,H1172TS131_5,6358.81,6358.81,0.409,0.409,0.664,0.664
108,H1172TS119_4,17.354,17.354,0.374,0.374,0.654,0.654
109,H1172TS461_5,111.149,111.149,0.282,0.282,0.672,0.672
110,H1172TS205_4,-709.777,-709.777,0.369,0.369,0.673,0.673
111,H1172TS462_2,1646.209,1646.209,0.259,0.259,0.669,0.669
112,H1172TS462_3,2846.046,2846.046,0.282,0.282,0.65,0.65
113,H1172TS462_5,-1622.248,-1622.248,0.22,0.22,0.648,0.648
114,H1172TS165_4,-1214.187,-1214.187,0.35,0.35,0.692,0.692
115,H1172TS462_1,-2559.871,-2559.871,0.257,0.257,0.676,0.676
116,H1172TS312_1,-3646.482,-3590.0743443113765,0.291,0.2864985029940119,0.681,0.6704655688622754
117,H1172TS098_5,-3758.488,-3758.488,0.081,0.081,0.678,0.678
118,H1172TS098_4,-4120.899,-4120.899,0.078,0.078,0.678,0.678
119,H1172TS098_1,-4841.124,-4841.124,0.077,0.077,0.674,0.674
120,H1172TS312_2,-3306.752,-3255.5996487025945,0.3,0.2953592814371257,0.682,0.6714500998003992
121,H1172TS098_3,-5895.685,-5895.685,0.082,0.082,0.671,0.671
122,H1172TS312_3,-2766.343,-2716.648215568862,0.281,0.2759520958083832,0.682,0.6697485029940119
123,H1172TS312_4,-2580.26,-2533.908023952096,0.298,0.2926467065868263,0.684,0.6717125748502993
124,H1172TS067_1,-1019.697,-1019.697,0.401,0.401,0.643,0.643
125,H1172TS067_2,2477.835,2477.835,0.445,0.445,0.636,0.636
126,H1172TS312_5,-557.51,-549.1640419161677,0.402,0.39598203592814374,0.681,0.6708053892215569
127,H1172TS003_1,0.0,0.0,0.0,0.0,0.0,0.0
128,H1172TS003_2,0.0,0.0,0.0,0.0,0.0,0.0
129,H1172TS003_3,0.0,0.0,0.0,0.0,0.0,0.0
130,H1172TS003_4,0.0,0.0,0.0,0.0,0.0,0.0
131,H1172TS003_5,0.0,0.0,0.0,0.0,0.0,0.0
132,H1172TS011_1,0.0,0.0,0.0,0.0,0.0,0.0
133,H1172TS011_2,0.0,0.0,0.0,0.0,0.0,0.0
134,H1172TS011_3,0.0,0.0,0.0,0.0,0.0,0.0
135,H1172TS011_4,0.0,0.0,0.0,0.0,0.0,0.0
136,H1172TS011_5,0.0,0.0,0.0,0.0,0.0,0.0
137,H1172TS035_1,0.0,0.0,0.0,0.0,0.0,0.0
138,H1172TS035_2,0.0,0.0,0.0,0.0,0.0,0.0
139,H1172TS035_3,0.0,0.0,0.0,0.0,0.0,0.0
140,H1172TS035_4,0.0,0.0,0.0,0.0,0.0,0.0
141,H1172TS035_5,0.0,0.0,0.0,0.0,0.0,0.0
142,H1172TS046_1,0.0,0.0,0.0,0.0,0.0,0.0
143,H1172TS046_2,0.0,0.0,0.0,0.0,0.0,0.0
144,H1172TS046_3,0.0,0.0,0.0,0.0,0.0,0.0
145,H1172TS046_4,0.0,0.0,0.0,0.0,0.0,0.0
146,H1172TS046_5,0.0,0.0,0.0,0.0,0.0,0.0
147,H1172TS054_1,0.0,0.0,0.0,0.0,0.0,0.0
148,H1172TS054_2,0.0,0.0,0.0,0.0,0.0,0.0
149,H1172TS054_3,0.0,0.0,0.0,0.0,0.0,0.0
150,H1172TS054_4,0.0,0.0,0.0,0.0,0.0,0.0
151,H1172TS054_5,0.0,0.0,0.0,0.0,0.0,0.0
152,H1172TS071_2,0.0,0.0,0.0,0.0,0.0,0.0
153,H1172TS071_3,0.0,0.0,0.0,0.0,0.0,0.0
154,H1172TS071_4,0.0,0.0,0.0,0.0,0.0,0.0
155,H1172TS073_1,0.0,0.0,0.0,0.0,0.0,0.0
156,H1172TS073_2,0.0,0.0,0.0,0.0,0.0,0.0
157,H1172TS073_3,0.0,0.0,0.0,0.0,0.0,0.0
158,H1172TS073_4,0.0,0.0,0.0,0.0,0.0,0.0
159,H1172TS073_5,0.0,0.0,0.0,0.0,0.0,0.0
160,H1172TS086_1,0.0,0.0,0.0,0.0,0.0,0.0
161,H1172TS086_2,0.0,0.0,0.0,0.0,0.0,0.0
162,H1172TS086_3,0.0,0.0,0.0,0.0,0.0,0.0
163,H1172TS086_4,0.0,0.0,0.0,0.0,0.0,0.0
164,H1172TS086_5,0.0,0.0,0.0,0.0,0.0,0.0
165,H1172TS097_1,0.0,0.0,0.0,0.0,0.0,0.0
166,H1172TS097_3,0.0,0.0,0.0,0.0,0.0,0.0
167,H1172TS097_4,0.0,0.0,0.0,0.0,0.0,0.0
168,H1172TS097_5,0.0,0.0,0.0,0.0,0.0,0.0
169,H1172TS098_2,0.0,0.0,0.0,0.0,0.0,0.0
170,H1172TS122_1,0.0,0.0,0.0,0.0,0.0,0.0
171,H1172TS122_2,0.0,0.0,0.0,0.0,0.0,0.0
172,H1172TS122_3,0.0,0.0,0.0,0.0,0.0,0.0
173,H1172TS122_4,0.0,0.0,0.0,0.0,0.0,0.0
174,H1172TS122_5,0.0,0.0,0.0,0.0,0.0,0.0
175,H1172TS125_1,0.0,0.0,0.0,0.0,0.0,0.0
176,H1172TS125_2,0.0,0.0,0.0,0.0,0.0,0.0
177,H1172TS125_3,0.0,0.0,0.0,0.0,0.0,0.0
178,H1172TS125_4,0.0,0.0,0.0,0.0,0.0,0.0
179,H1172TS125_5,0.0,0.0,0.0,0.0,0.0,0.0
180,H1172TS131_4,0.0,0.0,0.0,0.0,0.0,0.0
181,H1172TS133_1,0.0,0.0,0.0,0.0,0.0,0.0
182,H1172TS133_2,0.0,0.0,0.0,0.0,0.0,0.0
183,H1172TS133_3,0.0,0.0,0.0,0.0,0.0,0.0
184,H1172TS133_4,0.0,0.0,0.0,0.0,0.0,0.0
185,H1172TS133_5,0.0,0.0,0.0,0.0,0.0,0.0
186,H1172TS147_2,0.0,0.0,0.0,0.0,0.0,0.0
187,H1172TS147_3,0.0,0.0,0.0,0.0,0.0,0.0
188,H1172TS147_4,0.0,0.0,0.0,0.0,0.0,0.0
189,H1172TS158_1,0.0,0.0,0.0,0.0,0.0,0.0
190,H1172TS158_2,0.0,0.0,0.0,0.0,0.0,0.0
191,H1172TS158_5,0.0,0.0,0.0,0.0,0.0,0.0
192,H1172TS165_1,0.0,0.0,0.0,0.0,0.0,0.0
193,H1172TS165_2,0.0,0.0,0.0,0.0,0.0,0.0
194,H1172TS169_1,0.0,0.0,0.0,0.0,0.0,0.0
195,H1172TS169_2,0.0,0.0,0.0,0.0,0.0,0.0
196,H1172TS169_3,0.0,0.0,0.0,0.0,0.0,0.0
197,H1172TS169_4,0.0,0.0,0.0,0.0,0.0,0.0
198,H1172TS169_5,0.0,0.0,0.0,0.0,0.0,0.0
199,H1172TS180_1,0.0,0.0,0.0,0.0,0.0,0.0
200,H1172TS185_1,0.0,0.0,0.0,0.0,0.0,0.0
201,H1172TS185_5,0.0,0.0,0.0,0.0,0.0,0.0
202,H1172TS199_1,0.0,0.0,0.0,0.0,0.0,0.0
203,H1172TS227_1,0.0,0.0,0.0,0.0,0.0,0.0
204,H1172TS227_2,0.0,0.0,0.0,0.0,0.0,0.0
205,H1172TS227_3,0.0,0.0,0.0,0.0,0.0,0.0
206,H1172TS227_4,0.0,0.0,0.0,0.0,0.0,0.0
207,H1172TS227_5,0.0,0.0,0.0,0.0,0.0,0.0
208,H1172TS229_1,0.0,0.0,0.0,0.0,0.0,0.0
209,H1172TS229_2,0.0,0.0,0.0,0.0,0.0,0.0
210,H1172TS229_3,0.0,0.0,0.0,0.0,0.0,0.0
211,H1172TS229_4,0.0,0.0,0.0,0.0,0.0,0.0
212,H1172TS229_5,0.0,0.0,0.0,0.0,0.0,0.0
213,H1172TS245_1,0.0,0.0,0.0,0.0,0.0,0.0
214,H1172TS248_1,0.0,0.0,0.0,0.0,0.0,0.0
215,H1172TS248_2,0.0,0.0,0.0,0.0,0.0,0.0
216,H1172TS248_3,0.0,0.0,0.0,0.0,0.0,0.0
217,H1172TS248_4,0.0,0.0,0.0,0.0,0.0,0.0
218,H1172TS248_5,0.0,0.0,0.0,0.0,0.0,0.0
219,H1172TS314_1,0.0,0.0,0.0,0.0,0.0,0.0
220,H1172TS314_2,0.0,0.0,0.0,0.0,0.0,0.0
221,H1172TS314_3,0.0,0.0,0.0,0.0,0.0,0.0
