,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1124TS003_2o,17490.478,17490.478,0.895,0.895,0.702,0.702
1,T1124TS390_5o,16836.695,16836.695,0.844,0.844,0.704,0.704
2,T1124TS399_5o,16490.647,16490.647,0.862,0.862,0.698,0.698
3,T1124TS037_5o,16939.128,16939.128,0.855,0.855,0.703,0.703
4,T1124TS288_4o,17152.935,17152.935,0.882,0.882,0.695,0.695
5,T1124TS461_2o,16547.132,16547.132,0.863,0.863,0.699,0.699
6,T1124TS399_1o,15995.575,15995.575,0.856,0.856,0.701,0.701
7,T1124TS360_2o,16221.57,16221.57,0.85,0.85,0.694,0.694
8,T1124TS423_2o,15789.007,15789.007,0.824,0.824,0.696,0.696
9,T1124TS399_3o,16495.103,16495.103,0.879,0.879,0.699,0.699
10,T1124TS188_4o,16372.141,16372.141,0.842,0.842,0.703,0.703
11,T1124TS494_1o,18073.617,18073.617,0.892,0.892,0.696,0.696
12,T1124TS360_5o,16360.106,16360.106,0.837,0.837,0.701,0.701
13,T1124TS456_5o,15752.703,15752.703,0.853,0.853,0.693,0.693
14,T1124TS298_1o,16301.885,16301.885,0.846,0.846,0.704,0.704
15,T1124TS288_2o,16898.459,16898.459,0.862,0.862,0.684,0.684
16,T1124TS169_5o,16058.527,16058.527,0.858,0.858,0.688,0.688
17,T1124TS462_5o,15925.388,15925.388,0.903,0.903,0.702,0.702
18,T1124TS374_4o,18120.227,18120.227,0.886,0.886,0.705,0.705
19,T1124TS477_1o,16518.823,15615.4498671875,0.922,0.8715781250000001,0.723,0.6834609375
20,T1124TS288_3o,16085.123,16085.123,0.876,0.876,0.7,0.7
21,T1124TS374_1o,18080.256,18080.256,0.885,0.885,0.696,0.696
22,T1124TS367_2o,16706.97,16706.97,0.933,0.933,0.696,0.696
23,T1124TS423_1o,16910.449,16910.449,0.903,0.903,0.69,0.69
24,T1124TS073_2o,16050.864,16050.864,0.878,0.878,0.678,0.678
25,T1124TS073_4o,16275.795,16275.795,0.874,0.874,0.683,0.683
26,T1124TS367_4o,17823.656,17823.656,0.917,0.917,0.692,0.692
27,T1124TS158_2o,16960.729,16960.729,0.892,0.892,0.701,0.701
28,T1124TS423_5o,16029.054,16029.054,0.903,0.903,0.686,0.686
29,T1124TS423_4o,16848.837,16848.837,0.893,0.893,0.692,0.692
30,T1124TS073_3o,16000.977,16000.977,0.918,0.918,0.694,0.694
31,T1124TS131_2o,18340.435,18340.435,0.936,0.936,0.711,0.711
32,T1124TS131_5o,17375.868,17375.868,0.904,0.904,0.711,0.711
33,T1124TS439_1o,10629.406,9632.899187500001,0.892,0.8083750000000001,0.7,0.6343749999999999
34,T1124TS147_2o,16830.35,16830.35,0.902,0.902,0.682,0.682
35,T1124TS147_1o,15828.345,15828.345,0.9,0.9,0.678,0.678
36,T1124TS447_3o,13365.599,13365.599,0.896,0.896,0.684,0.684
37,T1124TS447_1o,14905.999,14905.999,0.94,0.94,0.69,0.69
38,T1124TS278_4o,16353.142,16353.142,0.893,0.893,0.708,0.708
39,T1124TS278_2o,15227.914,15227.914,0.885,0.885,0.714,0.714
40,T1124TS304_1o,15800.308,15800.308,0.873,0.873,0.688,0.688
41,T1124TS037_2o,15179.813,15179.813,0.84,0.84,0.701,0.701
42,T1124TS239_2o,13509.584,13509.584,0.852,0.852,0.675,0.675
43,T1124TS071_3o,15566.039,15566.039,0.871,0.871,0.694,0.694
44,T1124TS037_1o,15977.915,15977.915,0.853,0.853,0.696,0.696
45,T1124TS374_2o,15372.597,15372.597,0.849,0.849,0.685,0.685
46,T1124TS239_5o,12822.098,12822.098,0.815,0.815,0.673,0.673
47,T1124TS037_3o,15956.821,15956.821,0.847,0.847,0.699,0.699
48,T1124TS348_4o,14497.311,14497.311,0.801,0.801,0.698,0.698
49,T1124TS298_5o,15312.057,15312.057,0.848,0.848,0.698,0.698
50,T1124TS046_3o,14685.957,14685.957,0.859,0.859,0.679,0.679
