,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1185TS188_1,17749.635,17749.635,0.72,0.72,0.68,0.68
1,H1185TS390_4,16370.144,16370.144,0.711,0.711,0.681,0.681
2,H1185TS494_3,16472.81,16472.81,0.699,0.699,0.676,0.676
3,H1185TS131_2,16385.769,16385.769,0.689,0.689,0.683,0.683
4,H1185TS390_2,15664.139,15664.139,0.695,0.695,0.683,0.683
5,H1185TS131_3,16571.311,16571.311,0.712,0.712,0.684,0.684
6,H1185TS348_2,16441.281,16441.281,0.726,0.726,0.683,0.683
7,H1185TS374_5,15834.261,15834.261,0.681,0.681,0.682,0.682
8,H1185TS074_2,17284.702,17284.702,0.727,0.727,0.683,0.683
9,H1185TS131_5,15883.229,15883.229,0.714,0.714,0.68,0.68
10,H1185TS169_2,16027.882,16027.882,0.706,0.706,0.677,0.677
11,H1185TS434_3,15636.745,15636.745,0.686,0.686,0.68,0.68
12,H1185TS461_5,16759.797,16759.797,0.716,0.716,0.679,0.679
13,H1185TS074_3,18303.549,18303.549,0.742,0.742,0.688,0.688
14,H1185TS461_3,15139.642,15139.642,0.718,0.718,0.681,0.681
15,H1185TS494_1,16659.789,16659.789,0.685,0.685,0.677,0.677
16,H1185TS074_4,16044.012,16044.012,0.701,0.701,0.68,0.68
17,H1185TS131_1,15642.035,15642.035,0.703,0.703,0.682,0.682
18,H1185TS494_2,17288.19,17288.19,0.704,0.704,0.675,0.675
19,H1185TS374_2,15077.605,15077.605,0.662,0.662,0.682,0.682
20,H1185TS399_1,14588.333,14588.333,0.638,0.638,0.684,0.684
21,H1185TS385_1,15123.489,15123.489,0.645,0.645,0.686,0.686
22,H1185TS225_1,16207.519,16207.519,0.672,0.672,0.683,0.683
23,H1185TS444_2,17802.586,17802.586,0.701,0.701,0.682,0.682
24,H1185TS225_5,13536.665,13536.665,0.609,0.609,0.685,0.685
25,H1185TS225_4,16027.015,16027.015,0.658,0.658,0.684,0.684
26,H1185TS225_3,14144.728,14144.728,0.634,0.634,0.684,0.684
27,H1185TS225_2,15787.07,15787.07,0.67,0.67,0.685,0.685
28,H1185TS444_3,15322.194,15322.194,0.67,0.67,0.684,0.684
29,H1185TS444_4,16281.105,16281.105,0.695,0.695,0.686,0.686
30,H1185TS444_5,14979.451,14979.451,0.659,0.659,0.686,0.686
31,H1185TS165_3,8743.867,8743.867,0.588,0.588,0.683,0.683
32,H1185TS073_4,19270.084,19270.084,0.736,0.736,0.682,0.682
33,H1185TS073_3,17381.88,17381.88,0.766,0.766,0.679,0.679
34,H1185TS073_2,16951.37,16951.37,0.704,0.704,0.677,0.677
35,H1185TS447_2,16187.652,16187.652,0.739,0.739,0.694,0.694
36,H1185TS257_3,14388.861,14388.861,0.682,0.682,0.656,0.656
37,H1185TS073_1,15053.159,15053.159,0.699,0.699,0.663,0.663
38,H1185TS257_2,14962.77,14962.77,0.731,0.731,0.655,0.655
39,H1185TS447_4,14384.478,14384.478,0.72,0.72,0.689,0.689
40,H1185TS257_1,14347.501,14347.501,0.685,0.685,0.66,0.66
41,H1185TS447_5,13200.524,13200.524,0.724,0.724,0.687,0.687
42,H1185TS091_3,8174.555,8174.555,0.626,0.626,0.638,0.638
43,H1185TS278_2,8167.968,8167.968,0.575,0.575,0.664,0.664
44,H1185TS367_2,14669.538,14669.538,0.687,0.687,0.68,0.68
45,H1185TS188_5,14529.15,14529.15,0.694,0.694,0.676,0.676
46,H1185TS348_4,16160.869,16160.869,0.705,0.705,0.682,0.682
47,H1185TS169_1,14095.147,14095.147,0.67,0.67,0.681,0.681
48,H1185TS390_1,13976.174,13976.174,0.677,0.677,0.682,0.682
49,H1185TS003_4,15749.075,15749.075,0.727,0.727,0.682,0.682
50,H1185TS367_3,15326.354,15326.354,0.686,0.686,0.682,0.682
51,H1185TS188_4,13828.164,13828.164,0.684,0.684,0.676,0.676
52,H1185TS390_3,14610.563,14610.563,0.675,0.675,0.675,0.675
53,H1185TS461_2,14320.455,14320.455,0.689,0.689,0.678,0.678
54,H1185TS298_3,15895.593,15895.593,0.705,0.705,0.681,0.681
55,H1185TS298_4,15090.977,15090.977,0.669,0.669,0.681,0.681
56,H1185TS348_5,14515.808,14515.808,0.685,0.685,0.68,0.68
57,H1185TS188_3,14461.27,14461.27,0.687,0.687,0.678,0.678
58,H1185TS461_4,14901.14,14901.14,0.681,0.681,0.68,0.68
59,H1185TS461_1,15253.305,15253.305,0.693,0.693,0.682,0.682
60,H1185TS462_5,13698.052,13698.052,0.708,0.708,0.678,0.678
61,H1185TS071_2,11552.568,11552.568,0.641,0.641,0.678,0.678
62,H1185TS423_1,14818.658,14818.658,0.67,0.67,0.68,0.68
63,H1185TS423_2,14056.13,14056.13,0.636,0.636,0.677,0.677
64,H1185TS439_1,9649.885,9649.885,0.574,0.574,0.671,0.671
65,H1185TS374_4,14848.305,14848.305,0.679,0.679,0.682,0.682
66,H1185TS071_1,11129.19,11129.19,0.622,0.622,0.68,0.68
67,H1185TS288_5,14374.711,14374.711,0.68,0.68,0.677,0.677
68,H1185TS131_4,15049.447,15049.447,0.676,0.676,0.676,0.676
69,H1185TS374_3,15115.974,15115.974,0.666,0.666,0.683,0.683
