,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1170TS205_1o,23084.913,23084.913,0.656,0.656,0.698,0.698
1,T1170TS158_4o,9163.791,9163.791,0.442,0.442,0.689,0.689
2,T1170TS205_4o,13285.758,13285.758,0.474,0.474,0.695,0.695
3,T1170TS374_3o,7351.603,7351.603,0.355,0.355,0.687,0.687
4,T1170TS374_2o,8144.972,8144.972,0.384,0.384,0.692,0.692
5,T1170TS374_5o,7476.689,7476.689,0.366,0.366,0.687,0.687
6,T1170TS003_2o,9371.631,9371.631,0.433,0.433,0.687,0.687
7,T1170TS298_5o,9337.417,9337.417,0.425,0.425,0.681,0.681
8,T1170TS374_4o,11136.061,11136.061,0.444,0.444,0.69,0.69
9,T1170TS298_1o,6377.334,6377.334,0.362,0.362,0.685,0.685
10,T1170TS205_2o,16079.451,16079.451,0.596,0.596,0.68,0.68
11,T1170TS494_1o,13054.83,13054.83,0.495,0.495,0.679,0.679
12,T1170TS158_1o,9145.888,9145.888,0.429,0.429,0.682,0.682
13,T1170TS348_4o,9912.9,9912.9,0.455,0.455,0.683,0.683
14,T1170TS461_4o,6716.768,6716.768,0.336,0.336,0.683,0.683
15,T1170TS367_5o,11017.434,11017.434,0.478,0.478,0.678,0.678
16,T1170TS472_1o,7224.102,7224.102,0.374,0.374,0.687,0.687
17,T1170TS494_3o,11634.446,11634.446,0.498,0.498,0.687,0.687
18,T1170TS398_2o,9478.196,9478.196,0.459,0.459,0.681,0.681
19,T1170TS398_3o,9462.976,9462.976,0.479,0.479,0.684,0.684
20,T1170TS444_5o,11165.069,11165.069,0.506,0.506,0.681,0.681
21,T1170TS399_1o,8694.848,8694.848,0.416,0.416,0.677,0.677
22,T1170TS119_2o,7590.501,7590.501,0.405,0.405,0.687,0.687
23,T1170TS320_2o,8690.539,8690.539,0.477,0.477,0.674,0.674
24,T1170TS444_4o,8295.381,8295.381,0.451,0.451,0.683,0.683
25,T1170TS073_1o,18484.773,18484.773,0.632,0.632,0.685,0.685
26,T1170TS444_2o,8654.012,8654.012,0.467,0.467,0.682,0.682
27,T1170TS037_3o,13011.943,13011.943,0.544,0.544,0.668,0.668
28,T1170TS456_1o,4111.188,4111.188,0.462,0.462,0.682,0.682
29,T1170TS444_3o,11307.678,11307.678,0.526,0.526,0.696,0.696
30,T1170TS147_3o,9239.832,9239.832,0.445,0.445,0.679,0.679
31,T1170TS037_5o,32645.042,32645.042,0.724,0.724,0.447,0.447
32,T1170TS304_5o,5955.371,5955.371,0.449,0.449,0.681,0.681
33,T1170TS423_5o,3916.645,1958.3225,0.477,0.2385,0.69,0.345
34,T1170TS423_1o,3813.19,1906.595,0.508,0.254,0.689,0.3445
35,T1170TS278_2o,4050.161,4050.161,0.33,0.33,0.68,0.68
36,T1170TS278_1o,7278.96,7278.96,0.436,0.436,0.683,0.683
37,T1170TS131_4o,8973.047,8973.047,0.454,0.454,0.682,0.682
38,T1170TS205_5o,12177.354,12177.354,0.471,0.471,0.692,0.692
39,T1170TS447_5o,10005.382,10005.382,0.595,0.595,0.619,0.619
40,T1170TS131_2o,9156.376,9156.376,0.462,0.462,0.685,0.685
41,T1170TS398_4o,-9208.522,-9208.522,0.227,0.227,0.695,0.695
42,T1170TS444_1o,6037.085,6037.085,0.427,0.427,0.687,0.687
43,T1170TS494_5o,8145.482,8068.63783018868,0.447,0.4427830188679246,0.645,0.6389150943396227
44,T1170TS462_1o,610.767,610.767,0.293,0.293,0.684,0.684
45,T1170TS494_4o,6731.225,6667.722877358492,0.436,0.43188679245283024,0.654,0.6478301886792454
46,T1170TS304_1o,-323.352,-323.352,0.338,0.338,0.664,0.664
47,T1170TS304_4o,7668.263,7668.263,0.461,0.461,0.683,0.683
48,T1170TS399_2o,8069.919,8069.919,0.448,0.448,0.684,0.684
49,T1170TS037_1o,7017.697,7017.697,0.401,0.401,0.682,0.682
50,T1170TS150_3o,5144.484,5144.484,0.392,0.392,0.68,0.68
51,T1170TS399_3o,8037.583,8037.583,0.434,0.434,0.681,0.681
52,T1170TS150_2o,5631.187,5631.187,0.416,0.416,0.681,0.681
53,T1170TS360_5o,7538.144,7538.144,0.396,0.396,0.677,0.677
54,T1170TS150_1o,6349.486,6349.486,0.381,0.381,0.677,0.677
55,T1170TS320_4o,7439.988,7439.988,0.39,0.39,0.676,0.676
56,T1170TS071_3o,6777.592,6777.592,0.426,0.426,0.675,0.675
57,T1170TS348_3o,5909.532,5909.532,0.349,0.349,0.683,0.683
58,T1170TS461_3o,7107.68,7107.68,0.387,0.387,0.679,0.679
59,T1170TS071_1o,7227.011,7227.011,0.426,0.426,0.672,0.672
60,T1170TS398_1o,8092.679,8092.679,0.425,0.425,0.68,0.68
61,T1170TS071_2o,6021.94,6021.94,0.397,0.397,0.671,0.671
62,T1170TS165_5o,6555.423,6555.423,0.42,0.42,0.693,0.693
63,T1170TS150_5o,6820.779,6820.779,0.368,0.368,0.678,0.678
64,T1170TS477_1o,2661.442,2661.442,0.291,0.291,0.685,0.685
65,T1170TS439_5o,-1245.168,-1245.168,0.304,0.304,0.671,0.671
66,T1170TS439_4o,-146.385,-146.385,0.307,0.307,0.668,0.668
67,T1170TS119_1o,4977.983,4977.983,0.361,0.361,0.679,0.679
68,T1170TS439_1o,407.331,407.331,0.344,0.344,0.674,0.674
69,T1170TS439_3o,-754.147,-754.147,0.366,0.366,0.674,0.674
70,T1170TS288_1o,6759.403,6759.403,0.42,0.42,0.679,0.679
71,T1170TS291_5o,795.421,795.421,0.293,0.293,0.671,0.671
72,T1170TS291_1o,5070.044,5070.044,0.338,0.338,0.674,0.674
73,T1170TS288_3o,7789.156,7789.156,0.439,0.439,0.679,0.679
74,T1170TS461_5o,1338.852,1338.852,0.339,0.339,0.672,0.672
75,T1170TS493_3o,3483.92,3483.92,0.371,0.371,0.675,0.675
76,T1170TS493_4o,3362.83,3362.83,0.387,0.387,0.674,0.674
77,T1170TS493_2o,3261.039,3261.039,0.378,0.378,0.669,0.669
78,T1170TS390_2o,5116.37,5116.37,0.393,0.393,0.679,0.679
79,T1170TS147_2o,8623.992,8623.992,0.424,0.424,0.677,0.677
80,T1170TS147_4o,9026.782,9026.782,0.449,0.449,0.673,0.673
81,T1170TS390_1o,5700.494,5700.494,0.397,0.397,0.677,0.677
82,T1170TS188_5o,4253.684,4253.684,0.368,0.368,0.676,0.676
83,T1170TS239_3o,-1300.381,-1300.381,0.279,0.279,0.671,0.671
84,T1170TS239_1o,16.115,16.115,0.275,0.275,0.671,0.671
85,T1170TS239_4o,191.344,191.344,0.261,0.261,0.666,0.666
86,T1170TS239_2o,883.542,883.542,0.272,0.272,0.673,0.673
87,T1170TS188_1o,-4505.588,-4505.588,0.257,0.257,0.698,0.698
88,T1170TS493_1o,-1538.431,-1538.431,0.308,0.308,0.665,0.665
89,T1170TS291_4o,-577.37,-577.37,0.249,0.249,0.657,0.657
90,T1170TS188_3o,-3515.479,-3515.479,0.278,0.278,0.702,0.702
91,T1170TS169_4o,-4158.293,-4158.293,0.266,0.266,0.697,0.697
92,T1170TS239_5o,556.063,556.063,0.266,0.266,0.665,0.665
93,T1170TS165_4o,-9433.099,-9433.099,0.2,0.2,0.688,0.688
94,T1170TS304_3o,5963.146,5963.146,0.46,0.46,0.682,0.682
95,T1170TS188_2o,-4639.797,-4639.797,0.26,0.26,0.688,0.688
96,T1170TS165_3o,-1609.491,-1609.491,0.394,0.394,0.695,0.695
97,T1170TS312_2o,3644.698,3577.840332285115,0.775,0.7607835429769392,0.682,0.6694895178197066
98,T1170TS278_4o,-1702.752,-1702.752,0.355,0.355,0.655,0.655
99,T1170TS493_5o,-1769.352,-1769.352,0.283,0.283,0.65,0.65
100,T1170TS423_4o,3446.872,1723.436,0.475,0.2375,0.688,0.344
101,T1170TS439_2o,282.851,282.851,0.366,0.366,0.679,0.679
102,T1170TS447_2o,6574.911,6574.911,0.521,0.521,0.629,0.629
103,T1170TS288_5o,5161.695,5161.695,0.395,0.395,0.679,0.679
104,T1170TS423_2o,3073.075,1536.5375,0.441,0.2205,0.686,0.343
105,T1170TS423_3o,3224.766,1612.383,0.463,0.2315,0.687,0.3435
106,T1170TS385_1o,-7780.646,-7780.646,0.165,0.165,0.693,0.693
107,T1170TS350_3o,429.03,429.03,0.286,0.286,0.663,0.663
108,T1170TS131_5o,4825.34,4825.34,0.413,0.413,0.68,0.68
109,T1170TS037_2o,-2761.569,-2761.569,0.13,0.13,0.67,0.67
110,T1170TS131_3o,6302.462,6302.462,0.415,0.415,0.682,0.682
111,T1170TS462_2o,656.513,656.513,0.277,0.277,0.682,0.682
112,T1170TS312_1o,3735.777,3675.080413522013,0.501,0.49286006289308176,0.676,0.6650167714884697
113,T1170TS462_4o,2298.208,2298.208,0.295,0.295,0.68,0.68
114,T1170TS462_3o,1982.238,1982.238,0.304,0.304,0.678,0.678
115,T1170TS462_5o,3065.298,3065.298,0.299,0.299,0.683,0.683
116,T1170TS187_5o,2565.716,1282.858,0.397,0.1985,0.695,0.3475
117,T1170TS350_2o,5031.836,5031.836,0.362,0.362,0.674,0.674
118,T1170TS091_5o,-543.924,-543.924,0.35,0.35,0.622,0.622
119,T1170TS304_2o,-819.764,-819.764,0.273,0.273,0.669,0.669
120,T1170TS185_1o,-276.847,-276.847,0.339,0.339,0.668,0.668
121,T1170TS185_4o,-1261.772,-1261.772,0.281,0.281,0.667,0.667
122,T1170TS091_1o,-3410.435,-3410.435,0.254,0.254,0.61,0.61
123,T1170TS165_1o,-994.409,-994.409,0.346,0.346,0.694,0.694
124,T1170TS278_5o,-5478.972,-5478.972,0.262,0.262,0.677,0.677
125,T1170TS185_2o,-271.311,-271.311,0.338,0.338,0.669,0.669
126,T1170TS185_5o,-1171.899,-1171.899,0.284,0.284,0.667,0.667
127,T1170TS091_2o,-1460.89,-1460.89,0.289,0.289,0.625,0.625
128,T1170TS091_4o,-2820.388,-2820.388,0.278,0.278,0.621,0.621
129,T1170TS278_3o,-2164.228,-2164.228,0.204,0.204,0.667,0.667
130,T1170TS091_3o,839.319,839.319,0.446,0.446,0.619,0.619
131,T1170TS185_3o,-93.931,-93.931,0.342,0.342,0.668,0.668
132,T1170TS037_4o,-754.327,-754.327,0.18,0.18,0.671,0.671
133,T1170TS288_4o,-1248.435,-1248.435,0.068,0.068,0.671,0.671
134,T1170TS398_5o,-7586.297,-7586.297,0.27,0.27,0.688,0.688
135,T1170TS312_4o,-5200.381,-5115.88843658281,0.2,0.1967505241090147,0.685,0.6738705450733753
136,T1170TS447_3o,2772.767,2772.767,0.464,0.464,0.455,0.455
137,T1170TS312_3o,-85.804,-84.23002725366877,0.412,0.40444234800838574,0.691,0.6783244234800838
138,T1170TS312_5o,469.68,460.8181132075471,0.504,0.4944905660377358,0.692,0.678943396226415
139,T1170TS003_1o,0.0,0.0,0.0,0.0,0.0,0.0
140,T1170TS003_3o,0.0,0.0,0.0,0.0,0.0,0.0
141,T1170TS003_4o,0.0,0.0,0.0,0.0,0.0,0.0
