,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1123TS288_1o,8129.855,8129.855,0.842,0.842,0.715,0.715
1,T1123TS073_1o,8082.785,8082.785,0.829,0.829,0.726,0.726
2,T1123TS423_2o,9819.413,9819.413,0.935,0.935,0.705,0.705
3,T1123TS073_3o,6065.459,6065.459,0.746,0.746,0.7,0.7
4,T1123TS003_3o,5040.854,5040.854,0.784,0.784,0.696,0.696
5,T1123TS288_3o,5278.494,5278.494,0.751,0.751,0.698,0.698
6,T1123TS158_3o,4747.527,4747.527,0.827,0.827,0.696,0.696
7,T1123TS003_2o,5195.893,5195.893,0.766,0.766,0.71,0.71
8,T1123TS037_1o,3706.826,3706.826,0.786,0.786,0.7,0.7
9,T1123TS073_2o,6485.38,6485.38,0.833,0.833,0.7,0.7
10,T1123TS288_2o,4523.58,4523.58,0.753,0.753,0.694,0.694
11,T1123TS003_1o,3794.729,3794.729,0.638,0.638,0.7,0.7
12,T1123TS367_2o,5121.883,5121.883,0.859,0.859,0.694,0.694
13,T1123TS374_2o,3588.589,3588.589,0.728,0.728,0.674,0.674
14,T1123TS073_5o,4666.135,4666.135,0.694,0.694,0.685,0.685
15,T1123TS374_3o,4645.502,4645.502,0.809,0.809,0.679,0.679
16,T1123TS367_3o,3806.289,3806.289,0.825,0.825,0.685,0.685
17,T1123TS158_1o,3070.214,3070.214,0.711,0.711,0.71,0.71
18,T1123TS248_3o,2679.774,2679.774,0.626,0.626,0.687,0.687
19,T1123TS399_5o,2680.744,2680.744,0.787,0.787,0.677,0.677
20,T1123TS086_4o,2877.173,2877.173,0.643,0.643,0.705,0.705
21,T1123TS439_1o,6646.624,5372.271278195489,0.902,0.7290601503759399,0.746,0.6029699248120302
22,T1123TS185_5o,8626.258,8269.533045112783,0.825,0.7908834586466166,0.698,0.6691353383458646
23,T1123TS288_5o,2665.382,2665.382,0.588,0.588,0.681,0.681
24,T1123TS003_4o,2085.7,2085.7,0.586,0.586,0.704,0.704
