,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1121TS003_1o,3633.142,3633.142,0.85,0.85,0.681,0.681
1,T1121TS158_5o,3101.074,3101.074,0.742,0.742,0.678,0.678
2,T1121TS390_4o,3322.096,3322.096,0.752,0.752,0.679,0.679
3,T1121TS205_3o,4368.701,4368.701,0.913,0.913,0.679,0.679
4,T1121TS494_2o,3717.073,2380.487695538058,0.758,0.4854383202099738,0.68,0.435485564304462
5,T1121TS180_1o,3372.364,3372.364,0.729,0.729,0.68,0.68
6,T1121TS169_4o,3770.285,3770.285,0.847,0.847,0.677,0.677
7,T1121TS298_5o,2398.046,2398.046,0.664,0.664,0.68,0.68
8,T1121TS360_5o,1508.027,1508.027,0.484,0.484,0.68,0.68
9,T1121TS350_3o,2646.405,2646.405,0.726,0.726,0.664,0.664
10,T1121TS461_4o,3228.938,3228.938,0.724,0.724,0.674,0.674
11,T1121TS037_3o,3115.04,3115.04,0.795,0.795,0.674,0.674
12,T1121TS248_5o,1522.536,1522.536,0.55,0.55,0.676,0.676
13,T1121TS399_4o,1758.013,1758.013,0.523,0.523,0.68,0.68
14,T1121TS374_5o,3212.69,3212.69,0.735,0.735,0.674,0.674
15,T1121TS312_2o,2954.87,2935.481089238845,0.726,0.721236220472441,0.679,0.6745446194225723
16,T1121TS131_2o,2167.386,2167.386,0.645,0.645,0.677,0.677
17,T1121TS312_3o,2859.559,2840.7954895013127,0.729,0.7242165354330709,0.677,0.6725577427821523
18,T1121TS493_1o,2691.742,2691.742,0.659,0.659,0.677,0.677
19,T1121TS462_4o,2801.425,2801.425,0.808,0.808,0.68,0.68
20,T1121TS312_1o,3185.545,3164.642473753281,0.801,0.7957440944881891,0.678,0.6735511811023623
21,T1121TS288_1o,1918.794,1918.794,0.609,0.609,0.678,0.678
22,T1121TS131_5o,2133.264,2133.264,0.61,0.61,0.683,0.683
23,T1121TS165_1o,2025.805,2025.805,0.583,0.583,0.68,0.68
