,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1106TS462_4,6130.896,6130.896,0.889,0.889,0.602,0.602
1,H1106TS462_3,5200.634,5200.634,0.782,0.782,0.595,0.595
2,H1106TS201_2,6502.705,6502.705,0.91,0.91,0.585,0.585
3,H1106TS201_1,6844.571,6844.571,0.912,0.912,0.596,0.596
4,H1106TS205_3,6062.444,6062.444,0.919,0.919,0.597,0.597
5,H1106TS434_2,6173.042,6173.042,0.927,0.927,0.582,0.582
6,H1106TS348_5,6001.884,6001.884,0.889,0.889,0.608,0.608
7,H1106TS494_1,7487.713,7487.713,0.943,0.943,0.588,0.588
8,H1106TS035_5,6444.194,6444.194,0.898,0.898,0.612,0.612
9,H1106TS350_1,7077.373,7077.373,0.911,0.911,0.589,0.589
10,H1106TS439_4,6592.753,6592.753,0.949,0.949,0.572,0.572
11,H1106TS350_4,6946.188,6946.188,0.897,0.897,0.593,0.593
12,H1106TS180_5,6595.913,6595.913,0.912,0.912,0.617,0.617
13,H1106TS180_2,6788.261,6788.261,0.903,0.903,0.615,0.615
14,H1106TS439_5,6476.656,6476.656,0.87,0.87,0.597,0.597
15,H1106TS350_3,6847.444,6847.444,0.908,0.908,0.593,0.593
16,H1106TS035_2,6000.954,6000.954,0.859,0.859,0.595,0.595
17,H1106TS225_3,6275.897,6275.897,0.868,0.868,0.599,0.599
18,H1106TS434_5,5579.816,5579.816,0.833,0.833,0.589,0.589
19,H1106TS225_1,6171.258,6171.258,0.895,0.895,0.606,0.606
20,H1106TS035_1,6238.987,6238.987,0.85,0.85,0.618,0.618
21,H1106TS350_2,6433.404,6433.404,0.896,0.896,0.592,0.592
22,H1106TS278_3,6651.497,6651.497,0.928,0.928,0.59,0.59
23,H1106TS180_3,7631.552,7631.552,0.91,0.91,0.617,0.617
24,H1106TS385_2,6364.014,6364.014,0.878,0.878,0.619,0.619
25,H1106TS225_2,5128.905,5128.905,0.773,0.773,0.629,0.629
26,H1106TS434_3,6176.222,6176.222,0.923,0.923,0.579,0.579
27,H1106TS188_4,4753.429,4753.429,0.801,0.801,0.601,0.601
28,H1106TS225_5,5867.488,5867.488,0.85,0.85,0.618,0.618
29,H1106TS447_4,5189.799,5189.799,0.858,0.858,0.618,0.618
30,H1106TS447_5,6057.433,6057.433,0.939,0.939,0.621,0.621
31,H1106TS073_5,6571.002,6571.002,0.96,0.96,0.558,0.558
32,H1106TS493_5,5653.86,5653.86,0.949,0.949,0.569,0.569
33,H1106TS205_5,7238.149,7238.149,0.957,0.957,0.608,0.608
34,H1106TS205_2,6870.363,6870.363,0.943,0.943,0.57,0.57
35,H1106TS205_1,8202.963,8202.963,0.922,0.922,0.613,0.613
36,H1106TS205_4,7359.567,7359.567,0.989,0.989,0.59,0.59
37,H1106TS367_1,5451.577,5451.577,0.977,0.977,0.574,0.574
38,H1106TS278_1,5944.138,5944.138,0.99,0.99,0.579,0.579
39,H1106TS119_4,5201.232,5201.232,0.943,0.943,0.555,0.555
40,H1106TS444_5,4988.602,4988.602,0.945,0.945,0.558,0.558
41,H1106TS248_1,5072.684,5072.684,0.927,0.927,0.568,0.568
42,H1106TS073_3,6103.48,6103.48,0.926,0.926,0.581,0.581
43,H1106TS444_2,6175.105,6175.105,0.976,0.976,0.564,0.564
44,H1106TS073_2,7398.861,7398.861,0.937,0.937,0.582,0.582
45,H1106TS257_1,5173.369,5173.369,0.959,0.959,0.556,0.556
46,H1106TS367_5,4737.446,4737.446,0.942,0.942,0.566,0.566
47,H1106TS003_5,4341.491,4341.491,0.913,0.913,0.548,0.548
48,H1106TS147_4,8527.664,8527.664,0.978,0.978,0.563,0.563
49,H1106TS147_2,8293.935,8293.935,0.989,0.989,0.569,0.569
50,H1106TS147_5,7355.177,7355.177,0.872,0.872,0.549,0.549
51,H1106TS147_3,6978.48,6978.48,0.728,0.728,0.558,0.558
52,H1106TS147_1,6092.938,6092.938,0.807,0.807,0.557,0.557
53,H1106TS086_2,4849.048,4849.048,0.899,0.899,0.576,0.576
54,H1106TS348_1,5220.93,5220.93,0.912,0.912,0.554,0.554
55,H1106TS037_3,5171.429,5171.429,0.904,0.904,0.556,0.556
56,H1106TS493_4,5557.264,5557.264,0.903,0.903,0.55,0.55
57,H1106TS037_5,5841.699,5841.699,0.913,0.913,0.573,0.573
58,H1106TS125_1,4382.121,4382.121,0.858,0.858,0.557,0.557
59,H1106TS131_4,5880.172,5880.172,0.905,0.905,0.567,0.567
60,H1106TS201_5,5603.266,5603.266,0.926,0.926,0.564,0.564
61,H1106TS360_1,5625.045,5625.045,0.908,0.908,0.574,0.574
62,H1106TS035_4,4579.266,4579.266,0.837,0.837,0.568,0.568
63,H1106TS439_2,4262.184,4262.184,0.828,0.828,0.557,0.557
64,H1106TS360_4,4183.988,4183.988,0.805,0.805,0.574,0.574
65,H1106TS037_1,5342.187,5342.187,0.912,0.912,0.576,0.576
66,H1106TS494_5,4772.198,4772.198,0.888,0.888,0.557,0.557
67,H1106TS131_1,4549.381,4549.381,0.856,0.856,0.572,0.572
68,H1106TS288_5,5297.171,5297.171,0.928,0.928,0.561,0.561
69,H1106TS360_5,4155.503,4155.503,0.808,0.808,0.574,0.574
70,H1106TS037_4,5248.461,5248.461,0.88,0.88,0.547,0.547
71,H1106TS239_2,4327.168,4327.168,0.836,0.836,0.539,0.539
72,H1106TS399_3,4348.155,4348.155,0.868,0.868,0.549,0.549
73,H1106TS131_2,5010.846,5010.846,0.882,0.882,0.578,0.578
74,H1106TS125_4,5611.757,5611.757,0.896,0.896,0.578,0.578
75,H1106TS360_3,4094.313,4094.313,0.785,0.785,0.572,0.572
76,H1106TS239_4,5205.255,5205.255,0.846,0.846,0.549,0.549
77,H1106TS158_2,5429.923,5429.923,0.862,0.862,0.579,0.579
78,H1106TS399_2,4879.403,4879.403,0.843,0.843,0.573,0.573
79,H1106TS350_5,6171.02,6171.02,0.926,0.926,0.558,0.558
80,H1106TS239_3,4072.494,4072.494,0.749,0.749,0.566,0.566
81,H1106TS399_1,3796.238,3796.238,0.841,0.841,0.55,0.55
82,H1106TS399_4,3918.824,3918.824,0.761,0.761,0.569,0.569
83,H1106TS434_1,5183.098,5183.098,0.846,0.846,0.585,0.585
84,H1106TS071_5,3814.289,3814.289,0.844,0.844,0.568,0.568
85,H1106TS444_1,5212.788,5212.788,0.889,0.889,0.581,0.581
86,H1106TS091_2,3990.754,3990.754,0.807,0.807,0.554,0.554
87,H1106TS434_4,5635.091,5635.091,0.865,0.865,0.591,0.591
88,H1106TS441_2,4626.514,4626.514,0.938,0.938,0.574,0.574
89,H1106TS185_3,4975.613,4975.613,0.891,0.891,0.579,0.579
90,H1106TS215_1,4581.641,4581.641,0.902,0.902,0.557,0.557
91,H1106TS185_4,4892.808,4892.808,0.878,0.878,0.576,0.576
92,H1106TS071_3,4069.195,4069.195,0.834,0.834,0.57,0.57
93,H1106TS444_4,5700.419,5700.419,0.843,0.843,0.581,0.581
94,H1106TS188_5,4589.238,4589.238,0.825,0.825,0.583,0.583
95,H1106TS185_2,4934.337,4934.337,0.901,0.901,0.577,0.577
96,H1106TS439_1,4874.521,4048.3309999999997,0.941,0.7815084745762712,0.614,0.5099322033898305
97,H1106TS385_3,4994.291,4994.291,0.864,0.864,0.609,0.609
98,H1106TS201_4,5932.555,5932.555,0.855,0.855,0.588,0.588
99,H1106TS091_4,3898.955,3898.955,0.759,0.759,0.519,0.519
100,H1106TS185_5,4827.939,4827.939,0.873,0.873,0.571,0.571
101,H1106TS494_3,4372.937,4372.937,0.879,0.879,0.558,0.558
102,H1106TS091_5,4324.008,4324.008,0.838,0.838,0.53,0.53
103,H1106TS092_1,5663.522,5663.522,0.855,0.855,0.602,0.602
104,H1106TS091_3,4108.805,4108.805,0.79,0.79,0.543,0.543
105,H1106TS188_1,4819.223,4819.223,0.859,0.859,0.568,0.568
106,H1106TS097_1,4929.756,4929.756,0.848,0.848,0.58,0.58
107,H1106TS385_1,4946.517,4946.517,0.828,0.828,0.584,0.584
108,H1106TS188_2,4682.425,4682.425,0.866,0.866,0.564,0.564
109,H1106TS385_5,4735.324,4735.324,0.81,0.81,0.605,0.605
110,H1106TS423_5,4996.223,4996.223,0.903,0.903,0.555,0.555
111,H1106TS091_1,3673.417,3673.417,0.815,0.815,0.54,0.54
112,H1106TS398_1,4020.051,4020.051,0.751,0.751,0.586,0.586
113,H1106TS385_4,6010.293,6010.293,0.839,0.839,0.588,0.588
114,H1106TS444_3,3829.235,3829.235,0.858,0.858,0.567,0.567
115,H1106TS248_5,4653.8,4653.8,0.832,0.832,0.557,0.557
116,H1106TS073_4,5258.88,5258.88,0.871,0.871,0.552,0.552
117,H1106TS073_1,5707.089,5707.089,0.829,0.829,0.545,0.545
118,H1106TS423_1,4048.675,4048.675,0.934,0.934,0.557,0.557
119,H1106TS398_3,355.155,355.155,0.47,0.47,0.543,0.543
120,H1106TS227_1,-2755.018,-2755.018,0.175,0.175,0.525,0.525
121,H1106TS227_3,-2837.811,-2837.811,0.169,0.169,0.527,0.527
122,H1106TS227_4,-2868.688,-2868.688,0.167,0.167,0.537,0.537
123,H1106TS312_4,-120.032,-100.1962033898305,0.38,0.3172033898305085,0.539,0.44992796610169494
124,H1106TS098_4,-3538.875,-3538.875,0.063,0.063,0.487,0.487
125,H1106TS067_2,-189.373,-189.373,0.317,0.317,0.528,0.528
126,H1106TS461_2,5606.548,5606.548,0.876,0.876,0.582,0.582
127,H1106TS461_5,5809.311,5809.311,0.867,0.867,0.595,0.595
128,H1106TS461_1,6001.516,6001.516,0.905,0.905,0.587,0.587
129,H1106TS461_3,5272.031,5272.031,0.837,0.837,0.566,0.566
130,H1106TS398_5,-1228.502,-1228.502,0.231,0.231,0.521,0.521
131,H1106TS461_4,5007.735,5007.735,0.886,0.886,0.559,0.559
132,H1106TS370_4,-349.854,-349.854,0.117,0.117,0.518,0.518
133,H1106TS370_1,-295.671,-295.671,0.04,0.04,0.518,0.518
134,H1106TS370_5,-307.6,-307.6,0.067,0.067,0.519,0.519
135,H1106TS398_2,-1610.671,-1610.671,0.249,0.249,0.528,0.528
136,H1106TS370_3,-391.284,-391.284,0.159,0.159,0.511,0.511
137,H1106TS312_3,391.597,336.83979237288133,0.501,0.4309449152542373,0.534,0.4593305084745763
138,H1106TS312_5,-557.155,-479.24773305084744,0.221,0.19009745762711866,0.521,0.4481483050847458
139,H1106TS234_4,-1629.239,-1629.239,0.094,0.094,0.45,0.45
140,H1106TS067_1,959.074,959.074,0.586,0.586,0.544,0.544
141,H1106TS370_2,-328.241,-328.241,0.101,0.101,0.52,0.52
142,H1106TS315_1,448.254,448.254,0.523,0.523,0.336,0.336
143,H1106TS234_1,-1199.859,-1199.859,0.121,0.121,0.458,0.458
144,H1106TS315_3,925.326,925.326,0.603,0.603,0.342,0.342
145,H1106TS234_3,-1035.247,-1035.247,0.024,0.024,0.447,0.447
146,H1106TS234_2,-1994.917,-1994.917,0.059,0.059,0.461,0.461
147,H1106TS312_1,-554.389,-476.86850423728816,0.259,0.22278389830508477,0.538,0.462771186440678
148,H1106TS234_5,-3352.438,-3352.438,0.165,0.165,0.423,0.423
149,H1106TS315_4,-760.198,-760.198,0.234,0.234,0.339,0.339
150,H1106TS398_4,-1283.73,-1283.73,0.18,0.18,0.519,0.519
151,H1106TS315_5,777.026,777.026,0.565,0.565,0.333,0.333
152,H1106TS312_2,660.824,568.4206440677966,0.568,0.48857627118644065,0.541,0.4653516949152543
153,H1106TS315_2,-241.479,-241.479,0.389,0.389,0.332,0.332
154,H1106TS098_3,-1590.494,-1590.494,0.166,0.166,0.498,0.498
155,H1106TS447_1,1694.418,1694.418,0.679,0.679,0.505,0.505
156,H1106TS125_5,-504.349,-397.49539830508473,0.265,0.20885593220338985,0.544,0.42874576271186443
157,H1106TS368_5,4.02,4.02,0.379,0.379,0.413,0.413
158,H1106TS003_1,0.0,0.0,0.0,0.0,0.0,0.0
159,H1106TS003_2,0.0,0.0,0.0,0.0,0.0,0.0
160,H1106TS003_3,0.0,0.0,0.0,0.0,0.0,0.0
161,H1106TS003_4,0.0,0.0,0.0,0.0,0.0,0.0
162,H1106TS035_3,0.0,0.0,0.0,0.0,0.0,0.0
163,H1106TS037_2,0.0,0.0,0.0,0.0,0.0,0.0
164,H1106TS054_1,0.0,0.0,0.0,0.0,0.0,0.0
165,H1106TS054_2,0.0,0.0,0.0,0.0,0.0,0.0
166,H1106TS054_3,0.0,0.0,0.0,0.0,0.0,0.0
167,H1106TS054_4,0.0,0.0,0.0,0.0,0.0,0.0
168,H1106TS054_5,0.0,0.0,0.0,0.0,0.0,0.0
169,H1106TS071_1,0.0,0.0,0.0,0.0,0.0,0.0
170,H1106TS071_2,0.0,0.0,0.0,0.0,0.0,0.0
