,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1166TS374_4,8061.653,8061.653,0.885,0.885,0.701,0.701
1,H1166TS119_2,7893.819,7893.819,0.893,0.893,0.705,0.705
2,H1166TS169_2,8027.901,8027.901,0.875,0.875,0.708,0.708
3,H1166TS239_5,6568.801,6568.801,0.838,0.838,0.693,0.693
4,H1166TS288_1,6411.311,6411.311,0.789,0.789,0.701,0.701
5,H1166TS444_5,7745.056,7745.056,0.842,0.842,0.699,0.699
6,H1166TS494_4,6567.808,6567.808,0.806,0.806,0.704,0.704
7,H1166TS188_2,7185.081,7185.081,0.855,0.855,0.694,0.694
8,H1166TS187_3,6794.866,6794.866,0.824,0.824,0.705,0.705
9,H1166TS037_2,6570.045,6570.045,0.831,0.831,0.703,0.703
10,H1166TS367_4,7326.641,7326.641,0.805,0.805,0.701,0.701
11,H1166TS248_1,7166.082,7166.082,0.839,0.839,0.69,0.69
12,H1166TS494_2,8137.933,8067.413649913344,0.916,0.9080623916811091,0.704,0.6978994800693239
13,H1166TS367_5,8412.694,8412.694,0.887,0.887,0.695,0.695
14,H1166TS278_2,7716.615,7716.615,0.875,0.875,0.697,0.697
15,H1166TS434_3,6727.815,6727.815,0.868,0.868,0.693,0.693
16,H1166TS399_2,7468.646,7468.646,0.871,0.871,0.713,0.713
17,H1166TS348_4,6586.156,6586.156,0.863,0.863,0.697,0.697
18,H1166TS399_1,7443.405,7443.405,0.853,0.853,0.71,0.71
19,H1166TS071_4,6842.416,6842.416,0.899,0.899,0.698,0.698
20,H1166TS227_1,7320.408,7320.408,0.845,0.845,0.695,0.695
21,H1166TS298_5,6355.075,6355.075,0.863,0.863,0.695,0.695
22,H1166TS037_3,7832.463,7832.463,0.917,0.917,0.708,0.708
23,H1166TS374_1,7952.089,7952.089,0.819,0.819,0.702,0.702
24,H1166TS158_3,6540.763,6540.763,0.86,0.86,0.697,0.697
25,H1166TS434_4,6538.611,6538.611,0.872,0.872,0.692,0.692
26,H1166TS071_3,6691.039,6691.039,0.858,0.858,0.699,0.699
27,H1166TS150_5,5971.743,5971.743,0.842,0.842,0.689,0.689
28,H1166TS037_1,7931.666,7931.666,0.843,0.843,0.703,0.703
29,H1166TS227_3,7049.934,7049.934,0.846,0.846,0.694,0.694
30,H1166TS444_1,7423.458,7423.458,0.812,0.812,0.699,0.699
31,H1166TS447_2,8640.63,8640.63,0.849,0.849,0.71,0.71
32,H1166TS278_5,7600.704,7600.704,0.878,0.878,0.698,0.698
33,H1166TS441_2,5875.022,5875.022,0.826,0.826,0.686,0.686
34,H1166TS278_4,7682.198,7682.198,0.813,0.813,0.679,0.679
35,H1166TS447_4,8658.649,8658.649,0.832,0.832,0.708,0.708
36,H1166TS278_1,7268.489,7268.489,0.772,0.772,0.702,0.702
37,H1166TS447_3,8126.949,8126.949,0.84,0.84,0.712,0.712
38,H1166TS398_1,4728.275,4728.275,0.651,0.651,0.702,0.702
39,H1166TS447_5,8317.241,8317.241,0.849,0.849,0.707,0.707
40,H1166TS073_1,6022.096,6022.096,0.83,0.83,0.706,0.706
41,H1166TS494_1,6176.188,6122.668173310224,0.733,0.7266481802426342,0.7,0.6939341421143846
42,H1166TS398_5,5141.995,5141.995,0.682,0.682,0.696,0.696
43,H1166TS314_3,7256.926,7256.926,0.841,0.841,0.695,0.695
44,H1166TS225_1,4753.686,4753.686,0.635,0.635,0.696,0.696
45,H1166TS073_3,6917.088,6917.088,0.843,0.843,0.702,0.702
46,H1166TS225_5,6730.939,6730.939,0.743,0.743,0.697,0.697
47,H1166TS073_2,7062.307,7062.307,0.862,0.862,0.704,0.704
48,H1166TS073_4,7080.234,7080.234,0.804,0.804,0.699,0.699
49,H1166TS185_3,4291.17,4291.17,0.671,0.671,0.689,0.689
50,H1166TS444_2,6014.446,6014.446,0.766,0.766,0.682,0.682
51,H1166TS225_3,4597.097,4597.097,0.656,0.656,0.684,0.684
52,H1166TS147_1,8525.453,8525.453,0.87,0.87,0.68,0.68
53,H1166TS147_4,6941.045,6941.045,0.82,0.82,0.686,0.686
54,H1166TS147_2,6974.828,6974.828,0.761,0.761,0.682,0.682
55,H1166TS494_3,8466.625,8422.604419410745,0.88,0.875424610051993,0.651,0.6476152512998267
56,H1166TS165_5,1583.159,1583.159,0.515,0.515,0.696,0.696
57,H1166TS165_1,1308.835,1308.835,0.476,0.476,0.696,0.696
58,H1166TS225_2,5384.632,5384.632,0.695,0.695,0.682,0.682
59,H1166TS165_4,2180.845,2180.845,0.533,0.533,0.696,0.696
60,H1166TS165_2,2227.73,2227.73,0.533,0.533,0.698,0.698
61,H1166TS360_2,6225.56,6225.56,0.826,0.826,0.69,0.69
62,H1166TS360_1,6590.115,6590.115,0.855,0.855,0.695,0.695
63,H1166TS119_3,5880.167,5880.167,0.777,0.777,0.696,0.696
64,H1166TS360_3,5339.887,5339.887,0.778,0.778,0.692,0.692
65,H1166TS205_3,8031.953,8031.953,0.929,0.929,0.697,0.697
66,H1166TS360_5,6167.056,6167.056,0.834,0.834,0.695,0.695
67,H1166TS360_4,5951.275,5951.275,0.816,0.816,0.685,0.685
68,H1166TS086_2,6601.068,6601.068,0.839,0.839,0.688,0.688
69,H1166TS150_4,5370.585,5370.585,0.737,0.737,0.695,0.695
70,H1166TS298_1,5987.084,5987.084,0.771,0.771,0.696,0.696
71,H1166TS150_2,5715.128,5715.128,0.769,0.769,0.695,0.695
72,H1166TS119_5,5941.833,5941.833,0.802,0.802,0.693,0.693
73,H1166TS298_3,5697.984,5697.984,0.766,0.766,0.695,0.695
74,H1166TS071_1,5752.586,5752.586,0.79,0.79,0.694,0.694
75,H1166TS227_5,6295.754,6295.754,0.786,0.786,0.695,0.695
76,H1166TS298_4,5539.578,5539.578,0.801,0.801,0.69,0.69
77,H1166TS119_1,6064.527,6064.527,0.771,0.771,0.688,0.688
78,H1166TS071_5,5674.824,5674.824,0.777,0.777,0.689,0.689
79,H1166TS434_2,5997.225,5997.225,0.825,0.825,0.69,0.69
80,H1166TS348_3,6522.566,6522.566,0.852,0.852,0.697,0.697
81,H1166TS187_4,5876.327,5876.327,0.795,0.795,0.691,0.691
82,H1166TS098_4,6076.545,6076.545,0.809,0.809,0.695,0.695
83,H1166TS298_2,5896.954,5896.954,0.786,0.786,0.696,0.696
84,H1166TS434_1,6034.099,6034.099,0.79,0.79,0.692,0.692
85,H1166TS158_2,5829.903,5829.903,0.767,0.767,0.694,0.694
