,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1115TS494_1o,90444.828,90130.78345833333,0.657,0.65471875,0.618,0.6158541666666667
1,T1115TS494_3o,80703.368,80423.14797222223,0.594,0.5919375,0.62,0.6178472222222222
2,T1115TS494_4o,62102.61,61886.9759375,0.505,0.5032465277777778,0.621,0.61884375
3,T1115TS494_2o,83934.317,83642.87839930555,0.63,0.6278125,0.621,0.61884375
4,T1115TS494_5o,78887.915,78613.99862847221,0.611,0.6088784722222222,0.604,0.6019027777777778
5,T1115TS397_2o,15495.374,15495.374,0.412,0.412,0.587,0.587
6,T1115TS397_3o,9289.283,9289.283,0.384,0.384,0.593,0.593
7,T1115TS397_1o,-7577.558,-7577.558,0.339,0.339,0.584,0.584
8,T1115TS185_4o,72361.165,72361.165,0.652,0.652,0.594,0.594
9,T1115TS397_4o,14349.86,14349.86,0.405,0.405,0.587,0.587
10,T1115TS397_5o,22256.789,22256.789,0.456,0.456,0.604,0.604
11,T1115TS185_2o,67296.654,67296.654,0.573,0.573,0.588,0.588
12,T1115TS185_5o,67538.891,67538.891,0.629,0.629,0.588,0.588
13,T1115TS185_1o,43130.448,43130.448,0.509,0.509,0.594,0.594
14,T1115TS185_3o,65515.111,65515.111,0.517,0.517,0.584,0.584
15,T1115TS374_1o,12410.584,12410.584,0.383,0.383,0.527,0.527
16,T1115TS374_4o,11795.67,11795.67,0.38,0.38,0.521,0.521
17,T1115TS374_5o,12500.133,12500.133,0.388,0.388,0.533,0.533
18,T1115TS374_2o,1401.311,1401.311,0.353,0.353,0.533,0.533
19,T1115TS091_2o,10729.003,10729.003,0.453,0.453,0.559,0.559
20,T1115TS248_1o,-2444.701,-2444.701,0.385,0.385,0.574,0.574
21,T1115TS119_2o,-2310.08,-2085.488888888889,0.357,0.32229166666666664,0.583,0.5263194444444445
22,T1115TS187_2o,11123.798,2780.9495,0.645,0.16125,0.603,0.15075
23,T1115TS278_4o,52969.237,52969.237,0.552,0.552,0.594,0.594
24,T1115TS035_4o,-49749.52,-49749.52,0.213,0.213,0.563,0.563
25,T1115TS119_4o,-11263.07,-11263.07,0.331,0.331,0.552,0.552
26,T1115TS439_1o,8251.861,1883.8884053819445,0.577,0.1317282986111111,0.591,0.13492447916666667
27,T1115TS248_5o,8372.185,8372.185,0.447,0.447,0.564,0.564
28,T1115TS248_3o,-76065.362,-76065.362,0.146,0.146,0.531,0.531
29,T1115TS187_4o,20213.159,5053.28975,0.703,0.17575,0.609,0.15225
