,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1109TS288_5o,7225.202,7225.202,0.98,0.98,0.736,0.736
1,T1109TS205_2o,6864.734,6864.734,0.914,0.914,0.733,0.733
2,T1109TS374_5o,7365.724,7365.724,0.928,0.928,0.734,0.734
3,T1109TS201_5o,6614.294,6614.294,0.931,0.931,0.728,0.728
4,T1109TS350_5o,7281.844,7281.844,0.938,0.938,0.721,0.721
5,T1109TS003_3o,6268.346,6268.346,0.955,0.955,0.733,0.733
6,T1109TS444_1o,7282.473,7282.473,0.942,0.942,0.724,0.724
7,T1109TS071_2o,5330.207,5330.207,0.94,0.94,0.733,0.733
8,T1109TS350_2o,6204.991,6204.991,0.913,0.913,0.727,0.727
9,T1109TS444_2o,6755.798,6755.798,0.915,0.915,0.723,0.723
10,T1109TS444_3o,6540.447,6540.447,0.879,0.879,0.72,0.72
11,T1109TS125_2o,6308.389,6308.389,0.939,0.939,0.734,0.734
12,T1109TS444_5o,6131.882,6131.882,0.874,0.874,0.727,0.727
13,T1109TS444_4o,7155.465,7155.465,0.944,0.944,0.725,0.725
14,T1109TS003_2o,6757.428,6757.428,0.975,0.975,0.731,0.731
15,T1109TS003_4o,5816.212,5816.212,0.965,0.965,0.73,0.73
16,T1109TS312_4o,6809.007,6599.037621145374,0.888,0.8606167400881057,0.738,0.7152422907488987
17,T1109TS314_1o,6163.677,6163.677,0.874,0.874,0.726,0.726
18,T1109TS314_3o,5737.846,5737.846,0.935,0.935,0.724,0.724
19,T1109TS131_2o,6116.983,6116.983,0.918,0.918,0.734,0.734
20,T1109TS399_1o,6262.936,6262.936,0.949,0.949,0.734,0.734
21,T1109TS399_4o,5075.553,5075.553,0.885,0.885,0.737,0.737
22,T1109TS278_1o,6744.006,6744.006,0.916,0.916,0.732,0.732
23,T1109TS091_2o,3874.1,3874.1,0.822,0.822,0.696,0.696
24,T1109TS447_2o,5405.122,5405.122,0.909,0.909,0.737,0.737
25,T1109TS091_1o,4270.98,4270.98,0.807,0.807,0.696,0.696
26,T1109TS091_4o,5151.311,5151.311,0.9,0.9,0.69,0.69
27,T1109TS091_3o,3669.192,3669.192,0.767,0.767,0.684,0.684
28,T1109TS119_1o,6472.922,6472.922,0.888,0.888,0.718,0.718
29,T1109TS091_5o,2902.549,2902.549,0.736,0.736,0.696,0.696
30,T1109TS035_2o,6317.374,6317.374,0.838,0.838,0.726,0.726
31,T1109TS119_5o,5428.048,5428.048,0.892,0.892,0.715,0.715
32,T1109TS374_1o,7303.295,7303.295,0.949,0.949,0.73,0.73
33,T1109TS037_4o,6879.361,6879.361,0.904,0.904,0.738,0.738
34,T1109TS439_2o,6089.051,6089.051,0.885,0.885,0.724,0.724
35,T1109TS037_3o,5439.968,5439.968,0.809,0.809,0.732,0.732
36,T1109TS494_1o,5613.549,5613.549,0.831,0.831,0.722,0.722
37,T1109TS494_5o,5365.441,5152.714264317181,0.856,0.8220616740088106,0.665,0.6386343612334803
38,T1109TS374_3o,6359.57,6359.57,0.863,0.863,0.724,0.724
39,T1109TS278_2o,4399.38,4399.38,0.767,0.767,0.728,0.728
40,T1109TS239_3o,5060.901,5060.901,0.793,0.793,0.72,0.72
41,T1109TS131_3o,5180.684,5180.684,0.756,0.756,0.726,0.726
42,T1109TS073_3o,6415.015,6415.015,0.933,0.933,0.712,0.712
43,T1109TS073_2o,5954.181,5954.181,0.937,0.937,0.712,0.712
44,T1109TS119_2o,5653.493,5653.493,0.827,0.827,0.715,0.715
45,T1109TS147_2o,4252.03,4252.03,0.791,0.791,0.68,0.68
46,T1109TS494_2o,12630.523,12630.523,0.936,0.936,0.725,0.725
47,T1109TS278_3o,5243.074,5243.074,0.629,0.629,0.696,0.696
48,T1109TS278_4o,3917.453,3917.453,0.85,0.85,0.7,0.7
49,T1109TS439_5o,4527.56,4527.56,0.88,0.88,0.721,0.721
50,T1109TS350_1o,5895.29,5895.29,0.871,0.871,0.729,0.729
51,T1109TS439_3o,3561.611,3561.611,0.764,0.764,0.723,0.723
52,T1109TS374_4o,5966.042,5966.042,0.904,0.904,0.729,0.729
53,T1109TS071_3o,5910.216,5910.216,0.915,0.915,0.733,0.733
54,T1109TS086_5o,4045.759,4045.759,0.807,0.807,0.732,0.732
55,T1109TS423_5o,3944.942,3944.942,0.815,0.815,0.734,0.734
56,T1109TS493_3o,5843.822,5843.822,0.872,0.872,0.714,0.714
57,T1109TS248_3o,1900.311,1900.311,0.665,0.665,0.697,0.697
