,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1171TS298_4,8854.673,8854.673,0.44,0.44,0.681,0.681
1,H1171TS147_2,8693.038,8693.038,0.469,0.469,0.679,0.679
2,H1171TS367_2,11581.219,11581.219,0.497,0.497,0.681,0.681
3,H1171TS360_1,10143.594,10143.594,0.479,0.479,0.675,0.675
4,H1171TS390_4,9097.216,9097.216,0.467,0.467,0.682,0.682
5,H1171TS147_3,9532.268,9532.268,0.456,0.456,0.676,0.676
6,H1171TS205_3,21929.14,21929.14,0.653,0.653,0.679,0.679
7,H1171TS131_5,11113.75,11113.75,0.476,0.476,0.677,0.677
8,H1171TS348_1,6577.39,6577.39,0.386,0.386,0.678,0.678
9,H1171TS461_3,6433.672,6433.672,0.36,0.36,0.673,0.673
10,H1171TS461_5,5584.438,5584.438,0.335,0.335,0.674,0.674
11,H1171TS399_4,11260.098,11260.098,0.577,0.577,0.68,0.68
12,H1171TS461_1,9650.119,9650.119,0.438,0.438,0.681,0.681
13,H1171TS461_2,9381.026,9381.026,0.46,0.46,0.684,0.684
14,H1171TS205_1,23631.981,23631.981,0.694,0.694,0.672,0.672
15,H1171TS188_5,8693.247,8693.247,0.516,0.516,0.676,0.676
16,H1171TS444_3,9401.759,9401.759,0.469,0.469,0.682,0.682
17,H1171TS119_5,190.82,190.82,0.307,0.307,0.658,0.658
18,H1171TS119_1,764.198,764.198,0.311,0.311,0.665,0.665
19,H1171TS205_2,13695.335,13695.335,0.488,0.488,0.69,0.69
20,H1171TS188_1,8635.696,8635.696,0.476,0.476,0.674,0.674
21,H1171TS119_2,1134.714,1134.714,0.351,0.351,0.665,0.665
22,H1171TS257_1,14192.871,14192.871,0.551,0.551,0.687,0.687
23,H1171TS304_5,7793.704,7793.704,0.482,0.482,0.663,0.663
24,H1171TS257_3,13283.905,13283.905,0.545,0.545,0.67,0.67
25,H1171TS257_4,15810.638,15810.638,0.598,0.598,0.67,0.67
26,H1171TS257_2,10866.733,10866.733,0.487,0.487,0.671,0.671
27,H1171TS257_5,13099.352,13099.352,0.517,0.517,0.667,0.667
28,H1171TS444_1,9384.271,9384.271,0.467,0.467,0.68,0.68
29,H1171TS494_5,14209.631,14209.631,0.488,0.488,0.682,0.682
30,H1171TS180_2,8852.123,8852.123,0.47,0.47,0.681,0.681
31,H1171TS180_4,9098.066,9098.066,0.467,0.467,0.682,0.682
32,H1171TS374_5,5463.469,5463.469,0.342,0.342,0.68,0.68
33,H1171TS374_4,10281.171,10281.171,0.451,0.451,0.681,0.681
