,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1140TS037_1,2314.144,2314.144,0.864,0.864,0.708,0.708
1,H1140TS374_1,1224.796,1224.796,0.775,0.775,0.682,0.682
2,H1140TS447_2,1315.89,1315.89,0.585,0.585,0.676,0.676
3,H1140TS447_1,2128.024,2128.024,0.651,0.651,0.678,0.678
4,H1140TS447_4,1067.773,1067.773,0.534,0.534,0.674,0.674
5,H1140TS447_5,875.771,875.771,0.499,0.499,0.671,0.671
6,H1140TS374_2,270.611,270.611,0.529,0.529,0.692,0.692
7,H1140TS315_1,6214.073,6214.073,0.749,0.749,0.46,0.46
8,H1140TS374_3,681.395,681.395,0.546,0.546,0.687,0.687
9,H1140TS314_1,371.152,371.152,0.542,0.542,0.69,0.69
10,H1140TS494_1,1304.172,1304.172,0.754,0.754,0.693,0.693
11,H1140TS257_5,1048.418,1048.418,0.619,0.619,0.664,0.664
12,H1140TS257_4,950.002,950.002,0.573,0.573,0.664,0.664
13,H1140TS257_3,697.586,697.586,0.698,0.698,0.653,0.653
14,H1140TS257_1,1062.903,1062.903,0.697,0.697,0.657,0.657
15,H1140TS257_2,814.533,814.533,0.579,0.579,0.649,0.649
16,H1140TS097_4,-1776.766,-1776.766,0.17,0.17,0.67,0.67
17,H1140TS278_5,683.796,683.796,0.664,0.664,0.694,0.694
18,H1140TS494_4,1065.977,1065.977,0.735,0.735,0.674,0.674
19,H1140TS037_2,1317.449,1317.449,0.686,0.686,0.693,0.693
20,H1140TS444_3,938.842,938.842,0.657,0.657,0.679,0.679
21,H1140TS278_2,1076.685,1076.685,0.653,0.653,0.702,0.702
22,H1140TS444_1,107.514,107.514,0.455,0.455,0.682,0.682
23,H1140TS461_2,1172.651,1172.651,0.809,0.809,0.688,0.688
24,H1140TS444_2,-946.243,-946.243,0.227,0.227,0.699,0.699
25,H1140TS037_5,1160.877,1160.877,0.858,0.858,0.698,0.698
26,H1140TS494_2,476.595,476.595,0.521,0.521,0.668,0.668
27,H1140TS398_3,-795.845,-795.845,0.162,0.162,0.697,0.697
28,H1140TS278_4,1037.526,1037.526,0.724,0.724,0.69,0.69
29,H1140TS398_1,-1037.097,-1037.097,0.179,0.179,0.696,0.696
30,H1140TS494_3,642.735,642.735,0.633,0.633,0.691,0.691
31,H1140TS314_2,969.595,969.595,0.626,0.626,0.666,0.666
32,H1140TS205_5,840.332,840.332,0.645,0.645,0.68,0.68
33,H1140TS461_1,-894.875,-894.875,0.276,0.276,0.688,0.688
34,H1140TS158_4,888.346,888.346,0.625,0.625,0.694,0.694
35,H1140TS399_5,562.88,562.88,0.6,0.6,0.691,0.691
36,H1140TS444_4,-105.712,-105.712,0.34,0.34,0.688,0.688
37,H1140TS073_1,1003.679,1003.679,0.652,0.652,0.692,0.692
38,H1140TS037_3,950.003,950.003,0.714,0.714,0.691,0.691
