,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,T1181TS320_1o,14330.309,14330.309,0.64,0.64,0.701,0.701
1,T1181TS278_3o,15198.771,15198.771,0.624,0.624,0.71,0.71
2,T1181TS003_4o,10078.11,10078.11,0.631,0.631,0.7,0.7
3,T1181TS158_4o,7250.429,7250.429,0.527,0.527,0.698,0.698
4,T1181TS374_2o,13434.098,13434.098,0.706,0.706,0.696,0.696
5,T1181TS494_3o,13695.197,13695.197,0.619,0.619,0.684,0.684
6,T1181TS158_3o,5392.379,5392.379,0.533,0.533,0.695,0.695
7,T1181TS390_1o,4290.071,4290.071,0.47,0.47,0.686,0.686
8,T1181TS494_1o,10612.134,10612.134,0.61,0.61,0.693,0.693
9,T1181TS367_5o,6143.678,6143.678,0.526,0.526,0.704,0.704
10,T1181TS439_1o,13572.723,13572.723,0.569,0.569,0.692,0.692
11,T1181TS205_5o,14767.84,14767.84,0.644,0.644,0.649,0.649
12,T1181TS439_2o,10516.99,10516.99,0.549,0.549,0.695,0.695
13,T1181TS071_1o,1088.958,1088.958,0.407,0.407,0.692,0.692
14,T1181TS494_4o,2335.661,2335.661,0.42,0.42,0.691,0.691
15,T1181TS119_3o,5566.449,5566.449,0.464,0.464,0.683,0.683
16,T1181TS374_4o,10516.714,10516.714,0.621,0.621,0.703,0.703
17,T1181TS119_4o,5238.562,5238.562,0.471,0.471,0.687,0.687
18,T1181TS367_2o,6934.219,6934.219,0.511,0.511,0.699,0.699
19,T1181TS119_1o,8736.507,8736.507,0.504,0.504,0.693,0.693
20,T1181TS119_2o,8083.74,8083.74,0.535,0.535,0.693,0.693
21,T1181TS278_1o,11979.797,11979.797,0.58,0.58,0.707,0.707
22,T1181TS278_5o,8959.609,8959.609,0.532,0.532,0.696,0.696
23,T1181TS374_3o,11048.499,11048.499,0.6,0.6,0.695,0.695
24,T1181TS494_2o,10337.413,10337.413,0.627,0.627,0.696,0.696
25,T1181TS367_1o,6424.194,6424.194,0.506,0.506,0.701,0.701
26,T1181TS374_1o,8434.036,8434.036,0.576,0.576,0.699,0.699
27,T1181TS462_1o,12513.542,12513.542,0.626,0.626,0.697,0.697
28,T1181TS278_2o,9926.702,9926.702,0.517,0.517,0.712,0.712
29,T1181TS037_1o,8363.093,8363.093,0.584,0.584,0.682,0.682
30,T1181TS439_5o,8402.354,8402.354,0.579,0.579,0.644,0.644
31,T1181TS462_5o,9266.008,9266.008,0.606,0.606,0.704,0.704
32,T1181TS367_4o,6784.753,6784.753,0.511,0.511,0.692,0.692
33,T1181TS073_1o,10315.235,10315.235,0.644,0.644,0.683,0.683
34,T1181TS320_3o,5535.962,5535.962,0.492,0.492,0.674,0.674
35,T1181TS278_4o,3945.044,3945.044,0.449,0.449,0.704,0.704
36,T1181TS071_5o,-103.719,-103.719,0.405,0.405,0.689,0.689
37,T1181TS444_5o,8324.947,8324.947,0.559,0.559,0.691,0.691
38,T1181TS073_2o,11346.748,11346.748,0.675,0.675,0.67,0.67
39,T1181TS298_3o,8231.498,8231.498,0.624,0.624,0.683,0.683
40,T1181TS348_4o,8567.438,8567.438,0.548,0.548,0.672,0.672
41,T1181TS073_3o,11623.083,11623.083,0.705,0.705,0.684,0.684
42,T1181TS073_4o,5864.15,5864.15,0.578,0.578,0.67,0.67
43,T1181TS494_5o,10216.036,7736.271447674419,0.632,0.478593023255814,0.475,0.35970203488372093
44,T1181TS071_4o,154.149,154.149,0.379,0.379,0.687,0.687
45,T1181TS374_5o,6876.952,6876.952,0.522,0.522,0.692,0.692
46,T1181TS350_2o,5943.823,5943.823,0.513,0.513,0.652,0.652
47,T1181TS185_3o,5267.675,5267.675,0.463,0.463,0.702,0.702
48,T1181TS158_5o,-1768.179,-1768.179,0.356,0.356,0.689,0.689
49,T1181TS439_4o,6356.724,6356.724,0.518,0.518,0.687,0.687
50,T1181TS086_3o,3568.252,3568.252,0.522,0.522,0.693,0.693
51,T1181TS390_2o,2451.816,2451.816,0.443,0.443,0.668,0.668
52,T1181TS390_4o,3350.766,3350.766,0.436,0.436,0.668,0.668
53,T1181TS462_3o,5550.381,5550.381,0.509,0.509,0.697,0.697
54,T1181TS477_1o,1683.43,1683.43,0.415,0.415,0.689,0.689
55,T1181TS245_3o,208.588,208.588,0.36,0.36,0.672,0.672
56,T1181TS493_2o,3025.914,3025.914,0.428,0.428,0.643,0.643
57,T1181TS367_3o,-993.483,-993.483,0.396,0.396,0.694,0.694
58,T1181TS399_3o,26.778,26.778,0.359,0.359,0.659,0.659
59,T1181TS350_5o,5500.921,5500.921,0.491,0.491,0.639,0.639
60,T1181TS180_2o,-1128.553,-1128.553,0.305,0.305,0.685,0.685
61,T1181TS180_1o,947.028,947.028,0.37,0.37,0.686,0.686
62,T1181TS350_4o,-1235.636,-1235.636,0.393,0.393,0.654,0.654
63,T1181TS399_1o,736.877,736.877,0.379,0.379,0.653,0.653
64,T1181TS462_2o,1216.98,1216.98,0.432,0.432,0.692,0.692
65,T1181TS185_2o,5429.061,5429.061,0.459,0.459,0.701,0.701
66,T1181TS071_2o,-92.093,-92.093,0.428,0.428,0.7,0.7
67,T1181TS071_3o,415.905,415.905,0.387,0.387,0.691,0.691
68,T1181TS180_4o,-1015.825,-1015.825,0.322,0.322,0.686,0.686
69,T1181TS188_3o,1666.529,1666.529,0.401,0.401,0.674,0.674
70,T1181TS131_4o,-27.867,-27.867,0.327,0.327,0.678,0.678
71,T1181TS150_3o,-3304.477,-3304.477,0.293,0.293,0.663,0.663
72,T1181TS188_4o,2818.762,2818.762,0.438,0.438,0.626,0.626
73,T1181TS037_4o,1241.228,1241.228,0.343,0.343,0.671,0.671
74,T1181TS399_5o,4479.538,4479.538,0.411,0.411,0.621,0.621
75,T1181TS188_1o,450.487,450.487,0.363,0.363,0.676,0.676
76,T1181TS350_3o,1589.429,1589.429,0.393,0.393,0.643,0.643
77,T1181TS037_2o,5877.52,5877.52,0.488,0.488,0.688,0.688
78,T1181TS439_3o,5547.04,5547.04,0.516,0.516,0.685,0.685
79,T1181TS390_5o,-3704.888,-3704.888,0.256,0.256,0.657,0.657
80,T1181TS037_3o,-555.82,-555.82,0.343,0.343,0.647,0.647
81,T1181TS131_1o,4007.338,4007.338,0.515,0.515,0.69,0.69
82,T1181TS298_1o,4740.91,4740.91,0.466,0.466,0.626,0.626
83,T1181TS493_1o,1412.173,1412.173,0.408,0.408,0.672,0.672
84,T1181TS399_2o,20.859,20.859,0.365,0.365,0.66,0.66
85,T1181TS304_2o,72.657,72.657,0.314,0.314,0.644,0.644
86,T1181TS180_5o,-3468.04,-3468.04,0.287,0.287,0.683,0.683
87,T1181TS147_4o,2423.854,2423.854,0.43,0.43,0.613,0.613
88,T1181TS348_2o,5363.696,5363.696,0.468,0.468,0.636,0.636
89,T1181TS304_4o,-1706.712,-1706.712,0.295,0.295,0.628,0.628
90,T1181TS291_1o,3278.644,3278.644,0.473,0.473,0.669,0.669
91,T1181TS348_5o,3544.971,3544.971,0.496,0.496,0.652,0.652
92,T1181TS037_5o,-2454.215,-2454.215,0.335,0.335,0.633,0.633
93,T1181TS298_2o,3697.357,3697.357,0.427,0.427,0.664,0.664
94,T1181TS298_4o,2693.397,2693.397,0.43,0.43,0.656,0.656
95,T1181TS360_4o,2616.648,2616.648,0.405,0.405,0.639,0.639
96,T1181TS320_5o,3637.674,3637.674,0.423,0.423,0.665,0.665
97,T1181TS360_5o,3592.549,3592.549,0.479,0.479,0.662,0.662
98,T1181TS205_3o,2039.089,2039.089,0.423,0.423,0.656,0.656
99,T1181TS205_4o,5270.323,5270.323,0.497,0.497,0.647,0.647
100,T1181TS119_5o,5844.11,5844.11,0.493,0.493,0.687,0.687
101,T1181TS320_4o,1554.356,1554.356,0.364,0.364,0.662,0.662
102,T1181TS150_1o,-1071.57,-1071.57,0.39,0.39,0.681,0.681
103,T1181TS188_2o,3309.749,3309.749,0.383,0.383,0.654,0.654
104,T1181TS147_5o,2001.346,2001.346,0.398,0.398,0.634,0.634
105,T1181TS147_2o,1283.084,1283.084,0.4,0.4,0.636,0.636
106,T1181TS147_1o,2705.961,2705.961,0.392,0.392,0.666,0.666
