,model,GNN_sum_score,GNN_sum_score_norm,GNN_pcadscore,GNN_pcadscore_norm,voromqa_dark,voromqa_dark_norm
0,H1167TS444_3,7171.281,7171.281,0.885,0.885,0.716,0.716
1,H1167TS444_1,7248.622,7248.622,0.895,0.895,0.71,0.71
2,H1167TS037_3,6602.696,6602.696,0.865,0.865,0.717,0.717
3,H1167TS374_2,6121.197,6121.197,0.852,0.852,0.708,0.708
4,H1167TS444_4,5868.922,5868.922,0.819,0.819,0.708,0.708
5,H1167TS037_2,7503.207,7503.207,0.857,0.857,0.713,0.713
6,H1167TS037_1,7534.292,7534.292,0.84,0.84,0.714,0.714
7,H1167TS399_3,5815.035,5815.035,0.767,0.767,0.716,0.716
8,H1167TS447_1,5703.43,5703.43,0.761,0.761,0.724,0.724
9,H1167TS399_1,6250.248,6250.248,0.765,0.765,0.712,0.712
10,H1167TS278_1,7357.411,7357.411,0.84,0.84,0.713,0.713
11,H1167TS494_3,6792.754,6732.104410714286,0.771,0.7641160714285715,0.708,0.7016785714285714
12,H1167TS374_1,5868.162,5868.162,0.79,0.79,0.709,0.709
13,H1167TS447_2,5646.593,5646.593,0.731,0.731,0.723,0.723
14,H1167TS374_5,5748.231,5748.231,0.755,0.755,0.714,0.714
15,H1167TS288_5,4795.491,4795.491,0.713,0.713,0.713,0.713
16,H1167TS278_5,5233.901,5233.901,0.732,0.732,0.714,0.714
17,H1167TS288_3,4667.737,4667.737,0.704,0.704,0.709,0.709
18,H1167TS494_2,7058.189,6995.169455357143,0.796,0.7888928571428572,0.705,0.6987053571428571
19,H1167TS494_1,6691.022,6631.280732142857,0.743,0.7363660714285715,0.712,0.7056428571428571
20,H1167TS444_2,6473.14,6473.14,0.831,0.831,0.709,0.709
21,H1167TS447_3,5698.394,5698.394,0.762,0.762,0.721,0.721
22,H1167TS447_4,5514.048,5514.048,0.74,0.74,0.722,0.722
23,H1167TS399_4,4651.68,4651.68,0.662,0.662,0.714,0.714
24,H1167TS447_5,6867.611,6867.611,0.765,0.765,0.722,0.722
25,H1167TS278_3,6361.179,6361.179,0.876,0.876,0.707,0.707
26,H1167TS215_5,6271.835,6271.835,0.94,0.94,0.7,0.7
27,H1167TS215_1,5498.063,5498.063,0.829,0.829,0.695,0.695
28,H1167TS398_5,5437.25,5437.25,0.768,0.768,0.708,0.708
29,H1167TS067_1,5730.545,5218.88919642857,0.76,0.6921428571428571,0.693,0.6311249999999998
30,H1167TS215_3,5764.159,5764.159,0.807,0.807,0.698,0.698
31,H1167TS225_2,4935.041,4935.041,0.687,0.687,0.714,0.714
32,H1167TS441_3,5956.791,5956.791,0.842,0.842,0.702,0.702
33,H1167TS398_1,3423.841,3423.841,0.566,0.566,0.706,0.706
34,H1167TS067_2,5294.236,4821.536357142856,0.779,0.7094464285714285,0.694,0.6320357142857141
35,H1167TS278_4,6717.301,6717.301,0.77,0.77,0.695,0.695
36,H1167TS461_3,5228.942,5228.942,0.758,0.758,0.704,0.704
37,H1167TS225_3,6641.529,6641.529,0.775,0.775,0.714,0.714
38,H1167TS073_3,5762.289,5762.289,0.813,0.813,0.714,0.714
39,H1167TS215_2,5905.357,5905.357,0.718,0.718,0.69,0.69
40,H1167TS462_1,5202.151,5202.151,0.797,0.797,0.703,0.703
41,H1167TS461_5,5264.108,5264.108,0.777,0.777,0.706,0.706
42,H1167TS073_2,4205.551,4205.551,0.713,0.713,0.711,0.711
43,H1167TS248_2,5932.766,5932.766,0.755,0.755,0.694,0.694
44,H1167TS257_2,5235.743,5235.743,0.789,0.789,0.679,0.679
45,H1167TS257_5,4222.18,4222.18,0.74,0.74,0.675,0.675
46,H1167TS147_2,4298.054,4298.054,0.723,0.723,0.656,0.656
47,H1167TS147_4,3362.808,3362.808,0.681,0.681,0.648,0.648
48,H1167TS147_5,3670.054,3670.054,0.69,0.69,0.652,0.652
49,H1167TS493_2,6880.224,6880.224,0.849,0.849,0.704,0.704
50,H1167TS493_1,6764.432,6764.432,0.805,0.805,0.705,0.705
51,H1167TS205_4,5830.311,5830.311,0.809,0.809,0.71,0.71
52,H1167TS493_3,7092.856,7092.856,0.785,0.785,0.697,0.697
53,H1167TS493_4,4488.072,4488.072,0.683,0.683,0.699,0.699
54,H1167TS314_3,5893.884,5893.884,0.74,0.74,0.695,0.695
55,H1167TS314_5,4717.722,4717.722,0.748,0.748,0.706,0.706
56,H1167TS348_3,5330.713,5330.713,0.769,0.769,0.711,0.711
57,H1167TS461_1,4902.414,4902.414,0.699,0.699,0.709,0.709
58,H1167TS348_2,5412.921,5412.921,0.763,0.763,0.71,0.71
59,H1167TS150_4,5100.118,5100.118,0.75,0.75,0.704,0.704
60,H1167TS180_5,4584.274,4584.274,0.685,0.685,0.71,0.71
61,H1167TS071_3,4939.935,4939.935,0.719,0.719,0.708,0.708
62,H1167TS461_2,5100.357,5100.357,0.713,0.713,0.71,0.71
63,H1167TS288_1,5072.55,5072.55,0.73,0.73,0.708,0.708
64,H1167TS374_3,5610.327,5610.327,0.777,0.777,0.706,0.706
65,H1167TS477_1,4701.701,4701.701,0.692,0.692,0.708,0.708
66,H1167TS288_4,5151.54,5151.54,0.739,0.739,0.708,0.708
67,H1167TS119_2,5380.452,5380.452,0.741,0.741,0.706,0.706
68,H1167TS119_4,5542.751,5542.751,0.745,0.745,0.708,0.708
69,H1167TS423_1,4672.011,4672.011,0.695,0.695,0.71,0.71
70,H1167TS037_5,5206.911,5206.911,0.789,0.789,0.707,0.707
71,H1167TS187_5,4633.511,4633.511,0.728,0.728,0.696,0.696
72,H1167TS185_1,4950.551,4950.551,0.764,0.764,0.703,0.703
73,H1167TS278_2,4623.421,4623.421,0.672,0.672,0.698,0.698
74,H1167TS462_3,5222.617,5222.617,0.782,0.782,0.705,0.705
75,H1167TS185_4,3248.346,3248.346,0.666,0.666,0.697,0.697
76,H1167TS462_2,5106.421,5106.421,0.791,0.791,0.704,0.704
77,H1167TS462_5,4914.478,4914.478,0.762,0.762,0.705,0.705
78,H1167TS462_4,4971.944,4971.944,0.758,0.758,0.704,0.704
79,H1167TS185_2,5798.753,5798.753,0.773,0.773,0.701,0.701
80,H1167TS185_3,4490.209,4490.209,0.741,0.741,0.704,0.704
81,H1167TS398_3,4579.115,4579.115,0.673,0.673,0.711,0.711
82,H1167TS185_5,3827.877,3827.877,0.698,0.698,0.699,0.699
83,H1167TS441_2,5052.871,5052.871,0.773,0.773,0.705,0.705
84,H1167TS037_4,4633.603,4633.603,0.668,0.668,0.713,0.713
85,H1167TS215_4,5145.12,5145.12,0.757,0.757,0.7,0.7
86,H1167TS441_4,5067.969,5067.969,0.762,0.762,0.706,0.706
87,H1167TS385_1,5100.976,5100.976,0.715,0.715,0.71,0.71
88,H1167TS225_4,4699.158,4699.158,0.668,0.668,0.709,0.709
89,H1167TS444_5,5343.464,5343.464,0.749,0.749,0.71,0.71
90,H1167TS494_5,5110.64,5110.64,0.708,0.708,0.706,0.706
91,H1167TS248_5,4860.319,4860.319,0.702,0.702,0.694,0.694
92,H1167TS398_2,5497.411,5497.411,0.719,0.719,0.702,0.702
93,H1167TS398_4,5314.322,5314.322,0.709,0.709,0.704,0.704
94,H1167TS225_5,5034.882,5034.882,0.73,0.73,0.713,0.713
95,H1167TS073_5,4845.074,4845.074,0.748,0.748,0.714,0.714
96,H1167TS248_4,5437.311,5437.311,0.758,0.758,0.698,0.698
97,H1167TS225_1,5212.394,5212.394,0.706,0.706,0.712,0.712
98,H1167TS248_1,2705.727,2705.727,0.625,0.625,0.673,0.673
99,H1167TS073_1,5230.333,5230.333,0.769,0.769,0.702,0.702
100,H1167TS257_1,3437.909,3437.909,0.688,0.688,0.688,0.688
101,H1167TS257_3,4211.88,4211.88,0.768,0.768,0.684,0.684
102,H1167TS257_4,4051.57,4051.57,0.732,0.732,0.684,0.684
103,H1167TS073_4,3531.972,3531.972,0.693,0.693,0.711,0.711
104,H1167TS165_4,1009.806,1009.806,0.467,0.467,0.706,0.706
105,H1167TS165_1,1801.949,1801.949,0.528,0.528,0.702,0.702
106,H1167TS165_3,805.864,805.864,0.483,0.483,0.71,0.71
107,H1167TS165_5,1678.886,1678.886,0.501,0.501,0.708,0.708
108,H1167TS165_2,-332.992,-332.992,0.394,0.394,0.696,0.696
109,H1167TS147_3,4603.484,4603.484,0.769,0.769,0.65,0.65
110,H1167TS147_1,4479.367,4479.367,0.74,0.74,0.651,0.651
111,H1167TS494_4,4850.007,4754.739005357143,0.77,0.754875,0.67,0.6568392857142857
112,H1167TS188_5,-2199.105,-2199.105,0.164,0.164,0.696,0.696
113,H1167TS188_4,-1439.002,-1439.002,0.245,0.245,0.696,0.696
114,H1167TS188_3,-2346.683,-2346.683,0.153,0.153,0.686,0.686
115,H1167TS169_5,-3635.092,-3635.092,0.119,0.119,0.679,0.679
116,H1167TS091_3,821.405,821.405,0.439,0.439,0.659,0.659
117,H1167TS188_1,-2404.175,-2404.175,0.128,0.128,0.684,0.684
118,H1167TS091_2,-585.405,-585.405,0.315,0.315,0.645,0.645
119,H1167TS091_1,-25.93,-25.93,0.425,0.425,0.64,0.64
120,H1167TS091_5,-477.522,-477.522,0.342,0.342,0.642,0.642
121,H1167TS314_1,5295.187,5295.187,0.744,0.744,0.709,0.709
122,H1167TS205_1,5516.786,5516.786,0.782,0.782,0.705,0.705
123,H1167TS205_2,5198.395,5198.395,0.757,0.757,0.709,0.709
124,H1167TS350_1,3715.479,3715.479,0.664,0.664,0.7,0.7
125,H1167TS205_3,5324.81,5324.81,0.767,0.767,0.706,0.706
126,H1167TS350_4,3524.153,3524.153,0.626,0.626,0.698,0.698
127,H1167TS091_4,199.055,199.055,0.393,0.393,0.636,0.636
128,H1167TS205_5,5015.151,5015.151,0.693,0.693,0.694,0.694
129,H1167TS314_4,4260.102,4260.102,0.665,0.665,0.701,0.701
130,H1167TS350_3,4208.304,4208.304,0.687,0.687,0.696,0.696
131,H1167TS350_2,4103.46,4103.46,0.669,0.669,0.697,0.697
132,H1167TS350_5,5124.623,5124.623,0.747,0.747,0.701,0.701
133,H1167TS312_3,3591.437,3591.437,0.657,0.657,0.695,0.695
134,H1167TS493_5,4309.499,4309.499,0.646,0.646,0.693,0.693
135,H1167TS312_5,3252.903,3252.903,0.637,0.637,0.698,0.698
136,H1167TS314_2,5160.595,5160.595,0.775,0.775,0.702,0.702
137,H1167TS312_4,2938.994,2938.994,0.614,0.614,0.687,0.687
138,H1167TS312_2,2104.082,2104.082,0.526,0.526,0.688,0.688
139,H1167TS439_1,4275.307,4275.307,0.696,0.696,0.698,0.698
140,H1167TS439_5,4139.019,4139.019,0.686,0.686,0.698,0.698
141,H1167TS439_3,3822.403,3822.403,0.655,0.655,0.705,0.705
142,H1167TS092_1,4582.095,4582.095,0.69,0.69,0.713,0.713
143,H1167TS234_2,-551.181,-551.181,0.129,0.129,0.631,0.631
144,H1167TS234_4,-516.704,-516.704,0.053,0.053,0.619,0.619
145,H1167TS234_1,-41.764,-41.764,0.387,0.387,0.627,0.627
146,H1167TS234_3,-1102.305,-1102.305,0.048,0.048,0.621,0.621
147,H1167TS234_5,-751.304,-751.304,0.049,0.049,0.627,0.627
148,H1167TS368_2,-744.988,-744.988,0.101,0.101,0.463,0.463
149,H1167TS003_1,0.0,0.0,0.0,0.0,0.0,0.0
150,H1167TS003_2,0.0,0.0,0.0,0.0,0.0,0.0
151,H1167TS003_3,0.0,0.0,0.0,0.0,0.0,0.0
152,H1167TS003_4,0.0,0.0,0.0,0.0,0.0,0.0
153,H1167TS003_5,0.0,0.0,0.0,0.0,0.0,0.0
154,H1167TS011_1,0.0,0.0,0.0,0.0,0.0,0.0
155,H1167TS011_2,0.0,0.0,0.0,0.0,0.0,0.0
156,H1167TS011_3,0.0,0.0,0.0,0.0,0.0,0.0
157,H1167TS011_4,0.0,0.0,0.0,0.0,0.0,0.0
158,H1167TS011_5,0.0,0.0,0.0,0.0,0.0,0.0
159,H1167TS035_1,0.0,0.0,0.0,0.0,0.0,0.0
160,H1167TS035_2,0.0,0.0,0.0,0.0,0.0,0.0
161,H1167TS035_3,0.0,0.0,0.0,0.0,0.0,0.0
162,H1167TS035_4,0.0,0.0,0.0,0.0,0.0,0.0
163,H1167TS035_5,0.0,0.0,0.0,0.0,0.0,0.0
164,H1167TS054_1,0.0,0.0,0.0,0.0,0.0,0.0
165,H1167TS054_2,0.0,0.0,0.0,0.0,0.0,0.0
166,H1167TS054_3,0.0,0.0,0.0,0.0,0.0,0.0
167,H1167TS054_4,0.0,0.0,0.0,0.0,0.0,0.0
168,H1167TS054_5,0.0,0.0,0.0,0.0,0.0,0.0
169,H1167TS071_1,0.0,0.0,0.0,0.0,0.0,0.0
