,model,icps,recall
0,Elo_0,0.48310558659217884,0.054253472222222224
1,Elo_1,0.48310558659217884,0.054253472222222224
2,Elo_2,0.49250517241379305,0.05295138888888889
3,Elo_3,0.4928364161849712,0.05251736111111111
4,Elo_4,0.49237740112994355,0.054253472222222224
5,avg_refine_0,0.49237740112994355,0.054253472222222224
6,avg_refine_1,0.49237740112994355,0.054253472222222224
7,avg_refine_2,0.4873217142857143,0.05251736111111111
8,avg_refine_3,0.4873217142857143,0.05251736111111111
9,avg_refine_4,0.4855418079096045,0.053385416666666664
10,default_af_0,0.49360114285714285,0.053385416666666664
11,default_af_1,0.49082045454545453,0.053385416666666664
12,default_af_2,0.49651828571428575,0.054253472222222224
13,default_af_3,0.4980057471264368,0.05381944444444445
14,default_af_4,0.4991658959537573,0.053385416666666664
15,default_af_5,0.4991658959537573,0.053385416666666664
16,default_af_6,0.4957965909090909,0.05381944444444445
17,default_af_7,0.49082045454545453,0.053385416666666664
18,default_af_8,0.503137142857143,0.054253472222222224
19,default_af_9,0.5042858757062147,0.055121527777777776
20,default_comp_0,0.48669371428571434,0.05251736111111111
21,default_comp_1,0.497808187134503,0.05251736111111111
22,default_comp_2,0.4855418079096045,0.053385416666666664
23,default_comp_3,0.4991658959537573,0.053385416666666664
24,default_comp_4,0.5027372881355932,0.05555555555555555
25,default_comp_5,0.5027372881355932,0.05555555555555555
26,default_comp_6,0.49648728323699415,0.05381944444444445
27,default_comp_7,0.4950982456140351,0.05295138888888889
28,default_comp_8,0.48789580838323354,0.050347222222222224
29,default_comp_9,0.49147818181818176,0.04991319444444445
30,default_img_0,0.49259606741573037,0.0546875
31,default_img_1,0.4991658959537573,0.053385416666666664
32,default_img_2,0.49651828571428575,0.054253472222222224
33,default_img_3,0.4829195530726257,0.054253472222222224
34,default_img_4,0.48563146067415736,0.054253472222222224
35,default_img_5,0.49782872928176797,0.05642361111111111
36,default_img_6,0.5059175141242939,0.05642361111111111
37,default_img_7,0.4970000000000001,0.05642361111111111
38,default_img_8,0.4919383720930233,0.05251736111111111
39,default_img_9,0.4920971098265896,0.05295138888888889
40,default_mul_newest_0,0.48582784090909087,0.05295138888888889
41,default_mul_newest_1,0.49237740112994355,0.054253472222222224
42,default_mul_newest_10,0.4862107526881721,0.05685763888888889
43,default_mul_newest_11,0.48970674157303373,0.054253472222222224
44,default_mul_newest_12,0.49226086956521736,0.05685763888888889
45,default_mul_newest_13,0.49773296703296704,0.05685763888888889
46,default_mul_newest_14,0.5012483146067417,0.055989583333333336
47,default_mul_newest_15,0.4855418079096045,0.053385416666666664
48,default_mul_newest_16,0.4897258426966292,0.054253472222222224
49,default_mul_newest_17,0.48380670391061453,0.05381944444444445
